C3H7;C2H4;N2;C5H11;N2; ; ; ; ; 1.390e-29; 0.000e+00; 5.620e+02; 1.000e+01; 1.000e+02;logn;3; 7.500e-14; 0.000e+00; 3.470e+03; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   54;1 ;2
C3H7;CH3CCH;N2;C6H11;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 1.200e-12; 0.000e+00; 4.530e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   55;1 ;2
C3H7;CH2CCH2;N2;C6H11;N2; ; ; ; ; 3.300e-30; 0.000e+00; 7.400e+02; 1.000e+01; 1.000e+02;logn;3; 1.200e-12; 0.000e+00; 4.530e+03; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   56;1 ;2
C3H7;CH3CHCH2;N2;C6H13;N2; ; ; ; ; 1.390e-29; 0.000e+00; 5.620e+02; 1.000e+01; 1.000e+02;logn;3; 7.500e-14; 0.000e+00; 3.470e+03; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   57;1 ;2
C3H7;C3H7;N2;C6H14;N2; ; ; ; ; 9.770e-22;-6.390e+00; 3.010e+02; 1.000e+01; 1.000e+02;logn;3; 1.700e-11; 0.000e+00; 0.000e+00; 1.500e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   58;1 ;2
C3H7;C4H3;N2;C7H10;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 1.600e-11; 0.000e+00; 0.000e+00; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   59;1 ;2
C4H3;C4H3;N2;C8H6;N2; ; ; ; ; 1.130e-25;-3.750e+00; 4.940e+02; 1.000e+01; 1.000e+02;logn;3; 1.200e-10; 0.000e+00; 0.000e+00; 1.000e+01; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   60;1 ;2
N;N;N2;N2;N2; ; ; ; ; 4.100e-34; 0.000e+00; 0.000e+00; 2.500e+00; 1.000e+02;logn;3; 1.000e-10; 0.000e+00; 0.000e+00; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   61;1 ;2
NH2;CH3;N2;CH3NH2;N2; ; ; ; ; 8.520e-30;-3.850e+00; 0.000e+00; 1.400e+00; 1.000e+02;logn;3; 1.730e-10; 4.200e-01; 0.000e+00; 1.400e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   62;1 ;2
NH2;H;N2;NH3;N2; ; ; ; ; 3.220e-29; 0.000e+00; 0.000e+00; 1.000e+01; 1.000e+02;logn;3; 9.400e-12; 0.000e+00; 0.000e+00; 2.000e+00; 1.000e+02;logn; 3; 0.000e+00; 1.000e+99; 1.000e-99; 1.000e+99; 0.000e+00;logn; 7;    50;   200; -9999;  9999; 6;   63;1 ;2
