0 Branching ratio for H2O       Total        1 branches
Lambda          Total           OH/H              H2/O
1732.08   3.85E-18  3.85E-18  0.00E+00
1733.08   3.82E-18  3.82E-18  0.00E+00
1734.08   3.77E-18  3.77E-18  0.00E+00
1735.08   3.72E-18  3.72E-18  0.00E+00
1736.08   3.68E-18  3.68E-18  0.00E+00
1737.08   3.64E-18  3.64E-18  0.00E+00
1738.08   3.59E-18  3.59E-18  0.00E+00
1739.08   3.57E-18  3.57E-18  0.00E+00
1740.08   3.53E-18  3.53E-18  0.00E+00
1741.08   3.49E-18  3.49E-18  0.00E+00
1742.08   3.43E-18  3.43E-18  0.00E+00
1743.08   3.39E-18  3.39E-18  0.00E+00
1744.08   3.37E-18  3.37E-18  0.00E+00
1745.08   3.34E-18  3.34E-18  0.00E+00
1746.08   3.32E-18  3.32E-18  0.00E+00
1747.08   3.28E-18  3.28E-18  0.00E+00
1748.08   3.25E-18  3.25E-18  0.00E+00
1749.08   3.21E-18  3.21E-18  0.00E+00
1750.08   3.19E-18  3.19E-18  0.00E+00
1751.08   3.16E-18  3.16E-18  0.00E+00
1752.08   3.11E-18  3.11E-18  0.00E+00
1753.08   3.10E-18  3.10E-18  0.00E+00
1754.08   3.06E-18  3.06E-18  0.00E+00
1755.08   3.02E-18  3.02E-18  0.00E+00
1756.08   2.99E-18  2.99E-18  0.00E+00
1757.08   2.95E-18  2.95E-18  0.00E+00
1758.08   2.91E-18  2.91E-18  0.00E+00
1759.08   2.88E-18  2.88E-18  0.00E+00
1760.08   2.85E-18  2.85E-18  0.00E+00
1761.08   2.81E-18  2.81E-18  0.00E+00
1762.08   2.77E-18  2.77E-18  0.00E+00
1763.08   2.73E-18  2.73E-18  0.00E+00
1764.08   2.69E-18  2.69E-18  0.00E+00
1765.08   2.63E-18  2.63E-18  0.00E+00
1766.08   2.59E-18  2.59E-18  0.00E+00
1767.08   2.54E-18  2.54E-18  0.00E+00
1768.08   2.48E-18  2.48E-18  0.00E+00
1769.08   2.43E-18  2.43E-18  0.00E+00
1770.08   2.39E-18  2.39E-18  0.00E+00
1771.08   2.35E-18  2.35E-18  0.00E+00
1772.08   2.31E-18  2.31E-18  0.00E+00
1773.08   2.27E-18  2.27E-18  0.00E+00
1774.08   2.21E-18  2.21E-18  0.00E+00
1775.08   2.18E-18  2.18E-18  0.00E+00
1776.08   2.13E-18  2.13E-18  0.00E+00
1777.08   2.06E-18  2.06E-18  0.00E+00
1778.09   2.02E-18  2.02E-18  0.00E+00
1779.09   1.98E-18  1.98E-18  0.00E+00
1780.09   1.92E-18  1.92E-18  0.00E+00
1781.09   1.88E-18  1.88E-18  0.00E+00
1782.09   1.82E-18  1.82E-18  0.00E+00
1783.09   1.76E-18  1.76E-18  0.00E+00
1784.09   1.72E-18  1.72E-18  0.00E+00
1785.09   1.66E-18  1.66E-18  0.00E+00
1786.09   1.61E-18  1.61E-18  0.00E+00
1787.09   1.55E-18  1.55E-18  0.00E+00
1788.09   1.51E-18  1.51E-18  0.00E+00
1789.09   1.45E-18  1.45E-18  0.00E+00
1790.09   1.39E-18  1.39E-18  0.00E+00
1791.09   1.34E-18  1.34E-18  0.00E+00
1792.09   1.28E-18  1.28E-18  0.00E+00
1793.09   1.23E-18  1.23E-18  0.00E+00
1794.09   1.17E-18  1.17E-18  0.00E+00
1795.09   1.12E-18  1.12E-18  0.00E+00
1796.09   1.07E-18  1.07E-18  0.00E+00
1797.09   1.03E-18  1.03E-18  0.00E+00
1798.09   9.82E-19  9.82E-19  0.00E+00
1799.09   9.36E-19  9.36E-19  0.00E+00
1800.09   8.84E-19  8.84E-19  0.00E+00
1801.09   8.46E-19  8.46E-19  0.00E+00
1802.09   8.06E-19  8.06E-19  0.00E+00
1803.09   7.67E-19  7.67E-19  0.00E+00
1804.09   7.31E-19  7.31E-19  0.00E+00
1805.09   6.96E-19  6.96E-19  0.00E+00
1806.09   6.64E-19  6.64E-19  0.00E+00
1807.09   6.27E-19  6.27E-19  0.00E+00
1808.09   5.96E-19  5.96E-19  0.00E+00
1809.09   5.66E-19  5.66E-19  0.00E+00
1810.09   5.37E-19  5.37E-19  0.00E+00
1811.09   5.09E-19  5.09E-19  0.00E+00
1812.09   4.84E-19  4.84E-19  0.00E+00
1813.09   4.56E-19  4.56E-19  0.00E+00
1814.09   4.38E-19  4.38E-19  0.00E+00
1815.09   4.15E-19  4.15E-19  0.00E+00
1816.09   3.93E-19  3.93E-19  0.00E+00
1817.09   3.76E-19  3.76E-19  0.00E+00
1818.09   3.59E-19  3.59E-19  0.00E+00
1819.09   3.43E-19  3.43E-19  0.00E+00
1820.09   3.22E-19  3.22E-19  0.00E+00
1821.09   3.16E-19  3.16E-19  0.00E+00
1822.09   2.96E-19  2.96E-19  0.00E+00
1823.09   2.76E-19  2.76E-19  0.00E+00
1824.09   2.67E-19  2.67E-19  0.00E+00
1825.09   2.53E-19  2.53E-19  0.00E+00
1826.09   2.41E-19  2.41E-19  0.00E+00
1827.09   2.32E-19  2.32E-19  0.00E+00
1828.09   2.23E-19  2.23E-19  0.00E+00
1829.09   2.10E-19  2.10E-19  0.00E+00
1830.09   2.03E-19  2.03E-19  0.00E+00
1831.09   1.92E-19  1.92E-19  0.00E+00
1832.09   1.87E-19  1.87E-19  0.00E+00
1833.09   1.78E-19  1.78E-19  0.00E+00
1834.09   1.68E-19  1.68E-19  0.00E+00
1835.09   1.65E-19  1.65E-19  0.00E+00
1836.09   1.57E-19  1.57E-19  0.00E+00
1837.09   1.49E-19  1.49E-19  0.00E+00
1838.09   1.42E-19  1.42E-19  0.00E+00
1839.09   1.33E-19  1.33E-19  0.00E+00
1840.09   1.31E-19  1.31E-19  0.00E+00
1841.09   1.26E-19  1.26E-19  0.00E+00
1842.09   1.21E-19  1.21E-19  0.00E+00
1843.09   1.19E-19  1.19E-19  0.00E+00
1844.09   1.13E-19  1.13E-19  0.00E+00
1845.09   1.12E-19  1.12E-19  0.00E+00
1846.10   1.07E-19  1.07E-19  0.00E+00
1847.10   1.07E-19  1.07E-19  0.00E+00
1848.10   1.06E-19  1.06E-19  0.00E+00
1849.10   1.01E-19  1.01E-19  0.00E+00
1850.10   9.93E-20  9.93E-20  0.00E+00
1851.10   9.50E-20  9.50E-20  0.00E+00
1852.10   8.90E-20  8.90E-20  0.00E+00
1853.10   8.34E-20  8.34E-20  0.00E+00
1854.10   8.16E-20  8.16E-20  0.00E+00
1855.10   7.63E-20  7.63E-20  0.00E+00
1856.10   7.68E-20  7.68E-20  0.00E+00
1857.10   7.49E-20  7.49E-20  0.00E+00
1858.10   7.74E-20  7.74E-20  0.00E+00
1859.10   7.40E-20  7.40E-20  0.00E+00
1860.10   7.03E-20  7.03E-20  0.00E+00
1861.10   7.13E-20  7.13E-20  0.00E+00
1862.10   7.01E-20  7.01E-20  0.00E+00
1863.10   7.42E-20  7.42E-20  0.00E+00
1864.10   7.24E-20  7.24E-20  0.00E+00
1865.10   7.41E-20  7.41E-20  0.00E+00
1866.10   7.40E-20  7.40E-20  0.00E+00
1867.10   7.54E-20  7.54E-20  0.00E+00
1868.10   7.14E-20  7.14E-20  0.00E+00
1869.10   6.62E-20  6.62E-20  0.00E+00
1870.10   6.89E-20  6.89E-20  0.00E+00
1871.10   6.48E-20  6.48E-20  0.00E+00
1872.10   5.96E-20  5.96E-20  0.00E+00
1873.10   4.92E-20  4.92E-20  0.00E+00
1874.10   4.52E-20  4.52E-20  0.00E+00
1875.10   4.39E-20  4.39E-20  0.00E+00
1876.10   4.74E-20  4.74E-20  0.00E+00
1877.10   4.47E-20  4.47E-20  0.00E+00
1878.10   4.10E-20  4.10E-20  0.00E+00
1879.10   3.70E-20  3.70E-20  0.00E+00
1880.10   3.89E-20  3.89E-20  0.00E+00
1881.10   3.76E-20  3.76E-20  0.00E+00
1882.10   3.46E-20  3.46E-20  0.00E+00
1883.10   3.16E-20  3.16E-20  0.00E+00
1884.10   2.85E-20  2.85E-20  0.00E+00
1885.10   2.55E-20  2.55E-20  0.00E+00
1886.10   2.25E-20  2.25E-20  0.00E+00
1887.10   1.95E-20  1.95E-20  0.00E+00
1888.10   1.65E-20  1.65E-20  0.00E+00
1889.10   1.35E-20  1.35E-20  0.00E+00
1890.10   1.08E-20  1.08E-20  0.00E+00
1891.10   1.04E-20  1.04E-20  0.00E+00
1892.10   9.94E-21  9.94E-21  0.00E+00
1893.10   9.53E-21  9.53E-21  0.00E+00
1894.10   9.13E-21  9.13E-21  0.00E+00
1895.10   8.72E-21  8.72E-21  0.00E+00
1896.10   8.31E-21  8.31E-21  0.00E+00
1897.10   7.90E-21  7.90E-21  0.00E+00
1898.10   7.49E-21  7.49E-21  0.00E+00
1899.10   7.09E-21  7.09E-21  0.00E+00
1900.10   6.70E-21  6.70E-21  0.00E+00
1901.10   6.49E-21  6.49E-21  0.00E+00
1902.10   6.28E-21  6.28E-21  0.00E+00
1903.10   6.07E-21  6.07E-21  0.00E+00
1904.10   5.87E-21  5.87E-21  0.00E+00
1905.10   5.66E-21  5.66E-21  0.00E+00
1906.10   5.45E-21  5.45E-21  0.00E+00
1907.10   5.24E-21  5.24E-21  0.00E+00
1908.10   5.03E-21  5.03E-21  0.00E+00
1909.10   4.83E-21  4.83E-21  0.00E+00
1910.10   4.62E-21  4.62E-21  0.00E+00
1911.10   4.46E-21  4.46E-21  0.00E+00
1912.10   4.29E-21  4.29E-21  0.00E+00
1913.10   4.13E-21  4.13E-21  0.00E+00
1914.11   3.97E-21  3.97E-21  0.00E+00
1915.11   3.80E-21  3.80E-21  0.00E+00
1916.11   3.64E-21  3.64E-21  0.00E+00
1917.11   3.47E-21  3.47E-21  0.00E+00
1918.11   3.31E-21  3.31E-21  0.00E+00
1919.11   3.15E-21  3.15E-21  0.00E+00
1920.11   2.99E-21  2.99E-21  0.00E+00
1921.11   2.90E-21  2.90E-21  0.00E+00
1922.11   2.81E-21  2.81E-21  0.00E+00
1923.11   2.72E-21  2.72E-21  0.00E+00
1924.11   2.63E-21  2.63E-21  0.00E+00
1925.11   2.54E-21  2.54E-21  0.00E+00
1926.11   2.45E-21  2.45E-21  0.00E+00
1927.11   2.36E-21  2.36E-21  0.00E+00
1928.11   2.27E-21  2.27E-21  0.00E+00
1929.11   2.18E-21  2.18E-21  0.00E+00
1930.11   2.09E-21  2.09E-21  0.00E+00
1931.11   2.04E-21  2.04E-21  0.00E+00
1932.11   1.99E-21  1.99E-21  0.00E+00
1933.11   1.94E-21  1.94E-21  0.00E+00
1934.11   1.89E-21  1.89E-21  0.00E+00
1935.11   1.84E-21  1.84E-21  0.00E+00
1936.11   1.79E-21  1.79E-21  0.00E+00
1937.11   1.74E-21  1.74E-21  0.00E+00
1938.11   1.69E-21  1.69E-21  0.00E+00
1939.11   1.64E-21  1.64E-21  0.00E+00
1940.11   1.60E-21  1.60E-21  0.00E+00
1941.11   1.57E-21  1.57E-21  0.00E+00
1942.11   1.54E-21  1.54E-21  0.00E+00
1943.11   1.51E-21  1.51E-21  0.00E+00
1944.11   1.48E-21  1.48E-21  0.00E+00
1945.11   1.45E-21  1.45E-21  0.00E+00
1946.11   1.42E-21  1.42E-21  0.00E+00
1947.11   1.39E-21  1.39E-21  0.00E+00
1948.11   1.36E-21  1.36E-21  0.00E+00
1949.11   1.33E-21  1.33E-21  0.00E+00
1950.11   1.30E-21  1.30E-21  0.00E+00
1951.11   1.28E-21  1.28E-21  0.00E+00
1952.11   1.26E-21  1.26E-21  0.00E+00
1953.11   1.24E-21  1.24E-21  0.00E+00
1954.11   1.22E-21  1.22E-21  0.00E+00
1955.11   1.20E-21  1.20E-21  0.00E+00
1956.11   1.18E-21  1.18E-21  0.00E+00
1957.11   1.16E-21  1.16E-21  0.00E+00
1958.11   1.14E-21  1.14E-21  0.00E+00
1959.11   1.12E-21  1.12E-21  0.00E+00
1960.11   1.10E-21  1.10E-21  0.00E+00
1961.11   1.09E-21  1.09E-21  0.00E+00
1962.11   1.08E-21  1.08E-21  0.00E+00
1963.11   1.07E-21  1.07E-21  0.00E+00
1964.11   1.06E-21  1.06E-21  0.00E+00
1965.11   1.05E-21  1.05E-21  0.00E+00
1966.11   1.04E-21  1.04E-21  0.00E+00
1967.11   1.03E-21  1.03E-21  0.00E+00
1968.11   1.02E-21  1.02E-21  0.00E+00
1969.11   1.01E-21  1.01E-21  0.00E+00
1970.11   9.99E-22  9.99E-22  0.00E+00
1971.11   9.89E-22  9.89E-22  0.00E+00
1972.11   9.79E-22  9.79E-22  0.00E+00
1973.11   9.69E-22  9.69E-22  0.00E+00
1974.11   9.59E-22  9.59E-22  0.00E+00
1975.11   9.49E-22  9.49E-22  0.00E+00
1976.11   9.39E-22  9.39E-22  0.00E+00
1977.11   9.29E-22  9.29E-22  0.00E+00
1978.11   9.19E-22  9.19E-22  0.00E+00
1979.11   9.09E-22  9.09E-22  0.00E+00
1980.11   0.00E+00  0.00E+00  0.00E+00
1981.11   0.00E+00  0.00E+00  0.00E+00
1982.12   0.00E+00  0.00E+00  0.00E+00
1983.12   0.00E+00  0.00E+00  0.00E+00
1984.12   0.00E+00  0.00E+00  0.00E+00
1985.12   0.00E+00  0.00E+00  0.00E+00
1986.12   0.00E+00  0.00E+00  0.00E+00
1987.12   0.00E+00  0.00E+00  0.00E+00
1988.12   0.00E+00  0.00E+00  0.00E+00
1989.12   0.00E+00  0.00E+00  0.00E+00
1990.12   0.00E+00  0.00E+00  0.00E+00
1991.12   0.00E+00  0.00E+00  0.00E+00
1992.12   0.00E+00  0.00E+00  0.00E+00
1993.12   0.00E+00  0.00E+00  0.00E+00
1994.12   0.00E+00  0.00E+00  0.00E+00
1995.12   0.00E+00  0.00E+00  0.00E+00
1996.12   0.00E+00  0.00E+00  0.00E+00
1997.12   0.00E+00  0.00E+00  0.00E+00
1998.12   0.00E+00  0.00E+00  0.00E+00
1999.12   0.00E+00  0.00E+00  0.00E+00
2000.12   0.00E+00  0.00E+00  0.00E+00
2001.12   0.00E+00  0.00E+00  0.00E+00
2002.12   0.00E+00  0.00E+00  0.00E+00
2003.12   0.00E+00  0.00E+00  0.00E+00
2004.12   0.00E+00  0.00E+00  0.00E+00
2005.12   0.00E+00  0.00E+00  0.00E+00
2006.12   0.00E+00  0.00E+00  0.00E+00
2007.12   0.00E+00  0.00E+00  0.00E+00
2008.12   0.00E+00  0.00E+00  0.00E+00
2009.12   0.00E+00  0.00E+00  0.00E+00
2010.12   0.00E+00  0.00E+00  0.00E+00
2011.12   0.00E+00  0.00E+00  0.00E+00
2012.12   0.00E+00  0.00E+00  0.00E+00
2013.12   0.00E+00  0.00E+00  0.00E+00
2014.12   0.00E+00  0.00E+00  0.00E+00
2015.12   0.00E+00  0.00E+00  0.00E+00
2016.12   0.00E+00  0.00E+00  0.00E+00
2017.12   0.00E+00  0.00E+00  0.00E+00
2018.12   0.00E+00  0.00E+00  0.00E+00
2019.12   0.00E+00  0.00E+00  0.00E+00
2020.12   0.00E+00  0.00E+00  0.00E+00
2021.12   0.00E+00  0.00E+00  0.00E+00
2022.12   0.00E+00  0.00E+00  0.00E+00
2023.12   0.00E+00  0.00E+00  0.00E+00
2024.12   0.00E+00  0.00E+00  0.00E+00
2025.12   0.00E+00  0.00E+00  0.00E+00
2026.12   0.00E+00  0.00E+00  0.00E+00
2027.12   0.00E+00  0.00E+00  0.00E+00
2028.12   0.00E+00  0.00E+00  0.00E+00
2029.12   0.00E+00  0.00E+00  0.00E+00
2030.12   0.00E+00  0.00E+00  0.00E+00
2031.12   0.00E+00  0.00E+00  0.00E+00
2032.12   0.00E+00  0.00E+00  0.00E+00
2033.12   0.00E+00  0.00E+00  0.00E+00
2034.12   0.00E+00  0.00E+00  0.00E+00
2035.12   0.00E+00  0.00E+00  0.00E+00
2036.12   0.00E+00  0.00E+00  0.00E+00
2037.12   0.00E+00  0.00E+00  0.00E+00
2038.12   0.00E+00  0.00E+00  0.00E+00
2039.12   0.00E+00  0.00E+00  0.00E+00
2040.12   0.00E+00  0.00E+00  0.00E+00
2041.12   0.00E+00  0.00E+00  0.00E+00
2042.12   0.00E+00  0.00E+00  0.00E+00
2043.12   0.00E+00  0.00E+00  0.00E+00
2044.12   0.00E+00  0.00E+00  0.00E+00
2045.12   0.00E+00  0.00E+00  0.00E+00
2046.12   0.00E+00  0.00E+00  0.00E+00
2047.12   0.00E+00  0.00E+00  0.00E+00
2048.12   0.00E+00  0.00E+00  0.00E+00
2049.12   0.00E+00  0.00E+00  0.00E+00
2050.13   0.00E+00  0.00E+00  0.00E+00
2051.13   0.00E+00  0.00E+00  0.00E+00
2052.13   0.00E+00  0.00E+00  0.00E+00
2053.13   0.00E+00  0.00E+00  0.00E+00
2054.13   0.00E+00  0.00E+00  0.00E+00
2055.13   0.00E+00  0.00E+00  0.00E+00
2056.13   0.00E+00  0.00E+00  0.00E+00
2057.13   0.00E+00  0.00E+00  0.00E+00
2058.13   0.00E+00  0.00E+00  0.00E+00
2059.13   0.00E+00  0.00E+00  0.00E+00
2060.13   0.00E+00  0.00E+00  0.00E+00
2061.13   0.00E+00  0.00E+00  0.00E+00
2062.13   0.00E+00  0.00E+00  0.00E+00
2063.13   0.00E+00  0.00E+00  0.00E+00
2064.13   0.00E+00  0.00E+00  0.00E+00
2065.13   0.00E+00  0.00E+00  0.00E+00
2066.13   0.00E+00  0.00E+00  0.00E+00
2067.13   0.00E+00  0.00E+00  0.00E+00
2068.13   0.00E+00  0.00E+00  0.00E+00
2069.13   0.00E+00  0.00E+00  0.00E+00
2070.13   0.00E+00  0.00E+00  0.00E+00
2071.13   0.00E+00  0.00E+00  0.00E+00
2072.13   0.00E+00  0.00E+00  0.00E+00
2073.13   0.00E+00  0.00E+00  0.00E+00
2074.13   0.00E+00  0.00E+00  0.00E+00
2075.13   0.00E+00  0.00E+00  0.00E+00
2076.13   0.00E+00  0.00E+00  0.00E+00
2077.13   0.00E+00  0.00E+00  0.00E+00
2078.13   0.00E+00  0.00E+00  0.00E+00
2079.13   0.00E+00  0.00E+00  0.00E+00
2080.13   0.00E+00  0.00E+00  0.00E+00
2081.13   0.00E+00  0.00E+00  0.00E+00
2082.13   0.00E+00  0.00E+00  0.00E+00
2083.13   0.00E+00  0.00E+00  0.00E+00
2084.13   0.00E+00  0.00E+00  0.00E+00
2085.13   0.00E+00  0.00E+00  0.00E+00
2086.13   0.00E+00  0.00E+00  0.00E+00
2087.13   0.00E+00  0.00E+00  0.00E+00
2088.13   0.00E+00  0.00E+00  0.00E+00
2089.13   0.00E+00  0.00E+00  0.00E+00
2090.13   0.00E+00  0.00E+00  0.00E+00
2091.13   0.00E+00  0.00E+00  0.00E+00
2092.13   0.00E+00  0.00E+00  0.00E+00
2093.13   0.00E+00  0.00E+00  0.00E+00
2094.13   0.00E+00  0.00E+00  0.00E+00
2095.13   0.00E+00  0.00E+00  0.00E+00
2096.13   0.00E+00  0.00E+00  0.00E+00
2097.13   0.00E+00  0.00E+00  0.00E+00
2098.13   0.00E+00  0.00E+00  0.00E+00
2099.13   0.00E+00  0.00E+00  0.00E+00
2100.13   0.00E+00  0.00E+00  0.00E+00
2101.13   0.00E+00  0.00E+00  0.00E+00
2102.13   0.00E+00  0.00E+00  0.00E+00
2103.13   0.00E+00  0.00E+00  0.00E+00
2104.13   0.00E+00  0.00E+00  0.00E+00
2105.13   0.00E+00  0.00E+00  0.00E+00
2106.13   0.00E+00  0.00E+00  0.00E+00
2107.13   0.00E+00  0.00E+00  0.00E+00
2108.13   0.00E+00  0.00E+00  0.00E+00
2109.13   0.00E+00  0.00E+00  0.00E+00
2110.13   0.00E+00  0.00E+00  0.00E+00
2111.13   0.00E+00  0.00E+00  0.00E+00
2112.13   0.00E+00  0.00E+00  0.00E+00
2113.13   0.00E+00  0.00E+00  0.00E+00
2114.13   0.00E+00  0.00E+00  0.00E+00
2115.13   0.00E+00  0.00E+00  0.00E+00
2116.13   0.00E+00  0.00E+00  0.00E+00
2117.13   0.00E+00  0.00E+00  0.00E+00
2118.14   0.00E+00  0.00E+00  0.00E+00
2119.14   0.00E+00  0.00E+00  0.00E+00
2120.14   0.00E+00  0.00E+00  0.00E+00
2121.14   0.00E+00  0.00E+00  0.00E+00
2122.14   0.00E+00  0.00E+00  0.00E+00
2123.14   0.00E+00  0.00E+00  0.00E+00
2124.14   0.00E+00  0.00E+00  0.00E+00
2125.14   0.00E+00  0.00E+00  0.00E+00
2126.14   0.00E+00  0.00E+00  0.00E+00
2127.14   0.00E+00  0.00E+00  0.00E+00
2128.14   0.00E+00  0.00E+00  0.00E+00
2129.14   0.00E+00  0.00E+00  0.00E+00
2130.14   0.00E+00  0.00E+00  0.00E+00
2131.14   0.00E+00  0.00E+00  0.00E+00
2132.14   0.00E+00  0.00E+00  0.00E+00
2133.14   0.00E+00  0.00E+00  0.00E+00
2134.14   0.00E+00  0.00E+00  0.00E+00
2135.14   0.00E+00  0.00E+00  0.00E+00
2136.14   0.00E+00  0.00E+00  0.00E+00
2137.14   0.00E+00  0.00E+00  0.00E+00
2138.14   0.00E+00  0.00E+00  0.00E+00
2139.14   0.00E+00  0.00E+00  0.00E+00
2140.14   0.00E+00  0.00E+00  0.00E+00
2141.14   0.00E+00  0.00E+00  0.00E+00
2142.14   0.00E+00  0.00E+00  0.00E+00
2143.14   0.00E+00  0.00E+00  0.00E+00
2144.14   0.00E+00  0.00E+00  0.00E+00
2145.14   0.00E+00  0.00E+00  0.00E+00
2146.14   0.00E+00  0.00E+00  0.00E+00
2147.14   0.00E+00  0.00E+00  0.00E+00
2148.14   0.00E+00  0.00E+00  0.00E+00
2149.14   0.00E+00  0.00E+00  0.00E+00
2150.14   0.00E+00  0.00E+00  0.00E+00
2151.14   0.00E+00  0.00E+00  0.00E+00
2152.14   0.00E+00  0.00E+00  0.00E+00
2153.14   0.00E+00  0.00E+00  0.00E+00
2154.14   0.00E+00  0.00E+00  0.00E+00
2155.14   0.00E+00  0.00E+00  0.00E+00
2156.14   0.00E+00  0.00E+00  0.00E+00
2157.14   0.00E+00  0.00E+00  0.00E+00
2158.14   0.00E+00  0.00E+00  0.00E+00
2159.14   0.00E+00  0.00E+00  0.00E+00
2160.14   0.00E+00  0.00E+00  0.00E+00
2161.14   0.00E+00  0.00E+00  0.00E+00
2162.14   0.00E+00  0.00E+00  0.00E+00
2163.14   0.00E+00  0.00E+00  0.00E+00
2164.14   0.00E+00  0.00E+00  0.00E+00
2165.14   0.00E+00  0.00E+00  0.00E+00
2166.14   0.00E+00  0.00E+00  0.00E+00
2167.14   0.00E+00  0.00E+00  0.00E+00
2168.14   0.00E+00  0.00E+00  0.00E+00
2169.14   0.00E+00  0.00E+00  0.00E+00
2170.14   0.00E+00  0.00E+00  0.00E+00
2171.14   0.00E+00  0.00E+00  0.00E+00
2172.14   0.00E+00  0.00E+00  0.00E+00
2173.14   0.00E+00  0.00E+00  0.00E+00
2174.14   0.00E+00  0.00E+00  0.00E+00
2175.14   0.00E+00  0.00E+00  0.00E+00
2176.14   0.00E+00  0.00E+00  0.00E+00
2177.14   0.00E+00  0.00E+00  0.00E+00
2178.14   0.00E+00  0.00E+00  0.00E+00
2179.14   0.00E+00  0.00E+00  0.00E+00
2180.14   0.00E+00  0.00E+00  0.00E+00
2181.14   0.00E+00  0.00E+00  0.00E+00
2182.14   0.00E+00  0.00E+00  0.00E+00
2183.14   0.00E+00  0.00E+00  0.00E+00
2184.14   0.00E+00  0.00E+00  0.00E+00
2185.14   0.00E+00  0.00E+00  0.00E+00
2186.15   0.00E+00  0.00E+00  0.00E+00
2187.15   0.00E+00  0.00E+00  0.00E+00
2188.15   0.00E+00  0.00E+00  0.00E+00
2189.15   0.00E+00  0.00E+00  0.00E+00
2190.15   0.00E+00  0.00E+00  0.00E+00
2191.15   0.00E+00  0.00E+00  0.00E+00
2192.15   0.00E+00  0.00E+00  0.00E+00
2193.15   0.00E+00  0.00E+00  0.00E+00
2194.15   0.00E+00  0.00E+00  0.00E+00
2195.15   0.00E+00  0.00E+00  0.00E+00
2196.15   0.00E+00  0.00E+00  0.00E+00
2197.15   0.00E+00  0.00E+00  0.00E+00
2198.15   0.00E+00  0.00E+00  0.00E+00
2199.15   0.00E+00  0.00E+00  0.00E+00
2200.15   0.00E+00  0.00E+00  0.00E+00
2201.15   0.00E+00  0.00E+00  0.00E+00
2202.15   0.00E+00  0.00E+00  0.00E+00
2203.15   0.00E+00  0.00E+00  0.00E+00
2204.15   0.00E+00  0.00E+00  0.00E+00
2205.15   0.00E+00  0.00E+00  0.00E+00
2206.15   0.00E+00  0.00E+00  0.00E+00
2207.15   0.00E+00  0.00E+00  0.00E+00
2208.15   0.00E+00  0.00E+00  0.00E+00
2209.15   0.00E+00  0.00E+00  0.00E+00
2210.15   0.00E+00  0.00E+00  0.00E+00
2211.15   0.00E+00  0.00E+00  0.00E+00
2212.15   0.00E+00  0.00E+00  0.00E+00
2213.15   0.00E+00  0.00E+00  0.00E+00
2214.15   0.00E+00  0.00E+00  0.00E+00
2215.15   0.00E+00  0.00E+00  0.00E+00
2216.15   0.00E+00  0.00E+00  0.00E+00
2217.15   0.00E+00  0.00E+00  0.00E+00
2218.15   0.00E+00  0.00E+00  0.00E+00
2219.15   0.00E+00  0.00E+00  0.00E+00
2220.15   0.00E+00  0.00E+00  0.00E+00
2221.15   0.00E+00  0.00E+00  0.00E+00
2222.15   0.00E+00  0.00E+00  0.00E+00
2223.15   0.00E+00  0.00E+00  0.00E+00
2224.15   0.00E+00  0.00E+00  0.00E+00
2225.15   0.00E+00  0.00E+00  0.00E+00
2226.15   0.00E+00  0.00E+00  0.00E+00
2227.15   0.00E+00  0.00E+00  0.00E+00
2228.15   0.00E+00  0.00E+00  0.00E+00
2229.15   0.00E+00  0.00E+00  0.00E+00
2230.15   0.00E+00  0.00E+00  0.00E+00
2231.15   0.00E+00  0.00E+00  0.00E+00
2232.15   0.00E+00  0.00E+00  0.00E+00
2233.15   0.00E+00  0.00E+00  0.00E+00
2234.15   0.00E+00  0.00E+00  0.00E+00
2235.15   0.00E+00  0.00E+00  0.00E+00
2236.15   0.00E+00  0.00E+00  0.00E+00
2237.15   0.00E+00  0.00E+00  0.00E+00
2238.15   0.00E+00  0.00E+00  0.00E+00
2239.15   0.00E+00  0.00E+00  0.00E+00
2240.15   0.00E+00  0.00E+00  0.00E+00
2241.15   0.00E+00  0.00E+00  0.00E+00
2242.15   0.00E+00  0.00E+00  0.00E+00
2243.15   0.00E+00  0.00E+00  0.00E+00
2244.15   0.00E+00  0.00E+00  0.00E+00
2245.15   0.00E+00  0.00E+00  0.00E+00
2246.15   0.00E+00  0.00E+00  0.00E+00
2247.15   0.00E+00  0.00E+00  0.00E+00
2248.15   0.00E+00  0.00E+00  0.00E+00
2249.15   0.00E+00  0.00E+00  0.00E+00
2250.15   0.00E+00  0.00E+00  0.00E+00
2251.15   0.00E+00  0.00E+00  0.00E+00
2252.15   0.00E+00  0.00E+00  0.00E+00
2253.15   0.00E+00  0.00E+00  0.00E+00
2254.16   0.00E+00  0.00E+00  0.00E+00
2255.16   0.00E+00  0.00E+00  0.00E+00
2256.16   0.00E+00  0.00E+00  0.00E+00
2257.16   0.00E+00  0.00E+00  0.00E+00
2258.16   0.00E+00  0.00E+00  0.00E+00
2259.16   0.00E+00  0.00E+00  0.00E+00
2260.16   0.00E+00  0.00E+00  0.00E+00
2261.16   0.00E+00  0.00E+00  0.00E+00
2262.16   0.00E+00  0.00E+00  0.00E+00
2263.16   0.00E+00  0.00E+00  0.00E+00
2264.16   0.00E+00  0.00E+00  0.00E+00
2265.16   0.00E+00  0.00E+00  0.00E+00
2266.16   0.00E+00  0.00E+00  0.00E+00
2267.16   0.00E+00  0.00E+00  0.00E+00
