0 Branching ratio for NO2      Total        1 branches
Lambda        Total        NO/O
3441.33   4.07E-19  4.07E-19
3442.33   4.06E-19  4.06E-19
3443.33   4.03E-19  4.03E-19
3444.33   4.04E-19  4.04E-19
3445.33   4.07E-19  4.07E-19
3446.33   4.12E-19  4.12E-19
3447.33   4.16E-19  4.16E-19
3448.33   4.17E-19  4.17E-19
3449.33   4.19E-19  4.19E-19
3450.33   4.19E-19  4.19E-19
3451.33   4.22E-19  4.22E-19
3452.33   4.24E-19  4.24E-19
3453.33   4.24E-19  4.24E-19
3454.33   4.21E-19  4.21E-19
3455.33   4.17E-19  4.17E-19
3456.33   4.16E-19  4.16E-19
3457.33   4.19E-19  4.19E-19
3458.33   4.26E-19  4.26E-19
3459.33   4.34E-19  4.34E-19
3460.33   4.43E-19  4.43E-19
3461.33   4.49E-19  4.49E-19
3462.33   4.54E-19  4.54E-19
3463.33   4.56E-19  4.56E-19
3464.33   4.58E-19  4.58E-19
3465.33   4.61E-19  4.61E-19
3466.33   4.66E-19  4.66E-19
3467.33   4.68E-19  4.68E-19
3468.33   4.66E-19  4.66E-19
3469.33   4.63E-19  4.63E-19
3470.33   4.57E-19  4.57E-19
3471.33   4.50E-19  4.50E-19
3472.33   4.47E-19  4.47E-19
3473.33   4.42E-19  4.42E-19
3474.33   4.42E-19  4.42E-19
3475.33   4.40E-19  4.40E-19
3476.33   4.40E-19  4.40E-19
3477.33   4.42E-19  4.42E-19
3478.34   4.48E-19  4.48E-19
3479.34   4.58E-19  4.58E-19
3480.34   4.75E-19  4.75E-19
3481.34   5.05E-19  5.05E-19
3482.34   5.27E-19  5.27E-19
3483.34   5.42E-19  5.42E-19
3484.34   5.51E-19  5.51E-19
3485.34   5.46E-19  5.46E-19
3486.34   5.34E-19  5.34E-19
3487.34   5.22E-19  5.22E-19
3488.34   5.10E-19  5.10E-19
3489.34   4.98E-19  4.98E-19
3490.34   4.83E-19  4.83E-19
3491.34   4.66E-19  4.66E-19
3492.34   4.48E-19  4.48E-19
3493.34   4.33E-19  4.33E-19
3494.34   4.23E-19  4.23E-19
3495.34   4.18E-19  4.18E-19
3496.34   4.15E-19  4.15E-19
3497.34   4.13E-19  4.13E-19
3498.34   4.15E-19  4.15E-19
3499.34   4.16E-19  4.16E-19
3500.34   4.19E-19  4.19E-19
3501.34   4.24E-19  4.24E-19
3502.34   4.26E-19  4.26E-19
3503.34   4.33E-19  4.33E-19
3504.34   4.42E-19  4.42E-19
3505.34   4.52E-19  4.52E-19
3506.34   4.56E-19  4.56E-19
3507.34   4.59E-19  4.59E-19
3508.34   4.65E-19  4.65E-19
3509.34   4.69E-19  4.69E-19
3510.34   4.72E-19  4.72E-19
3511.34   4.77E-19  4.77E-19
3512.34   4.79E-19  4.79E-19
3513.34   4.76E-19  4.76E-19
3514.34   4.69E-19  4.69E-19
3515.34   4.61E-19  4.61E-19
3516.34   4.49E-19  4.49E-19
3517.34   4.39E-19  4.39E-19
3518.34   4.35E-19  4.35E-19
3519.34   4.37E-19  4.37E-19
3520.34   4.45E-19  4.45E-19
3521.34   4.56E-19  4.56E-19
3522.34   4.65E-19  4.65E-19
3523.34   4.65E-19  4.65E-19
3524.34   4.64E-19  4.64E-19
3525.34   4.57E-19  4.57E-19
3526.34   4.47E-19  4.47E-19
3527.34   4.36E-19  4.36E-19
3528.34   4.23E-19  4.23E-19
3529.34   4.14E-19  4.14E-19
3530.34   4.11E-19  4.11E-19
3531.34   4.13E-19  4.13E-19
3532.34   4.16E-19  4.16E-19
3533.34   4.22E-19  4.22E-19
3534.34   4.32E-19  4.32E-19
3535.34   4.41E-19  4.41E-19
3536.34   4.52E-19  4.52E-19
3537.34   4.66E-19  4.66E-19
3538.34   4.84E-19  4.84E-19
3539.34   4.96E-19  4.96E-19
3540.34   5.11E-19  5.11E-19
3541.34   5.29E-19  5.29E-19
3542.34   5.46E-19  5.46E-19
3543.34   5.59E-19  5.59E-19
3544.34   5.64E-19  5.64E-19
3545.34   5.65E-19  5.65E-19
3546.35   5.62E-19  5.62E-19
3547.35   5.57E-19  5.57E-19
3548.35   5.50E-19  5.50E-19
3549.35   5.40E-19  5.40E-19
3550.35   5.29E-19  5.29E-19
3551.35   5.17E-19  5.17E-19
3552.35   5.05E-19  5.05E-19
3553.35   4.95E-19  4.95E-19
3554.35   4.87E-19  4.87E-19
3555.35   4.80E-19  4.80E-19
3556.35   4.73E-19  4.73E-19
3557.35   4.66E-19  4.66E-19
3558.35   4.61E-19  4.61E-19
3559.35   4.60E-19  4.60E-19
3560.35   4.64E-19  4.64E-19
3561.35   4.70E-19  4.70E-19
3562.35   4.76E-19  4.76E-19
3563.35   4.83E-19  4.83E-19
3564.35   4.89E-19  4.89E-19
3565.35   4.98E-19  4.98E-19
3566.35   5.11E-19  5.11E-19
3567.35   5.25E-19  5.25E-19
3568.35   5.38E-19  5.38E-19
3569.35   5.51E-19  5.51E-19
3570.35   5.65E-19  5.65E-19
3571.35   5.75E-19  5.75E-19
3572.35   5.79E-19  5.79E-19
3573.35   5.75E-19  5.75E-19
3574.35   5.69E-19  5.69E-19
3575.35   5.67E-19  5.67E-19
3576.35   5.58E-19  5.58E-19
3577.35   5.46E-19  5.46E-19
3578.35   5.38E-19  5.38E-19
3579.35   5.36E-19  5.36E-19
3580.35   5.31E-19  5.31E-19
3581.35   5.23E-19  5.23E-19
3582.35   5.18E-19  5.18E-19
3583.35   5.14E-19  5.14E-19
3584.35   5.07E-19  5.07E-19
3585.35   5.01E-19  5.01E-19
3586.35   4.95E-19  4.95E-19
3587.35   4.90E-19  4.90E-19
3588.35   4.85E-19  4.85E-19
3589.35   4.77E-19  4.77E-19
3590.35   4.68E-19  4.68E-19
3591.35   4.68E-19  4.68E-19
3592.35   4.69E-19  4.69E-19
3593.35   4.72E-19  4.72E-19
3594.35   4.73E-19  4.73E-19
3595.35   4.72E-19  4.72E-19
3596.35   4.72E-19  4.72E-19
3597.35   4.73E-19  4.73E-19
3598.35   4.71E-19  4.71E-19
3599.35   4.69E-19  4.69E-19
3600.35   4.68E-19  4.68E-19
3601.35   4.74E-19  4.74E-19
3602.35   4.84E-19  4.84E-19
3603.35   4.93E-19  4.93E-19
3604.35   5.03E-19  5.03E-19
3605.35   5.10E-19  5.10E-19
3606.35   5.23E-19  5.23E-19
3607.35   5.35E-19  5.35E-19
3608.35   5.41E-19  5.41E-19
3609.35   5.47E-19  5.47E-19
3610.35   5.48E-19  5.48E-19
3611.35   5.48E-19  5.48E-19
3612.35   5.47E-19  5.47E-19
3613.35   5.40E-19  5.40E-19
3614.36   5.34E-19  5.34E-19
3615.36   5.27E-19  5.27E-19
3616.36   5.20E-19  5.20E-19
3617.36   5.16E-19  5.16E-19
3618.36   5.13E-19  5.13E-19
3619.36   5.12E-19  5.12E-19
3620.36   5.15E-19  5.15E-19
3621.36   5.17E-19  5.17E-19
3622.36   5.23E-19  5.23E-19
3623.36   5.25E-19  5.25E-19
3624.36   5.26E-19  5.26E-19
3625.36   5.30E-19  5.30E-19
3626.36   5.30E-19  5.30E-19
3627.36   5.26E-19  5.26E-19
3628.36   5.28E-19  5.28E-19
3629.36   5.30E-19  5.30E-19
3630.36   5.31E-19  5.31E-19
3631.36   5.27E-19  5.27E-19
3632.36   5.23E-19  5.23E-19
3633.36   5.24E-19  5.24E-19
3634.36   5.22E-19  5.22E-19
3635.36   5.15E-19  5.15E-19
3636.36   5.08E-19  5.08E-19
3637.36   5.01E-19  5.01E-19
3638.36   4.96E-19  4.96E-19
3639.36   4.99E-19  4.99E-19
3640.36   5.06E-19  5.06E-19
3641.36   5.17E-19  5.17E-19
3642.36   5.26E-19  5.26E-19
3643.36   5.35E-19  5.35E-19
3644.36   5.42E-19  5.42E-19
3645.36   5.48E-19  5.48E-19
3646.36   5.62E-19  5.62E-19
3647.36   5.72E-19  5.72E-19
3648.36   5.78E-19  5.78E-19
3649.36   5.82E-19  5.82E-19
3650.36   5.95E-19  5.95E-19
3651.36   6.07E-19  6.07E-19
3652.36   6.20E-19  6.20E-19
3653.36   6.27E-19  6.27E-19
3654.36   6.21E-19  6.21E-19
3655.36   6.17E-19  6.17E-19
3656.36   6.17E-19  6.17E-19
3657.36   6.05E-19  6.05E-19
3658.36   5.94E-19  5.94E-19
3659.36   5.84E-19  5.84E-19
3660.36   5.72E-19  5.72E-19
3661.36   5.57E-19  5.57E-19
3662.36   5.40E-19  5.40E-19
3663.36   5.28E-19  5.28E-19
3664.36   5.19E-19  5.19E-19
3665.36   5.15E-19  5.15E-19
3666.36   5.14E-19  5.14E-19
3667.36   5.15E-19  5.15E-19
3668.36   5.18E-19  5.18E-19
3669.36   5.30E-19  5.30E-19
3670.36   5.38E-19  5.38E-19
3671.36   5.47E-19  5.47E-19
3672.36   5.59E-19  5.59E-19
3673.36   5.72E-19  5.72E-19
3674.36   5.76E-19  5.76E-19
3675.36   5.74E-19  5.74E-19
3676.36   5.70E-19  5.70E-19
3677.36   5.67E-19  5.67E-19
3678.36   5.66E-19  5.66E-19
3679.36   5.68E-19  5.68E-19
3680.36   5.66E-19  5.66E-19
3681.36   5.62E-19  5.62E-19
3682.37   5.57E-19  5.57E-19
3683.37   5.51E-19  5.51E-19
3684.37   5.50E-19  5.50E-19
3685.37   5.50E-19  5.50E-19
3686.37   5.45E-19  5.45E-19
3687.37   5.35E-19  5.35E-19
3688.37   5.35E-19  5.35E-19
3689.37   5.40E-19  5.40E-19
3690.37   5.41E-19  5.41E-19
3691.37   5.48E-19  5.48E-19
3692.37   5.57E-19  5.57E-19
3693.37   5.58E-19  5.58E-19
3694.37   5.54E-19  5.54E-19
3695.37   5.54E-19  5.54E-19
3696.37   5.51E-19  5.51E-19
3697.37   5.49E-19  5.49E-19
3698.37   5.44E-19  5.44E-19
3699.37   5.50E-19  5.50E-19
3700.37   5.60E-19  5.60E-19
3701.37   5.60E-19  5.60E-19
3702.37   5.57E-19  5.57E-19
3703.37   5.53E-19  5.53E-19
3704.37   5.49E-19  5.49E-19
3705.37   5.40E-19  5.40E-19
3706.37   5.32E-19  5.32E-19
3707.37   5.22E-19  5.22E-19
3708.37   5.12E-19  5.12E-19
3709.37   5.13E-19  5.13E-19
3710.37   5.21E-19  5.21E-19
3711.37   5.38E-19  5.38E-19
3712.37   5.40E-19  5.40E-19
3713.37   5.44E-19  5.44E-19
3714.37   5.55E-19  5.55E-19
3715.37   5.69E-19  5.69E-19
3716.37   5.86E-19  5.86E-19
3717.37   6.02E-19  6.02E-19
3718.37   6.10E-19  6.10E-19
3719.37   6.22E-19  6.22E-19
3720.37   6.31E-19  6.31E-19
3721.37   6.26E-19  6.26E-19
3722.37   6.20E-19  6.20E-19
3723.37   6.25E-19  6.25E-19
3724.37   6.27E-19  6.27E-19
3725.37   6.25E-19  6.25E-19
3726.37   6.21E-19  6.21E-19
3727.37   6.11E-19  6.11E-19
3728.37   5.98E-19  5.98E-19
3729.37   5.86E-19  5.86E-19
3730.37   5.76E-19  5.76E-19
3731.37   5.71E-19  5.71E-19
3732.37   5.65E-19  5.65E-19
3733.37   5.63E-19  5.63E-19
3734.37   5.57E-19  5.57E-19
3735.37   5.49E-19  5.49E-19
3736.37   5.50E-19  5.50E-19
3737.37   5.53E-19  5.53E-19
3738.37   5.64E-19  5.64E-19
3739.37   5.73E-19  5.73E-19
3740.37   5.70E-19  5.70E-19
3741.37   5.63E-19  5.63E-19
3742.37   5.62E-19  5.62E-19
3743.37   5.52E-19  5.52E-19
3744.37   5.36E-19  5.36E-19
3745.37   5.30E-19  5.30E-19
3746.37   5.29E-19  5.29E-19
3747.37   5.29E-19  5.29E-19
3748.37   5.34E-19  5.34E-19
3749.37   5.39E-19  5.39E-19
3750.38   5.49E-19  5.49E-19
3751.38   5.69E-19  5.69E-19
3752.38   5.85E-19  5.85E-19
3753.38   5.98E-19  5.98E-19
3754.38   6.05E-19  6.05E-19
3755.38   6.11E-19  6.11E-19
3756.38   6.13E-19  6.13E-19
3757.38   6.19E-19  6.19E-19
3758.38   6.18E-19  6.18E-19
3759.38   6.12E-19  6.12E-19
3760.38   6.35E-19  6.35E-19
3761.38   6.57E-19  6.57E-19
3762.38   6.76E-19  6.76E-19
3763.38   6.84E-19  6.84E-19
3764.38   6.79E-19  6.79E-19
3765.38   6.67E-19  6.67E-19
3766.38   6.58E-19  6.58E-19
3767.38   6.51E-19  6.51E-19
3768.38   6.37E-19  6.37E-19
3769.38   6.12E-19  6.12E-19
3770.38   5.97E-19  5.97E-19
3771.38   5.88E-19  5.88E-19
3772.38   5.76E-19  5.76E-19
3773.38   5.62E-19  5.62E-19
3774.38   5.45E-19  5.45E-19
3775.38   5.40E-19  5.40E-19
3776.38   5.42E-19  5.42E-19
3777.38   5.38E-19  5.38E-19
3778.38   5.39E-19  5.39E-19
3779.38   5.54E-19  5.54E-19
3780.38   5.49E-19  5.49E-19
3781.38   5.40E-19  5.40E-19
3782.38   5.31E-19  5.31E-19
3783.38   5.33E-19  5.33E-19
3784.38   5.41E-19  5.41E-19
3785.38   5.45E-19  5.45E-19
3786.38   5.42E-19  5.42E-19
3787.38   5.49E-19  5.49E-19
3788.38   5.52E-19  5.52E-19
3789.38   5.57E-19  5.57E-19
3790.38   5.65E-19  5.65E-19
3791.38   5.70E-19  5.70E-19
3792.38   5.79E-19  5.79E-19
3793.38   5.95E-19  5.95E-19
3794.38   6.11E-19  6.11E-19
3795.38   6.34E-19  6.34E-19
3796.38   6.53E-19  6.53E-19
3797.38   6.60E-19  6.60E-19
3798.38   6.61E-19  6.61E-19
3799.38   6.61E-19  6.61E-19
3800.38   6.53E-19  6.53E-19
3801.38   6.38E-19  6.38E-19
3802.38   6.38E-19  6.38E-19
3803.38   6.35E-19  6.35E-19
3804.38   6.32E-19  6.32E-19
3805.38   6.33E-19  6.33E-19
3806.38   6.35E-19  6.35E-19
3807.38   6.36E-19  6.36E-19
3808.38   6.28E-19  6.28E-19
3809.38   6.16E-19  6.16E-19
3810.38   6.10E-19  6.10E-19
3811.38   6.08E-19  6.08E-19
3812.38   6.05E-19  6.05E-19
3813.38   6.01E-19  6.01E-19
3814.38   5.98E-19  5.98E-19
3815.38   5.96E-19  5.96E-19
3816.38   6.01E-19  6.01E-19
3817.38   6.09E-19  6.09E-19
3818.39   6.03E-19  6.03E-19
3819.39   5.94E-19  5.94E-19
3820.39   5.96E-19  5.96E-19
3821.39   6.06E-19  6.06E-19
3822.39   6.03E-19  6.03E-19
3823.39   5.84E-19  5.84E-19
3824.39   5.62E-19  5.62E-19
3825.39   5.56E-19  5.56E-19
3826.39   5.52E-19  5.52E-19
3827.39   5.65E-19  5.65E-19
3828.39   5.70E-19  5.70E-19
3829.39   5.64E-19  5.64E-19
3830.39   5.64E-19  5.64E-19
3831.39   5.64E-19  5.64E-19
3832.39   5.84E-19  5.84E-19
3833.39   5.85E-19  5.85E-19
3834.39   5.85E-19  5.85E-19
3835.39   5.79E-19  5.79E-19
3836.39   5.81E-19  5.81E-19
3837.39   5.99E-19  5.99E-19
3838.39   6.08E-19  6.08E-19
3839.39   6.22E-19  6.22E-19
3840.39   6.24E-19  6.24E-19
3841.39   6.07E-19  6.07E-19
3842.39   6.03E-19  6.03E-19
3843.39   6.06E-19  6.06E-19
3844.39   6.29E-19  6.29E-19
3845.39   6.35E-19  6.35E-19
3846.39   6.33E-19  6.33E-19
3847.39   6.47E-19  6.47E-19
3848.39   6.60E-19  6.60E-19
3849.39   6.45E-19  6.45E-19
3850.39   6.33E-19  6.33E-19
3851.39   6.13E-19  6.13E-19
3852.39   6.04E-19  6.04E-19
3853.39   6.12E-19  6.12E-19
3854.39   6.11E-19  6.11E-19
3855.39   6.03E-19  6.03E-19
3856.39   6.25E-19  6.25E-19
3857.39   6.50E-19  6.50E-19
3858.39   6.30E-19  6.30E-19
3859.39   6.17E-19  6.17E-19
3860.39   5.95E-19  5.95E-19
3861.39   5.86E-19  5.86E-19
3862.39   5.78E-19  5.78E-19
3863.39   5.67E-19  5.67E-19
3864.39   5.62E-19  5.62E-19
3865.39   5.62E-19  5.62E-19
3866.39   5.66E-19  5.66E-19
3867.39   5.74E-19  5.74E-19
3868.39   5.88E-19  5.88E-19
3869.39   5.99E-19  5.99E-19
3870.39   6.04E-19  6.04E-19
3871.39   6.10E-19  6.10E-19
3872.39   6.14E-19  6.14E-19
3873.39   6.18E-19  6.18E-19
3874.39   6.24E-19  6.24E-19
3875.39   6.26E-19  6.26E-19
3876.39   6.20E-19  6.20E-19
3877.39   6.24E-19  6.24E-19
3878.39   6.32E-19  6.32E-19
3879.39   6.34E-19  6.34E-19
3880.39   6.24E-19  6.24E-19
3881.39   6.18E-19  6.18E-19
3882.39   6.14E-19  6.14E-19
3883.39   6.04E-19  6.04E-19
3884.39   5.99E-19  5.99E-19
3885.39   6.01E-19  6.01E-19
3886.40   5.98E-19  5.98E-19
3887.40   6.09E-19  6.09E-19
3888.40   6.09E-19  6.09E-19
3889.40   6.24E-19  6.24E-19
3890.40   6.38E-19  6.38E-19
3891.40   6.52E-19  6.52E-19
3892.40   6.57E-19  6.57E-19
3893.40   6.43E-19  6.43E-19
3894.40   6.47E-19  6.47E-19
3895.40   6.33E-19  6.33E-19
3896.40   6.16E-19  6.16E-19
3897.40   6.10E-19  6.10E-19
3898.40   6.13E-19  6.13E-19
3899.40   6.27E-19  6.27E-19
3900.40   6.28E-19  6.28E-19
3901.40   6.25E-19  6.25E-19
3902.40   6.33E-19  6.33E-19
3903.40   6.44E-19  6.44E-19
3904.40   6.34E-19  6.34E-19
3905.40   6.26E-19  6.26E-19
3906.40   6.15E-19  6.15E-19
3907.40   6.17E-19  6.17E-19
3908.40   6.05E-19  6.05E-19
3909.40   6.06E-19  6.06E-19
3910.40   6.15E-19  6.15E-19
3911.40   6.22E-19  6.22E-19
3912.40   6.21E-19  6.21E-19
3913.40   6.19E-19  6.19E-19
3914.40   6.09E-19  6.09E-19
3915.40   6.42E-19  6.42E-19
3916.40   6.62E-19  6.62E-19
3917.40   6.85E-19  6.85E-19
3918.40   7.09E-19  7.09E-19
3919.40   6.92E-19  6.92E-19
3920.40   6.56E-19  6.56E-19
3921.40   6.38E-19  6.38E-19
3922.40   6.30E-19  6.30E-19
3923.40   6.37E-19  6.37E-19
3924.40   6.30E-19  6.30E-19
3925.40   6.32E-19  6.32E-19
3926.40   6.33E-19  6.33E-19
3927.40   6.33E-19  6.33E-19
3928.40   6.33E-19  6.33E-19
3929.40   6.10E-19  6.10E-19
3930.40   5.88E-19  5.88E-19
3931.40   5.64E-19  5.64E-19
3932.40   5.62E-19  5.62E-19
3933.40   5.51E-19  5.51E-19
3934.40   5.59E-19  5.59E-19
3935.40   5.76E-19  5.76E-19
3936.40   5.80E-19  5.80E-19
3937.40   5.86E-19  5.86E-19
3938.40   5.81E-19  5.81E-19
3939.40   5.76E-19  5.76E-19
3940.40   5.82E-19  5.82E-19
3941.40   5.77E-19  5.77E-19
3942.40   5.62E-19  5.62E-19
3943.40   5.64E-19  5.64E-19
3944.40   5.65E-19  5.65E-19
3945.40   5.63E-19  5.63E-19
3946.40   5.64E-19  5.64E-19
3947.40   5.56E-19  5.56E-19
3948.40   5.81E-19  5.81E-19
3949.40   5.97E-19  5.97E-19
3950.40   5.98E-19  5.98E-19
3951.40   6.06E-19  6.06E-19
3952.40   6.27E-19  6.27E-19
3953.40   6.45E-19  6.45E-19
3954.41   6.71E-19  6.71E-19
3955.41   6.64E-19  6.64E-19
3956.41   6.48E-19  6.48E-19
3957.41   6.59E-19  6.59E-19
3958.41   6.67E-19  6.67E-19
3959.41   6.80E-19  6.80E-19
3960.41   6.46E-19  6.46E-19
3961.41   6.38E-19  6.38E-19
3962.41   6.14E-19  6.14E-19
3963.41   6.14E-19  6.14E-19
3964.41   5.91E-19  5.91E-19
3965.41   5.81E-19  5.81E-19
3966.41   5.79E-19  5.79E-19
3967.41   5.65E-19  5.65E-19
3968.41   5.72E-19  5.72E-19
3969.41   5.70E-19  5.70E-19
3970.41   5.72E-19  5.72E-19
3971.41   5.83E-19  5.83E-19
3972.41   5.67E-19  5.67E-19
3973.41   5.66E-19  5.66E-19
3974.41   5.62E-19  5.62E-19
3975.41   5.72E-19  5.72E-19
3976.41   6.05E-19  6.05E-19
3977.41   6.20E-19  6.20E-19
3978.41   6.33E-19  6.33E-19
3979.41   6.66E-19  6.66E-19
3980.41   6.76E-19  6.74E-19
3981.41   6.72E-19  6.67E-19
3982.41   6.86E-19  6.78E-19
3983.41   6.86E-19  6.74E-19
3984.41   7.20E-19  7.04E-19
3985.41   7.13E-19  6.94E-19
3986.41   6.76E-19  6.54E-19
3987.41   6.60E-19  6.35E-19
3988.41   6.31E-19  6.05E-19
3989.41   5.99E-19  5.70E-19
3990.41   5.85E-19  5.54E-19
3991.41   5.78E-19  5.44E-19
3992.41   5.73E-19  5.35E-19
3993.41   5.72E-19  5.30E-19
3994.41   5.99E-19  5.51E-19
3995.41   6.06E-19  5.53E-19
3996.41   6.20E-19  5.61E-19
3997.41   6.34E-19  5.70E-19
3998.41   6.60E-19  5.88E-19
3999.41   6.78E-19  5.99E-19
4000.41   7.10E-19  6.21E-19
4001.41   7.08E-19  6.10E-19
4002.41   7.08E-19  6.01E-19
4003.41   6.73E-19  5.62E-19
4004.41   6.86E-19  5.64E-19
4005.41   7.05E-19  5.71E-19
4006.41   6.76E-19  5.39E-19
4007.41   6.70E-19  5.25E-19
4008.41   6.77E-19  5.22E-19
4009.41   6.71E-19  5.09E-19
4010.41   6.58E-19  4.90E-19
4011.41   6.88E-19  5.03E-19
4012.41   6.62E-19  4.76E-19
4013.41   6.55E-19  4.62E-19
4014.41   6.45E-19  4.47E-19
4015.41   6.39E-19  4.34E-19
4016.41   6.38E-19  4.25E-19
4017.41   6.29E-19  4.11E-19
4018.41   6.22E-19  3.98E-19
4019.41   6.06E-19  3.80E-19
4020.41   5.99E-19  3.69E-19
4021.41   5.87E-19  3.57E-19
4022.42   5.71E-19  3.41E-19
4023.42   5.75E-19  3.39E-19
4024.42   5.64E-19  3.27E-19
4025.42   5.64E-19  3.22E-19
4026.42   5.57E-19  3.13E-19
4027.42   5.34E-19  2.96E-19
4028.42   5.58E-19  3.04E-19
4029.42   5.62E-19  3.01E-19
4030.42   5.64E-19  2.97E-19
4031.42   5.41E-19  2.80E-19
4032.42   5.55E-19  2.82E-19
4033.42   5.44E-19  2.72E-19
4034.42   5.73E-19  2.81E-19
4035.42   5.72E-19  2.75E-19
4036.42   5.63E-19  2.66E-19
4037.42   5.88E-19  2.72E-19
4038.42   6.25E-19  2.84E-19
4039.42   6.33E-19  2.82E-19
4040.42   6.35E-19  2.78E-19
4041.42   6.32E-19  2.72E-19
4042.42   6.11E-19  2.58E-19
4043.42   5.98E-19  2.49E-19
4044.42   5.98E-19  2.45E-19
4045.42   5.97E-19  2.40E-19
4046.42   5.81E-19  2.30E-19
4047.42   6.12E-19  2.37E-19
4048.42   6.66E-19  2.54E-19
4049.42   6.69E-19  2.50E-19
4050.42   6.28E-19  2.31E-19
4051.42   6.92E-19  2.49E-19
4052.42   7.29E-19  2.57E-19
4053.42   6.88E-19  2.38E-19
4054.42   6.60E-19  2.24E-19
4055.42   6.14E-19  2.04E-19
4056.42   6.12E-19  1.99E-19
4057.42   5.69E-19  1.81E-19
4058.42   5.75E-19  1.79E-19
4059.42   5.70E-19  1.73E-19
4060.42   5.82E-19  1.74E-19
4061.42   5.77E-19  1.70E-19
4062.42   5.99E-19  1.74E-19
4063.42   5.94E-19  1.70E-19
4064.42   5.58E-19  1.58E-19
4065.42   5.50E-19  1.53E-19
4066.42   5.18E-19  1.42E-19
4067.42   5.03E-19  1.36E-19
4068.42   5.16E-19  1.38E-19
4069.42   4.97E-19  1.30E-19
4070.42   5.11E-19  1.32E-19
4071.42   4.94E-19  1.26E-19
4072.42   5.08E-19  1.27E-19
4073.42   5.03E-19  1.24E-19
4074.42   5.18E-19  1.25E-19
4075.42   5.27E-19  1.26E-19
4076.42   5.47E-19  1.28E-19
4077.42   5.84E-19  1.34E-19
4078.42   5.86E-19  1.33E-19
4079.42   6.52E-19  1.45E-19
4080.42   6.22E-19  1.36E-19
4081.42   6.51E-19  1.40E-19
4082.42   6.76E-19  1.42E-19
4083.42   7.16E-19  1.48E-19
4084.42   7.53E-19  1.52E-19
4085.42   7.38E-19  1.46E-19
4086.42   7.00E-19  1.36E-19
4087.42   6.85E-19  1.30E-19
4088.42   6.60E-19  1.23E-19
4089.42   6.52E-19  1.19E-19
4090.43   6.61E-19  1.18E-19
4091.43   6.10E-19  1.07E-19
4092.43   6.21E-19  1.07E-19
4093.43   6.41E-19  1.09E-19
4094.43   6.67E-19  1.11E-19
4095.43   6.56E-19  1.07E-19
4096.43   6.73E-19  1.08E-19
4097.43   6.20E-19  9.78E-20
4098.43   5.91E-19  9.14E-20
4099.43   6.03E-19  9.14E-20
4100.43   6.09E-19  9.08E-20
4101.43   6.11E-19  8.99E-20
4102.43   6.89E-19  1.00E-19
4103.43   7.33E-19  1.05E-19
4104.43   6.86E-19  9.68E-20
4105.43   7.14E-19  9.94E-20
4106.43   6.97E-19  9.55E-20
4107.43   6.51E-19  8.80E-20
4108.43   6.70E-19  8.92E-20
4109.43   6.40E-19  8.40E-20
4110.43   6.15E-19  7.94E-20
4111.43   6.00E-19  7.63E-20
4112.43   5.84E-19  7.30E-20
4113.43   5.66E-19  6.98E-20
4114.43   5.48E-19  6.64E-20
4115.43   5.36E-19  6.39E-20
4116.43   5.31E-19  6.22E-20
4117.43   5.68E-19  6.54E-20
4118.43   5.37E-19  6.08E-20
4119.43   5.58E-19  6.20E-20
4120.43   5.52E-19  6.03E-20
4121.43   5.44E-19  5.83E-20
4122.43   5.48E-19  5.76E-20
4123.43   5.28E-19  5.45E-20
4124.43   5.64E-19  5.70E-20
4125.43   6.00E-19  5.95E-20
4126.43   6.15E-19  5.97E-20
4127.43   6.36E-19  6.06E-20
4128.43   6.39E-19  5.95E-20
4129.43   6.34E-19  5.78E-20
4130.43   7.11E-19  6.37E-20
4131.43   7.23E-19  6.40E-20
4132.43   7.20E-19  6.31E-20
4133.43   7.78E-19  6.73E-20
4134.43   7.93E-19  6.79E-20
4135.43   7.93E-19  6.71E-20
4136.43   7.81E-19  6.53E-20
4137.43   7.12E-19  5.87E-20
4138.43   6.81E-19  5.56E-20
4139.43   6.39E-19  5.15E-20
4140.43   6.04E-19  4.78E-20
4141.43   5.79E-19  4.47E-20
4142.43   5.73E-19  4.30E-20
4143.43   5.43E-19  3.97E-20
4144.43   5.84E-19  4.15E-20
4145.43   5.97E-19  4.13E-20
4146.43   6.00E-19  4.03E-20
4147.43   6.00E-19  3.91E-20
4148.43   6.21E-19  3.92E-20
4149.43   5.91E-19  3.61E-20
4150.43   6.28E-19  3.74E-20
4151.43   6.12E-19  3.58E-20
4152.43   6.17E-19  3.55E-20
4153.43   5.59E-19  3.16E-20
4154.43   5.43E-19  3.02E-20
4155.43   5.15E-19  2.81E-20
4156.43   5.00E-19  2.68E-20
4157.43   4.85E-19  2.55E-20
4158.44   5.06E-19  2.61E-20
4159.44   5.25E-19  2.66E-20
4160.44   4.96E-19  2.46E-20
4161.44   5.00E-19  2.43E-20
4162.44   5.16E-19  2.45E-20
4163.44   4.98E-19  2.32E-20
4164.44   5.02E-19  2.29E-20
4165.44   5.14E-19  2.29E-20
4166.44   5.32E-19  2.32E-20
4167.44   5.04E-19  2.14E-20
4168.44   4.99E-19  2.08E-20
4169.44   5.11E-19  2.07E-20
4170.44   5.35E-19  2.12E-20
4171.44   5.31E-19  2.05E-20
4172.44   5.90E-19  2.21E-20
4173.44   5.65E-19  2.07E-20
4174.44   5.57E-19  1.98E-20
4175.44   5.38E-19  1.86E-20
