0 Branching ratio for NO2      Total        1 branches
Lambda        Total        NO/O
4595.50   4.04E-19  0.00E+00
4596.50   4.20E-19  0.00E+00
4597.50   4.10E-19  0.00E+00
4598.50   4.38E-19  0.00E+00
4599.50   4.34E-19  0.00E+00
4600.50   4.55E-19  0.00E+00
4601.50   4.62E-19  0.00E+00
4602.50   4.64E-19  0.00E+00
4603.50   4.95E-19  0.00E+00
4604.50   5.46E-19  0.00E+00
4605.50   4.90E-19  0.00E+00
4606.50   4.76E-19  0.00E+00
4607.50   4.62E-19  0.00E+00
4608.50   4.74E-19  0.00E+00
4609.50   4.21E-19  0.00E+00
4610.50   4.17E-19  0.00E+00
4611.50   4.49E-19  0.00E+00
4612.50   4.37E-19  0.00E+00
4613.50   4.07E-19  0.00E+00
4614.50   3.98E-19  0.00E+00
4615.50   3.97E-19  0.00E+00
4616.50   3.92E-19  0.00E+00
4617.50   3.66E-19  0.00E+00
4618.50   3.68E-19  0.00E+00
4619.50   3.58E-19  0.00E+00
4620.50   3.75E-19  0.00E+00
4621.50   3.70E-19  0.00E+00
4622.50   3.71E-19  0.00E+00
4623.50   3.70E-19  0.00E+00
4624.50   3.89E-19  0.00E+00
4625.50   4.01E-19  0.00E+00
4626.50   4.50E-19  0.00E+00
4627.50   4.89E-19  0.00E+00
4628.50   5.47E-19  0.00E+00
4629.50   6.11E-19  0.00E+00
4630.50   5.53E-19  0.00E+00
4631.50   5.40E-19  0.00E+00
4632.50   5.58E-19  0.00E+00
4633.50   5.71E-19  0.00E+00
4634.51   5.56E-19  0.00E+00
4635.51   5.37E-19  0.00E+00
4636.51   4.92E-19  0.00E+00
4637.51   4.64E-19  0.00E+00
4638.51   4.48E-19  0.00E+00
4639.51   4.57E-19  0.00E+00
4640.51   4.43E-19  0.00E+00
4641.51   4.22E-19  0.00E+00
4642.51   4.28E-19  0.00E+00
4643.51   4.59E-19  0.00E+00
4644.51   4.36E-19  0.00E+00
4645.51   4.15E-19  0.00E+00
4646.51   4.10E-19  0.00E+00
4647.51   3.87E-19  0.00E+00
4648.51   3.87E-19  0.00E+00
4649.51   3.81E-19  0.00E+00
4650.51   3.69E-19  0.00E+00
4651.51   3.52E-19  0.00E+00
4652.51   3.46E-19  0.00E+00
4653.51   3.19E-19  0.00E+00
4654.51   2.95E-19  0.00E+00
4655.51   2.87E-19  0.00E+00
4656.51   2.93E-19  0.00E+00
4657.51   2.83E-19  0.00E+00
4658.51   2.71E-19  0.00E+00
4659.51   2.86E-19  0.00E+00
4660.51   2.87E-19  0.00E+00
4661.51   3.03E-19  0.00E+00
4662.51   3.36E-19  0.00E+00
4663.51   3.45E-19  0.00E+00
4664.51   3.51E-19  0.00E+00
4665.51   3.67E-19  0.00E+00
4666.51   4.28E-19  0.00E+00
4667.51   4.01E-19  0.00E+00
4668.51   4.38E-19  0.00E+00
4669.51   4.53E-19  0.00E+00
4670.51   4.28E-19  0.00E+00
4671.51   4.30E-19  0.00E+00
4672.51   4.14E-19  0.00E+00
4673.51   3.94E-19  0.00E+00
4674.51   4.06E-19  0.00E+00
4675.51   3.93E-19  0.00E+00
4676.51   3.77E-19  0.00E+00
4677.51   4.33E-19  0.00E+00
4678.51   4.20E-19  0.00E+00
4679.51   4.00E-19  0.00E+00
4680.51   4.38E-19  0.00E+00
4681.51   3.79E-19  0.00E+00
4682.51   3.42E-19  0.00E+00
4683.51   3.24E-19  0.00E+00
4684.51   3.61E-19  0.00E+00
4685.51   3.43E-19  0.00E+00
4686.51   3.30E-19  0.00E+00
4687.51   3.48E-19  0.00E+00
4688.51   3.47E-19  0.00E+00
4689.51   3.32E-19  0.00E+00
4690.51   3.27E-19  0.00E+00
4691.51   3.24E-19  0.00E+00
4692.51   3.14E-19  0.00E+00
4693.51   3.37E-19  0.00E+00
4694.51   3.00E-19  0.00E+00
4695.51   2.92E-19  0.00E+00
4696.51   2.93E-19  0.00E+00
4697.51   2.90E-19  0.00E+00
4698.51   3.15E-19  0.00E+00
4699.51   3.26E-19  0.00E+00
4700.51   3.38E-19  0.00E+00
4701.51   3.19E-19  0.00E+00
4702.52   3.26E-19  0.00E+00
4703.52   3.62E-19  0.00E+00
4704.52   3.43E-19  0.00E+00
4705.52   3.27E-19  0.00E+00
4706.52   3.25E-19  0.00E+00
4707.52   3.09E-19  0.00E+00
4708.52   2.94E-19  0.00E+00
4709.52   3.20E-19  0.00E+00
4710.52   3.19E-19  0.00E+00
4711.52   2.82E-19  0.00E+00
4712.52   3.00E-19  0.00E+00
4713.52   3.18E-19  0.00E+00
4714.52   3.04E-19  0.00E+00
4715.52   3.12E-19  0.00E+00
4716.52   3.34E-19  0.00E+00
4717.52   3.37E-19  0.00E+00
4718.52   3.63E-19  0.00E+00
4719.52   3.34E-19  0.00E+00
4720.52   3.35E-19  0.00E+00
4721.52   3.29E-19  0.00E+00
4722.52   3.37E-19  0.00E+00
4723.52   3.20E-19  0.00E+00
4724.52   3.05E-19  0.00E+00
4725.52   3.05E-19  0.00E+00
4726.52   3.25E-19  0.00E+00
4727.52   3.49E-19  0.00E+00
4728.52   3.21E-19  0.00E+00
4729.52   3.22E-19  0.00E+00
4730.52   3.28E-19  0.00E+00
4731.52   3.41E-19  0.00E+00
4732.52   3.56E-19  0.00E+00
4733.52   3.77E-19  0.00E+00
4734.52   3.77E-19  0.00E+00
4735.52   4.74E-19  0.00E+00
4736.52   4.48E-19  0.00E+00
4737.52   4.86E-19  0.00E+00
4738.52   5.41E-19  0.00E+00
4739.52   4.82E-19  0.00E+00
4740.52   4.94E-19  0.00E+00
4741.52   4.67E-19  0.00E+00
4742.52   4.65E-19  0.00E+00
4743.52   4.35E-19  0.00E+00
4744.52   4.68E-19  0.00E+00
4745.52   4.24E-19  0.00E+00
4746.52   5.02E-19  0.00E+00
4747.52   4.84E-19  0.00E+00
4748.52   4.61E-19  0.00E+00
4749.52   4.49E-19  0.00E+00
4750.52   4.32E-19  0.00E+00
4751.52   4.40E-19  0.00E+00
4752.52   4.20E-19  0.00E+00
4753.52   4.36E-19  0.00E+00
4754.52   4.20E-19  0.00E+00
4755.52   3.71E-19  0.00E+00
4756.52   3.34E-19  0.00E+00
4757.52   3.71E-19  0.00E+00
4758.52   3.86E-19  0.00E+00
4759.52   3.50E-19  0.00E+00
4760.52   3.44E-19  0.00E+00
4761.52   3.63E-19  0.00E+00
4762.52   3.45E-19  0.00E+00
4763.52   3.32E-19  0.00E+00
4764.52   3.09E-19  0.00E+00
4765.52   3.48E-19  0.00E+00
4766.52   3.11E-19  0.00E+00
4767.52   3.13E-19  0.00E+00
4768.52   3.29E-19  0.00E+00
4769.52   3.08E-19  0.00E+00
4770.53   3.09E-19  0.00E+00
4771.53   3.11E-19  0.00E+00
4772.53   3.25E-19  0.00E+00
4773.53   3.03E-19  0.00E+00
4774.53   3.11E-19  0.00E+00
4775.53   3.25E-19  0.00E+00
4776.53   3.27E-19  0.00E+00
4777.53   3.08E-19  0.00E+00
4778.53   3.09E-19  0.00E+00
4779.53   3.41E-19  0.00E+00
4780.53   3.09E-19  0.00E+00
4781.53   2.94E-19  0.00E+00
4782.53   2.95E-19  0.00E+00
4783.53   2.93E-19  0.00E+00
4784.53   3.22E-19  0.00E+00
4785.53   2.90E-19  0.00E+00
4786.53   3.27E-19  0.00E+00
4787.53   3.32E-19  0.00E+00
4788.53   3.08E-19  0.00E+00
4789.53   3.30E-19  0.00E+00
4790.53   3.33E-19  0.00E+00
4791.53   3.40E-19  0.00E+00
4792.53   3.67E-19  0.00E+00
4793.53   4.16E-19  0.00E+00
4794.53   4.01E-19  0.00E+00
4795.53   4.16E-19  0.00E+00
4796.53   4.15E-19  0.00E+00
4797.53   4.44E-19  0.00E+00
4798.53   4.27E-19  0.00E+00
4799.53   3.80E-19  0.00E+00
4800.53   3.58E-19  0.00E+00
4801.53   3.36E-19  0.00E+00
4802.53   3.33E-19  0.00E+00
4803.53   3.57E-19  0.00E+00
4804.53   3.54E-19  0.00E+00
4805.53   3.40E-19  0.00E+00
4806.53   3.27E-19  0.00E+00
4807.53   3.41E-19  0.00E+00
4808.53   3.14E-19  0.00E+00
4809.53   3.28E-19  0.00E+00
4810.53   3.49E-19  0.00E+00
4811.53   3.30E-19  0.00E+00
4812.53   3.97E-19  0.00E+00
4813.53   3.48E-19  0.00E+00
4814.53   3.58E-19  0.00E+00
4815.53   3.44E-19  0.00E+00
4816.53   3.22E-19  0.00E+00
4817.53   3.18E-19  0.00E+00
4818.53   3.20E-19  0.00E+00
4819.53   2.95E-19  0.00E+00
4820.53   3.01E-19  0.00E+00
4821.53   2.90E-19  0.00E+00
4822.53   2.69E-19  0.00E+00
4823.53   2.82E-19  0.00E+00
4824.53   2.78E-19  0.00E+00
4825.53   2.65E-19  0.00E+00
4826.53   2.69E-19  0.00E+00
4827.53   2.56E-19  0.00E+00
4828.53   2.51E-19  0.00E+00
4829.53   2.31E-19  0.00E+00
4830.53   2.18E-19  0.00E+00
4831.53   2.50E-19  0.00E+00
4832.53   2.34E-19  0.00E+00
4833.53   2.36E-19  0.00E+00
4834.53   2.24E-19  0.00E+00
4835.53   2.18E-19  0.00E+00
4836.53   2.31E-19  0.00E+00
4837.53   2.29E-19  0.00E+00
4838.54   2.34E-19  0.00E+00
4839.54   2.49E-19  0.00E+00
4840.54   2.50E-19  0.00E+00
4841.54   2.38E-19  0.00E+00
4842.54   2.54E-19  0.00E+00
4843.54   2.63E-19  0.00E+00
4844.54   2.67E-19  0.00E+00
4845.54   2.60E-19  0.00E+00
4846.54   2.61E-19  0.00E+00
4847.54   2.76E-19  0.00E+00
4848.54   2.77E-19  0.00E+00
4849.54   2.62E-19  0.00E+00
4850.54   2.92E-19  0.00E+00
4851.54   2.70E-19  0.00E+00
4852.54   2.69E-19  0.00E+00
4853.54   2.54E-19  0.00E+00
4854.54   2.53E-19  0.00E+00
4855.54   2.78E-19  0.00E+00
4856.54   2.60E-19  0.00E+00
4857.54   2.76E-19  0.00E+00
4858.54   2.67E-19  0.00E+00
4859.54   2.78E-19  0.00E+00
4860.54   2.88E-19  0.00E+00
4861.54   2.98E-19  0.00E+00
4862.54   2.63E-19  0.00E+00
4863.54   2.49E-19  0.00E+00
4864.54   2.38E-19  0.00E+00
4865.54   2.52E-19  0.00E+00
4866.54   2.50E-19  0.00E+00
4867.54   2.49E-19  0.00E+00
4868.54   2.64E-19  0.00E+00
4869.54   2.48E-19  0.00E+00
4870.54   2.35E-19  0.00E+00
4871.54   2.33E-19  0.00E+00
4872.54   2.47E-19  0.00E+00
4873.54   2.45E-19  0.00E+00
4874.54   2.52E-19  0.00E+00
4875.54   2.63E-19  0.00E+00
4876.54   2.81E-19  0.00E+00
4877.54   2.88E-19  0.00E+00
4878.54   2.93E-19  0.00E+00
4879.54   3.05E-19  0.00E+00
4880.54   3.10E-19  0.00E+00
4881.54   3.13E-19  0.00E+00
4882.54   3.76E-19  0.00E+00
4883.54   3.98E-19  0.00E+00
4884.54   3.96E-19  0.00E+00
4885.54   4.29E-19  0.00E+00
4886.54   4.31E-19  0.00E+00
4887.54   4.82E-19  0.00E+00
4888.54   4.78E-19  0.00E+00
4889.54   3.98E-19  0.00E+00
4890.54   3.92E-19  0.00E+00
4891.54   3.73E-19  0.00E+00
4892.54   4.09E-19  0.00E+00
4893.54   3.78E-19  0.00E+00
4894.54   3.71E-19  0.00E+00
4895.54   3.50E-19  0.00E+00
4896.54   3.66E-19  0.00E+00
4897.54   3.42E-19  0.00E+00
4898.54   3.28E-19  0.00E+00
4899.54   3.17E-19  0.00E+00
4900.54   2.80E-19  0.00E+00
4901.54   3.11E-19  0.00E+00
4902.54   3.09E-19  0.00E+00
4903.54   2.94E-19  0.00E+00
4904.54   2.81E-19  0.00E+00
4905.54   2.79E-19  0.00E+00
4906.55   2.52E-19  0.00E+00
4907.55   2.56E-19  0.00E+00
4908.55   2.56E-19  0.00E+00
4909.55   2.35E-19  0.00E+00
4910.55   2.22E-19  0.00E+00
4911.55   2.14E-19  0.00E+00
4912.55   2.22E-19  0.00E+00
4913.55   2.20E-19  0.00E+00
4914.55   2.07E-19  0.00E+00
4915.55   2.22E-19  0.00E+00
4916.55   2.36E-19  0.00E+00
4917.55   2.38E-19  0.00E+00
4918.55   2.64E-19  0.00E+00
4919.55   2.56E-19  0.00E+00
4920.55   2.61E-19  0.00E+00
4921.55   2.57E-19  0.00E+00
4922.55   2.53E-19  0.00E+00
4923.55   2.39E-19  0.00E+00
4924.55   2.22E-19  0.00E+00
4925.55   2.38E-19  0.00E+00
4926.55   2.49E-19  0.00E+00
4927.55   2.45E-19  0.00E+00
4928.55   2.40E-19  0.00E+00
4929.55   2.51E-19  0.00E+00
4930.55   2.66E-19  0.00E+00
4931.55   2.74E-19  0.00E+00
4932.55   2.72E-19  0.00E+00
4933.55   2.83E-19  0.00E+00
4934.55   2.97E-19  0.00E+00
4935.55   2.99E-19  0.00E+00
4936.55   2.96E-19  0.00E+00
4937.55   2.90E-19  0.00E+00
4938.55   2.89E-19  0.00E+00
4939.55   3.06E-19  0.00E+00
4940.55   3.19E-19  0.00E+00
4941.55   2.96E-19  0.00E+00
4942.55   3.39E-19  0.00E+00
4943.55   3.26E-19  0.00E+00
4944.55   3.33E-19  0.00E+00
4945.55   3.44E-19  0.00E+00
4946.55   3.45E-19  0.00E+00
4947.55   3.62E-19  0.00E+00
4948.55   3.26E-19  0.00E+00
4949.55   3.08E-19  0.00E+00
4950.55   2.98E-19  0.00E+00
4951.55   3.11E-19  0.00E+00
4952.55   2.87E-19  0.00E+00
4953.55   2.92E-19  0.00E+00
4954.55   3.18E-19  0.00E+00
4955.55   3.09E-19  0.00E+00
4956.55   3.15E-19  0.00E+00
4957.55   3.44E-19  0.00E+00
4958.55   3.01E-19  0.00E+00
4959.55   3.10E-19  0.00E+00
4960.55   3.02E-19  0.00E+00
4961.55   3.16E-19  0.00E+00
4962.55   3.20E-19  0.00E+00
4963.55   3.12E-19  0.00E+00
4964.55   3.12E-19  0.00E+00
4965.55   3.15E-19  0.00E+00
4966.55   3.22E-19  0.00E+00
4967.55   3.04E-19  0.00E+00
4968.55   2.80E-19  0.00E+00
4969.55   2.76E-19  0.00E+00
4970.55   2.51E-19  0.00E+00
4971.55   2.55E-19  0.00E+00
4972.55   2.43E-19  0.00E+00
4973.55   2.38E-19  0.00E+00
4974.56   2.19E-19  0.00E+00
4975.56   2.26E-19  0.00E+00
4976.56   2.08E-19  0.00E+00
4977.56   2.05E-19  0.00E+00
4978.56   2.03E-19  0.00E+00
4979.56   2.22E-19  0.00E+00
4980.56   2.03E-19  0.00E+00
4981.56   1.91E-19  0.00E+00
4982.56   1.77E-19  0.00E+00
4983.56   1.75E-19  0.00E+00
4984.56   1.85E-19  0.00E+00
4985.56   1.81E-19  0.00E+00
4986.56   1.74E-19  0.00E+00
4987.56   1.81E-19  0.00E+00
4988.56   1.70E-19  0.00E+00
4989.56   1.72E-19  0.00E+00
4990.56   1.79E-19  0.00E+00
4991.56   1.60E-19  0.00E+00
4992.56   1.56E-19  0.00E+00
4993.56   1.56E-19  0.00E+00
4994.56   1.41E-19  0.00E+00
4995.56   1.52E-19  0.00E+00
4996.56   1.52E-19  0.00E+00
4997.56   1.52E-19  0.00E+00
4998.56   1.53E-19  0.00E+00
4999.56   1.57E-19  0.00E+00
5000.56   1.44E-19  0.00E+00
5001.56   1.51E-19  0.00E+00
5002.56   1.60E-19  0.00E+00
5003.56   1.53E-19  0.00E+00
5004.56   1.66E-19  0.00E+00
5005.56   1.57E-19  0.00E+00
5006.56   1.74E-19  0.00E+00
5007.56   1.64E-19  0.00E+00
5008.56   1.66E-19  0.00E+00
5009.56   1.93E-19  0.00E+00
5010.56   1.94E-19  0.00E+00
5011.56   1.96E-19  0.00E+00
5012.56   1.73E-19  0.00E+00
5013.56   1.72E-19  0.00E+00
5014.56   1.80E-19  0.00E+00
5015.56   1.83E-19  0.00E+00
5016.56   1.80E-19  0.00E+00
5017.56   1.89E-19  0.00E+00
5018.56   1.98E-19  0.00E+00
5019.56   2.10E-19  0.00E+00
5020.56   2.19E-19  0.00E+00
5021.56   2.25E-19  0.00E+00
5022.56   2.25E-19  0.00E+00
5023.56   2.57E-19  0.00E+00
5024.56   2.53E-19  0.00E+00
5025.56   2.51E-19  0.00E+00
5026.56   2.73E-19  0.00E+00
5027.56   2.77E-19  0.00E+00
5028.56   3.10E-19  0.00E+00
5029.56   2.92E-19  0.00E+00
5030.56   2.36E-19  0.00E+00
5031.56   2.28E-19  0.00E+00
5032.56   2.39E-19  0.00E+00
5033.56   2.19E-19  0.00E+00
5034.56   2.00E-19  0.00E+00
5035.56   2.13E-19  0.00E+00
5036.56   2.00E-19  0.00E+00
5037.56   2.16E-19  0.00E+00
5038.56   2.03E-19  0.00E+00
5039.56   2.20E-19  0.00E+00
5040.56   2.37E-19  0.00E+00
5041.56   2.52E-19  0.00E+00
5042.57   2.78E-19  0.00E+00
5043.57   2.92E-19  0.00E+00
5044.57   2.91E-19  0.00E+00
5045.57   3.03E-19  0.00E+00
5046.57   3.27E-19  0.00E+00
5047.57   3.86E-19  0.00E+00
5048.57   3.08E-19  0.00E+00
5049.57   3.05E-19  0.00E+00
5050.57   2.95E-19  0.00E+00
5051.57   2.83E-19  0.00E+00
5052.57   2.98E-19  0.00E+00
5053.57   2.70E-19  0.00E+00
5054.57   2.50E-19  0.00E+00
5055.57   2.38E-19  0.00E+00
5056.57   2.24E-19  0.00E+00
5057.57   2.11E-19  0.00E+00
5058.57   2.13E-19  0.00E+00
5059.57   2.16E-19  0.00E+00
5060.57   2.20E-19  0.00E+00
5061.57   2.27E-19  0.00E+00
5062.57   2.38E-19  0.00E+00
5063.57   2.23E-19  0.00E+00
5064.57   2.09E-19  0.00E+00
5065.57   2.26E-19  0.00E+00
5066.57   1.98E-19  0.00E+00
5067.57   2.21E-19  0.00E+00
5068.57   2.12E-19  0.00E+00
5069.57   1.84E-19  0.00E+00
5070.57   1.94E-19  0.00E+00
5071.57   1.92E-19  0.00E+00
5072.57   1.74E-19  0.00E+00
5073.57   1.90E-19  0.00E+00
5074.57   2.12E-19  0.00E+00
5075.57   1.69E-19  0.00E+00
5076.57   1.69E-19  0.00E+00
5077.57   1.98E-19  0.00E+00
5078.57   1.79E-19  0.00E+00
5079.57   1.97E-19  0.00E+00
5080.57   2.09E-19  0.00E+00
5081.57   1.96E-19  0.00E+00
5082.57   1.86E-19  0.00E+00
5083.57   2.17E-19  0.00E+00
5084.57   2.36E-19  0.00E+00
5085.57   2.36E-19  0.00E+00
5086.57   2.01E-19  0.00E+00
5087.57   2.17E-19  0.00E+00
5088.57   2.35E-19  0.00E+00
5089.57   2.37E-19  0.00E+00
5090.57   2.63E-19  0.00E+00
5091.57   2.58E-19  0.00E+00
5092.57   2.30E-19  0.00E+00
5093.57   2.48E-19  0.00E+00
5094.57   2.33E-19  0.00E+00
5095.57   2.51E-19  0.00E+00
5096.57   3.00E-19  0.00E+00
5097.57   2.76E-19  0.00E+00
5098.57   2.55E-19  0.00E+00
5099.57   2.57E-19  0.00E+00
5100.57   2.51E-19  0.00E+00
5101.57   2.66E-19  0.00E+00
5102.57   2.37E-19  0.00E+00
5103.57   2.37E-19  0.00E+00
5104.57   2.50E-19  0.00E+00
5105.57   2.23E-19  0.00E+00
5106.57   2.35E-19  0.00E+00
5107.57   2.38E-19  0.00E+00
5108.57   2.34E-19  0.00E+00
5109.57   2.24E-19  0.00E+00
5110.58   2.53E-19  0.00E+00
5111.58   2.35E-19  0.00E+00
5112.58   2.40E-19  0.00E+00
5113.58   2.64E-19  0.00E+00
5114.58   2.33E-19  0.00E+00
5115.58   2.03E-19  0.00E+00
5116.58   2.02E-19  0.00E+00
5117.58   2.12E-19  0.00E+00
5118.58   2.18E-19  0.00E+00
5119.58   2.37E-19  0.00E+00
5120.58   2.42E-19  0.00E+00
5121.58   2.09E-19  0.00E+00
5122.58   2.55E-19  0.00E+00
5123.58   2.40E-19  0.00E+00
5124.58   2.42E-19  0.00E+00
5125.58   2.61E-19  0.00E+00
5126.58   2.25E-19  0.00E+00
5127.58   2.10E-19  0.00E+00
5128.58   2.15E-19  0.00E+00
5129.58   1.90E-19  0.00E+00
5130.58   2.06E-19  0.00E+00
5131.58   1.91E-19  0.00E+00
5132.58   1.84E-19  0.00E+00
5133.58   1.87E-19  0.00E+00
5134.58   1.77E-19  0.00E+00
5135.58   1.90E-19  0.00E+00
5136.58   1.83E-19  0.00E+00
5137.58   1.83E-19  0.00E+00
5138.58   1.60E-19  0.00E+00
5139.58   1.54E-19  0.00E+00
5140.58   1.70E-19  0.00E+00
5141.58   1.70E-19  0.00E+00
5142.58   1.76E-19  0.00E+00
5143.58   1.64E-19  0.00E+00
5144.58   1.67E-19  0.00E+00
5145.58   1.72E-19  0.00E+00
5146.58   1.62E-19  0.00E+00
5147.58   1.56E-19  0.00E+00
5148.58   1.52E-19  0.00E+00
5149.58   1.46E-19  0.00E+00
5150.58   1.48E-19  0.00E+00
5151.58   1.48E-19  0.00E+00
5152.58   1.41E-19  0.00E+00
5153.58   1.46E-19  0.00E+00
5154.58   1.46E-19  0.00E+00
5155.58   1.58E-19  0.00E+00
5156.58   1.52E-19  0.00E+00
5157.58   1.51E-19  0.00E+00
5158.58   1.40E-19  0.00E+00
5159.58   1.35E-19  0.00E+00
5160.58   1.43E-19  0.00E+00
5161.58   1.43E-19  0.00E+00
5162.58   1.45E-19  0.00E+00
5163.58   1.42E-19  0.00E+00
5164.58   1.54E-19  0.00E+00
5165.58   1.36E-19  0.00E+00
5166.58   1.24E-19  0.00E+00
5167.58   1.31E-19  0.00E+00
5168.58   1.18E-19  0.00E+00
5169.58   1.16E-19  0.00E+00
5170.58   1.21E-19  0.00E+00
5171.58   1.27E-19  0.00E+00
5172.58   1.29E-19  0.00E+00
5173.58   1.35E-19  0.00E+00
5174.58   1.31E-19  0.00E+00
5175.58   1.21E-19  0.00E+00
5176.58   1.21E-19  0.00E+00
5177.58   1.28E-19  0.00E+00
5178.59   1.47E-19  0.00E+00
5179.59   1.52E-19  0.00E+00
5180.59   1.55E-19  0.00E+00
5181.59   1.62E-19  0.00E+00
5182.59   1.80E-19  0.00E+00
5183.59   2.10E-19  0.00E+00
5184.59   1.99E-19  0.00E+00
5185.59   2.02E-19  0.00E+00
5186.59   1.98E-19  0.00E+00
5187.59   1.67E-19  0.00E+00
5188.59   1.74E-19  0.00E+00
5189.59   1.59E-19  0.00E+00
5190.59   1.79E-19  0.00E+00
5191.59   1.90E-19  0.00E+00
5192.59   1.85E-19  0.00E+00
5193.59   1.78E-19  0.00E+00
5194.59   1.85E-19  0.00E+00
5195.59   1.78E-19  0.00E+00
5196.59   1.64E-19  0.00E+00
5197.59   1.90E-19  0.00E+00
5198.59   1.83E-19  0.00E+00
5199.59   1.97E-19  0.00E+00
5200.59   1.82E-19  0.00E+00
5201.59   1.91E-19  0.00E+00
5202.59   1.69E-19  0.00E+00
5203.59   1.59E-19  0.00E+00
5204.59   1.62E-19  0.00E+00
5205.59   1.63E-19  0.00E+00
5206.59   1.58E-19  0.00E+00
5207.59   1.57E-19  0.00E+00
5208.59   1.56E-19  0.00E+00
5209.59   1.61E-19  0.00E+00
5210.59   1.47E-19  0.00E+00
5211.59   1.35E-19  0.00E+00
5212.59   1.34E-19  0.00E+00
5213.59   1.39E-19  0.00E+00
5214.59   1.44E-19  0.00E+00
5215.59   1.43E-19  0.00E+00
5216.59   1.37E-19  0.00E+00
5217.59   1.32E-19  0.00E+00
5218.59   1.32E-19  0.00E+00
5219.59   1.46E-19  0.00E+00
5220.59   1.43E-19  0.00E+00
5221.59   1.41E-19  0.00E+00
5222.59   1.31E-19  0.00E+00
5223.59   1.32E-19  0.00E+00
5224.59   1.43E-19  0.00E+00
5225.59   1.34E-19  0.00E+00
5226.59   1.53E-19  0.00E+00
5227.59   1.49E-19  0.00E+00
5228.59   1.41E-19  0.00E+00
5229.59   1.42E-19  0.00E+00
5230.59   1.63E-19  0.00E+00
5231.59   1.46E-19  0.00E+00
5232.59   1.53E-19  0.00E+00
5233.59   1.32E-19  0.00E+00
5234.59   1.32E-19  0.00E+00
5235.59   1.38E-19  0.00E+00
5236.59   1.37E-19  0.00E+00
5237.59   1.45E-19  0.00E+00
5238.59   1.33E-19  0.00E+00
5239.59   1.54E-19  0.00E+00
5240.59   1.46E-19  0.00E+00
5241.59   1.53E-19  0.00E+00
5242.59   1.66E-19  0.00E+00
5243.59   1.62E-19  0.00E+00
5244.59   1.68E-19  0.00E+00
5245.59   1.67E-19  0.00E+00
5246.60   1.79E-19  0.00E+00
5247.60   2.04E-19  0.00E+00
5248.60   2.29E-19  0.00E+00
5249.60   2.17E-19  0.00E+00
5250.60   2.18E-19  0.00E+00
5251.60   2.28E-19  0.00E+00
5252.60   2.31E-19  0.00E+00
5253.60   2.40E-19  0.00E+00
5254.60   2.24E-19  0.00E+00
5255.60   2.15E-19  0.00E+00
5256.60   1.99E-19  0.00E+00
5257.60   2.10E-19  0.00E+00
5258.60   2.12E-19  0.00E+00
5259.60   2.26E-19  0.00E+00
5260.60   1.97E-19  0.00E+00
5261.60   2.02E-19  0.00E+00
5262.60   2.18E-19  0.00E+00
5263.60   2.13E-19  0.00E+00
5264.60   2.13E-19  0.00E+00
5265.60   2.16E-19  0.00E+00
5266.60   2.06E-19  0.00E+00
5267.60   1.88E-19  0.00E+00
5268.60   1.90E-19  0.00E+00
5269.60   1.69E-19  0.00E+00
5270.60   1.63E-19  0.00E+00
5271.60   1.51E-19  0.00E+00
5272.60   1.62E-19  0.00E+00
5273.60   1.66E-19  0.00E+00
5274.60   1.74E-19  0.00E+00
5275.60   1.66E-19  0.00E+00
5276.60   1.76E-19  0.00E+00
5277.60   1.80E-19  0.00E+00
5278.60   1.72E-19  0.00E+00
5279.60   1.81E-19  0.00E+00
5280.60   1.74E-19  0.00E+00
5281.60   1.71E-19  0.00E+00
5282.60   1.66E-19  0.00E+00
5283.60   1.64E-19  0.00E+00
5284.60   1.55E-19  0.00E+00
5285.60   1.56E-19  0.00E+00
5286.60   1.52E-19  0.00E+00
5287.60   1.41E-19  0.00E+00
5288.60   1.47E-19  0.00E+00
5289.60   1.44E-19  0.00E+00
5290.60   1.42E-19  0.00E+00
5291.60   1.43E-19  0.00E+00
5292.60   1.49E-19  0.00E+00
5293.60   1.44E-19  0.00E+00
5294.60   1.35E-19  0.00E+00
5295.60   1.24E-19  0.00E+00
5296.60   1.33E-19  0.00E+00
5297.60   1.33E-19  0.00E+00
5298.60   1.37E-19  0.00E+00
5299.60   1.48E-19  0.00E+00
5300.60   1.42E-19  0.00E+00
5301.60   1.59E-19  0.00E+00
5302.60   1.56E-19  0.00E+00
5303.60   1.64E-19  0.00E+00
5304.60   1.64E-19  0.00E+00
5305.60   1.48E-19  0.00E+00
5306.60   1.40E-19  0.00E+00
5307.60   1.39E-19  0.00E+00
5308.60   1.39E-19  0.00E+00
5309.60   1.49E-19  0.00E+00
5310.60   1.46E-19  0.00E+00
5311.60   1.54E-19  0.00E+00
5312.60   1.51E-19  0.00E+00
5313.60   1.49E-19  0.00E+00
5314.61   1.44E-19  0.00E+00
5315.61   1.50E-19  0.00E+00
5316.61   1.63E-19  0.00E+00
5317.61   1.56E-19  0.00E+00
5318.61   1.50E-19  0.00E+00
5319.61   1.48E-19  0.00E+00
5320.61   1.49E-19  0.00E+00
5321.61   1.54E-19  0.00E+00
5322.61   1.59E-19  0.00E+00
5323.61   1.65E-19  0.00E+00
5324.61   1.54E-19  0.00E+00
5325.61   1.56E-19  0.00E+00
5326.61   1.56E-19  0.00E+00
5327.61   1.54E-19  0.00E+00
5328.61   1.48E-19  0.00E+00
5329.61   1.44E-19  0.00E+00
