0 Branching ratio for HCN     Total         1 branches
Lambda         Total      CN/H
5395.62   0   0
5396.62   0   0
5397.62   0   0
5398.62   0   0
5399.62   0   0
5400.62   0   0
5401.62   0   0
5402.62   0   0
5403.62   0   0
5404.62   0   0
5405.62   0   0
5406.62   0   0
5407.62   0   0
5408.62   0   0
5409.62   0   0
5410.62   0   0
5411.62   0   0
5412.62   0   0
5413.62   0   0
5414.62   0   0
5415.62   0   0
5416.62   0   0
5417.62   0   0
5418.62   0   0
5419.62   0   0
5420.62   0   0
5421.62   0   0
5422.62   0   0
5423.62   0   0
5424.62   0   0
5425.62   0   0
5426.62   0   0
5427.62   0   0
5428.62   0   0
5429.62   0   0
5430.62   0   0
5431.62   0   0
5432.62   0   0
5433.62   0   0
5434.62   0   0
5435.62   0   0
5436.62   0   0
5437.62   0   0
5438.62   0   0
5439.62   0   0
5440.62   0   0
5441.62   0   0
5442.62   0   0
5443.62   0   0
5444.62   0   0
5445.62   0   0
5446.62   0   0
5447.62   0   0
5448.62   0   0
5449.62   0   0
5450.63   0   0
5451.63   0   0
5452.63   0   0
5453.63   0   0
5454.63   0   0
5455.63   0   0
5456.63   0   0
5457.63   0   0
5458.63   0   0
5459.63   0   0
5460.63   0   0
5461.63   0   0
5462.63   0   0
5463.63   0   0
5464.63   0   0
5465.63   0   0
5466.63   0   0
5467.63   0   0
5468.63   0   0
5469.63   0   0
5470.63   0   0
5471.63   0   0
5472.63   0   0
5473.63   0   0
5474.63   0   0
5475.63   0   0
5476.63   0   0
5477.63   0   0
5478.63   0   0
5479.63   0   0
5480.63   0   0
5481.63   0   0
5482.63   0   0
5483.63   0   0
5484.63   0   0
5485.63   0   0
5486.63   0   0
5487.63   0   0
5488.63   0   0
5489.63   0   0
5490.63   0   0
5491.63   0   0
5492.63   0   0
5493.63   0   0
5494.63   0   0
5495.63   0   0
5496.63   0   0
5497.63   0   0
5498.63   0   0
5499.63   0   0
5500.63   0   0
5501.63   0   0
5502.63   0   0
5503.63   0   0
5504.63   0   0
5505.63   0   0
5506.63   0   0
5507.63   0   0
5508.63   0   0
5509.63   0   0
5510.63   0   0
5511.63   0   0
5512.63   0   0
5513.63   0   0
5514.63   0   0
5515.63   0   0
5516.63   0   0
5517.63   0   0
5518.64   0   0
5519.64   0   0
5520.64   0   0
5521.64   0   0
5522.64   0   0
5523.64   0   0
5524.64   0   0
5525.64   0   0
5526.64   0   0
5527.64   0   0
5528.64   0   0
5529.64   0   0
5530.64   0   0
5531.64   0   0
5532.64   0   0
5533.64   0   0
5534.64   0   0
5535.64   0   0
5536.64   0   0
5537.64   0   0
5538.64   0   0
5539.64   0   0
5540.64   0   0
5541.64   0   0
5542.64   0   0
5543.64   0   0
5544.64   0   0
5545.64   0   0
5546.64   0   0
5547.64   0   0
5548.64   0   0
5549.64   0   0
5550.64   0   0
5551.64   0   0
5552.64   0   0
5553.64   0   0
5554.64   0   0
5555.64   0   0
5556.64   0   0
5557.64   0   0
5558.64   0   0
5559.64   0   0
5560.64   0   0
5561.64   0   0
5562.64   0   0
5563.64   0   0
5564.64   0   0
5565.64   0   0
5566.64   0   0
5567.64   0   0
5568.64   0   0
5569.64   0   0
5570.64   0   0
5571.64   0   0
5572.64   0   0
5573.64   0   0
5574.64   0   0
5575.64   0   0
5576.64   0   0
5577.64   0   0
5578.64   0   0
5579.64   0   0
5580.64   0   0
5581.64   0   0
5582.64   0   0
5583.64   0   0
5584.64   0   0
5585.64   0   0
5586.65   0   0
5587.65   0   0
5588.65   0   0
5589.65   0   0
5590.65   0   0
5591.65   0   0
5592.65   0   0
5593.65   0   0
5594.65   0   0
5595.65   0   0
5596.65   0   0
5597.65   0   0
5598.65   0   0
5599.65   0   0
5600.65   0   0
5601.65   0   0
5602.65   0   0
5603.65   0   0
5604.65   0   0
5605.65   0   0
5606.65   0   0
5607.65   0   0
5608.65   0   0
5609.65   0   0
5610.65   0   0
5611.65   0   0
5612.65   0   0
5613.65   0   0
5614.65   0   0
5615.65   0   0
5616.65   0   0
5617.65   0   0
5618.65   0   0
5619.65   0   0
5620.65   0   0
5621.65   0   0
5622.65   0   0
5623.65   0   0
5624.65   0   0
5625.65   0   0
5626.65   0   0
5627.65   0   0
5628.65   0   0
5629.65   0   0
5630.65   0   0
5631.65   0   0
5632.65   0   0
5633.65   0   0
5634.65   0   0
5635.65   0   0
5636.65   0   0
5637.65   0   0
5638.65   0   0
5639.65   0   0
5640.65   0   0
5641.65   0   0
5642.65   0   0
5643.65   0   0
5644.65   0   0
5645.65   0   0
5646.65   0   0
5647.65   0   0
5648.65   0   0
5649.65   0   0
5650.65   0   0
5651.65   0   0
5652.65   0   0
5653.65   0   0
5654.66   0   0
5655.66   0   0
5656.66   0   0
5657.66   0   0
5658.66   0   0
5659.66   0   0
5660.66   0   0
5661.66   0   0
5662.66   0   0
5663.66   0   0
5664.66   0   0
5665.66   0   0
5666.66   0   0
5667.66   0   0
5668.66   0   0
5669.66   0   0
5670.66   0   0
5671.66   0   0
5672.66   0   0
5673.66   0   0
5674.66   0   0
5675.66   0   0
5676.66   0   0
5677.66   0   0
5678.66   0   0
5679.66   0   0
5680.66   0   0
5681.66   0   0
5682.66   0   0
5683.66   0   0
5684.66   0   0
5685.66   0   0
5686.66   0   0
5687.66   0   0
5688.66   0   0
5689.66   0   0
5690.66   0   0
5691.66   0   0
5692.66   0   0
5693.66   0   0
5694.66   0   0
5695.66   0   0
5696.66   0   0
5697.66   0   0
5698.66   0   0
5699.66   0   0
5700.66   0   0
5701.66   0   0
5702.66   0   0
5703.66   0   0
5704.66   0   0
5705.66   0   0
5706.66   0   0
5707.66   0   0
5708.66   0   0
5709.66   0   0
5710.66   0   0
5711.66   0   0
5712.66   0   0
5713.66   0   0
5714.66   0   0
5715.66   0   0
5716.66   0   0
5717.66   0   0
5718.66   0   0
5719.66   0   0
5720.66   0   0
5721.66   0   0
5722.67   0   0
5723.67   0   0
5724.67   0   0
5725.67   0   0
5726.67   0   0
5727.67   0   0
5728.67   0   0
5729.67   0   0
5730.67   0   0
5731.67   0   0
5732.67   0   0
5733.67   0   0
5734.67   0   0
5735.67   0   0
5736.67   0   0
5737.67   0   0
5738.67   0   0
5739.67   0   0
5740.67   0   0
5741.67   0   0
5742.67   0   0
5743.67   0   0
5744.67   0   0
5745.67   0   0
5746.67   0   0
5747.67   0   0
5748.67   0   0
5749.67   0   0
5750.67   0   0
5751.67   0   0
5752.67   0   0
5753.67   0   0
5754.67   0   0
5755.67   0   0
5756.67   0   0
5757.67   0   0
5758.67   0   0
5759.67   0   0
5760.67   0   0
5761.67   0   0
5762.67   0   0
5763.67   0   0
5764.67   0   0
5765.67   0   0
5766.67   0   0
5767.67   0   0
5768.67   0   0
5769.67   0   0
5770.67   0   0
5771.67   0   0
5772.67   0   0
5773.67   0   0
5774.67   0   0
5775.67   0   0
5776.67   0   0
5777.67   0   0
5778.67   0   0
5779.67   0   0
5780.67   0   0
5781.67   0   0
5782.67   0   0
5783.67   0   0
5784.67   0   0
5785.67   0   0
5786.67   0   0
5787.67   0   0
5788.67   0   0
5789.67   0   0
5790.68   0   0
5791.68   0   0
5792.68   0   0
5793.68   0   0
5794.68   0   0
5795.68   0   0
5796.68   0   0
5797.68   0   0
5798.68   0   0
5799.68   0   0
5800.68   0   0
5801.68   0   0
5802.68   0   0
5803.68   0   0
5804.68   0   0
5805.68   0   0
5806.68   0   0
5807.68   0   0
5808.68   0   0
5809.68   0   0
5810.68   0   0
5811.68   0   0
5812.68   0   0
5813.68   0   0
5814.68   0   0
5815.68   0   0
5816.68   0   0
5817.68   0   0
5818.68   0   0
5819.68   0   0
5820.68   0   0
5821.68   0   0
5822.68   0   0
5823.68   0   0
5824.68   0   0
5825.68   0   0
5826.68   0   0
5827.68   0   0
5828.68   0   0
5829.68   0   0
5830.68   0   0
5831.68   0   0
5832.68   0   0
5833.68   0   0
5834.68   0   0
5835.68   0   0
5836.68   0   0
5837.68   0   0
5838.68   0   0
5839.68   0   0
5840.68   0   0
5841.68   0   0
5842.68   0   0
5843.68   0   0
5844.68   0   0
5845.68   0   0
5846.68   0   0
5847.68   0   0
5848.68   0   0
5849.68   0   0
5850.68   0   0
5851.68   0   0
5852.68   0   0
5853.68   0   0
5854.68   0   0
5855.68   0   0
5856.68   0   0
5857.68   0   0
5858.69   0   0
5859.69   0   0
5860.69   0   0
5861.69   0   0
5862.69   0   0
5863.69   0   0
5864.69   0   0
5865.69   0   0
5866.69   0   0
5867.69   0   0
5868.69   0   0
5869.69   0   0
5870.69   0   0
5871.69   0   0
5872.69   0   0
5873.69   0   0
5874.69   0   0
5875.69   0   0
5876.69   0   0
5877.69   0   0
5878.69   0   0
5879.69   0   0
5880.69   0   0
5881.69   0   0
5882.69   0   0
5883.69   0   0
5884.69   0   0
5885.69   0   0
5886.69   0   0
5887.69   0   0
5888.69   0   0
5889.69   0   0
5890.69   0   0
5891.69   0   0
5892.69   0   0
5893.69   0   0
5894.69   0   0
5895.69   0   0
5896.69   0   0
5897.69   0   0
5898.69   0   0
5899.69   0   0
5900.69   0   0
5901.69   0   0
5902.69   0   0
5903.69   0   0
5904.69   0   0
5905.69   0   0
5906.69   0   0
5907.69   0   0
5908.69   0   0
5909.69   0   0
5910.69   0   0
5911.69   0   0
5912.69   0   0
5913.69   0   0
5914.69   0   0
5915.69   0   0
5916.69   0   0
5917.69   0   0
5918.69   0   0
5919.69   0   0
5920.69   0   0
5921.69   0   0
5922.69   0   0
5923.69   0   0
5924.69   0   0
5925.69   0   0
5926.7   0   0
5927.7   0   0
5928.7   0   0
5929.7   0   0
5930.7   0   0
5931.7   0   0
5932.7   0   0
5933.7   0   0
5934.7   0   0
5935.7   0   0
5936.7   0   0
5937.7   0   0
5938.7   0   0
5939.7   0   0
5940.7   0   0
5941.7   0   0
5942.7   0   0
5943.7   0   0
5944.7   0   0
5945.7   0   0
5946.7   0   0
5947.7   0   0
5948.7   0   0
5949.7   0   0
5950.7   0   0
5951.7   0   0
5952.7   0   0
5953.7   0   0
5954.7   0   0
5955.7   0   0
5956.7   0   0
5957.7   0   0
5958.7   0   0
5959.7   0   0
5960.7   0   0
5961.7   0   0
5962.7   0   0
5963.7   0   0
5964.7   0   0
5965.7   0   0
5966.7   0   0
5967.7   0   0
5968.7   0   0
5969.7   0   0
5970.7   0   0
5971.7   0   0
5972.7   0   0
5973.7   0   0
5974.7   0   0
5975.7   0   0
5976.7   0   0
5977.7   0   0
5978.7   0   0
5979.7   0   0
5980.7   0   0
5981.7   0   0
5982.7   0   0
5983.7   0   0
5984.7   0   0
5985.7   0   0
5986.7   0   0
5987.7   0   0
5988.7   0   0
5989.7   0   0
5990.7   0   0
5991.7   0   0
5992.7   0   0
5993.7   0   0
5994.71   0   0
5995.71   0   0
5996.71   0   0
5997.71   0   0
5998.71   0   0
5999.71   0   0
6000.71   0   0
6001.71   0   0
6002.71   0   0
6003.71   0   0
6004.71   0   0
6005.71   0   0
6006.71   0   0
6007.71   0   0
6008.71   0   0
6009.71   0   0
6010.71   0   0
6011.71   0   0
6012.71   0   0
6013.71   0   0
6014.71   0   0
6015.71   0   0
6016.71   0   0
6017.71   0   0
6018.71   0   0
6019.71   0   0
6020.71   0   0
6021.71   0   0
6022.71   0   0
6023.71   0   0
6024.71   0   0
6025.71   0   0
6026.71   0   0
6027.71   0   0
6028.71   0   0
6029.71   0   0
6030.71   0   0
6031.71   0   0
6032.71   0   0
6033.71   0   0
6034.71   0   0
6035.71   0   0
6036.71   0   0
6037.71   0   0
6038.71   0   0
6039.71   0   0
6040.71   0   0
6041.71   0   0
6042.71   0   0
6043.71   0   0
6044.71   0   0
6045.71   0   0
6046.71   0   0
6047.71   0   0
6048.71   0   0
6049.71   0   0
6050.71   0   0
6051.71   0   0
6052.71   0   0
6053.71   0   0
6054.71   0   0
6055.71   0   0
6056.71   0   0
6057.71   0   0
6058.71   0   0
6059.71   0   0
6060.71   0   0
6061.71   0   0
6062.72   0   0
6063.72   0   0
6064.72   0   0
6065.72   0   0
6066.72   0   0
6067.72   0   0
6068.72   0   0
6069.72   0   0
6070.72   0   0
6071.72   0   0
6072.72   0   0
6073.72   0   0
6074.72   0   0
6075.72   0   0
6076.72   0   0
6077.72   0   0
6078.72   0   0
6079.72   0   0
6080.72   0   0
6081.72   0   0
6082.72   0   0
6083.72   0   0
6084.72   0   0
6085.72   0   0
6086.72   0   0
6087.72   0   0
6088.72   0   0
6089.72   0   0
6090.72   0   0
6091.72   0   0
6092.72   0   0
6093.72   0   0
6094.72   0   0
6095.72   0   0
6096.72   0   0
6097.72   0   0
6098.72   0   0
6099.72   0   0
6100.72   0   0
6101.72   0   0
6102.72   0   0
6103.72   0   0
6104.72   0   0
6105.72   0   0
6106.72   0   0
6107.72   0   0
6108.72   0   0
6109.72   0   0
6110.72   0   0
6111.72   0   0
6112.72   0   0
6113.72   0   0
6114.72   0   0
6115.72   0   0
6116.72   0   0
6117.72   0   0
6118.72   0   0
6119.72   0   0
6120.72   0   0
6121.72   0   0
6122.72   0   0
6123.72   0   0
6124.72   0   0
6125.72   0   0
6126.72   0   0
6127.72   0   0
6128.72   0   0
6129.72   0   0
6130.73   0   0
6131.73   0   0
6132.73   0   0
6133.73   0   0
6134.73   0   0
6135.73   0   0
6136.73   0   0
6137.73   0   0
6138.73   0   0
6139.73   0   0
6140.73   0   0
6141.73   0   0
6142.73   0   0
6143.73   0   0
6144.73   0   0
6145.73   0   0
6146.73   0   0
6147.73   0   0
6148.73   0   0
6149.73   0   0
6150.73   0   0
6151.73   0   0
6152.73   0   0
6153.73   0   0
6154.73   0   0
6155.73   0   0
6156.73   0   0
6157.73   0   0
6158.73   0   0
6159.73   0   0
6160.73   0   0
6161.73   0   0
6162.73   0   0
6163.73   0   0
6164.73   0   0
6165.73   0   0
6166.73   0   0
6167.73   0   0
6168.73   0   0
6169.73   0   0
6170.73   0   0
6171.73   0   0
6172.73   0   0
6173.73   0   0
6174.73   0   0
6175.73   0   0
6176.73   0   0
6177.73   0   0
6178.73   0   0
6179.73   0   0
6180.73   0   0
6181.73   0   0
6182.73   0   0
6183.73   0   0
6184.73   0   0
6185.73   0   0
6186.73   0   0
6187.73   0   0
6188.73   0   0
6189.73   0   0
6190.73   0   0
6191.73   0   0
6192.73   0   0
6193.73   0   0
6194.73   0   0
6195.73   0   0
6196.73   0   0
6197.73   0   0
6198.74   0   0
6199.74   0   0
6200.74   0   0
6201.74   0   0
6202.74   0   0
6203.74   0   0
6204.74   0   0
6205.74   0   0
6206.74   0   0
6207.74   0   0
6208.74   0   0
6209.74   0   0
6210.74   0   0
6211.74   0   0
6212.74   0   0
6213.74   0   0
6214.74   0   0
6215.74   0   0
6216.74   0   0
6217.74   0   0
6218.74   0   0
6219.74   0   0
6220.74   0   0
6221.74   0   0
6222.74   0   0
6223.74   0   0
6224.74   0   0
6225.74   0   0
6226.74   0   0
6227.74   0   0
6228.74   0   0
6229.74   0   0
6230.74   0   0
6231.74   0   0
6232.74   0   0
6233.74   0   0
6234.74   0   0
6235.74   0   0
6236.74   0   0
6237.74   0   0
6238.74   0   0
6239.74   0   0
6240.74   0   0
6241.74   0   0
6242.74   0   0
6243.74   0   0
6244.74   0   0
6245.74   0   0
6246.74   0   0
6247.74   0   0
6248.74   0   0
6249.74   0   0
6250.74   0   0
6251.74   0   0
6252.74   0   0
6253.74   0   0
6254.74   0   0
6255.74   0   0
6256.74   0   0
6257.74   0   0
6258.74   0   0
6259.74   0   0
6260.74   0   0
6261.74   0   0
6262.74   0   0
6263.74   0   0
6264.74   0   0
6265.74   0   0
6266.75   0   0
6267.75   0   0
6268.75   0   0
6269.75   0   0
6270.75   0   0
6271.75   0   0
6272.75   0   0
6273.75   0   0
6274.75   0   0
6275.75   0   0
6276.75   0   0
6277.75   0   0
6278.75   0   0
6279.75   0   0
6280.75   0   0
6281.75   0   0
6282.75   0   0
6283.75   0   0
6284.75   0   0
6285.75   0   0
6286.75   0   0
6287.75   0   0
6288.75   0   0
6289.75   0   0
6290.75   0   0
6291.75   0   0
6292.75   0   0
6293.75   0   0
6294.75   0   0
6295.75   0   0
6296.75   0   0
6297.75   0   0
6298.75   0   0
6299.75   0   0
6300.75   0   0
6301.75   0   0
6302.75   0   0
6303.75   0   0
6304.75   0   0
6305.75   0   0
6306.75   0   0
6307.75   0   0
6308.75   0   0
6309.75   0   0
6310.75   0   0
6311.75   0   0
6312.75   0   0
6313.75   0   0
6314.75   0   0
6315.75   0   0
6316.75   0   0
6317.75   0   0
6318.75   0   0
6319.75   0   0
6320.75   0   0
6321.75   0   0
6322.75   0   0
6323.75   0   0
6324.75   0   0
6325.75   0   0
6326.75   0   0
6327.75   0   0
6328.75   0   0
6329.75   0   0
6330.75   0   0
6331.75   0   0
6332.75   0   0
6333.75   0   0
6334.76   0   0
6335.76   0   0
6336.76   0   0
6337.76   0   0
6338.76   0   0
6339.76   0   0
6340.76   0   0
6341.76   0   0
6342.76   0   0
6343.76   0   0
6344.76   0   0
6345.76   0   0
6346.76   0   0
6347.76   0   0
6348.76   0   0
6349.76   0   0
6350.76   0   0
6351.76   0   0
6352.76   0   0
6353.76   0   0
6354.76   0   0
6355.76   0   0
6356.76   0   0
6357.76   0   0
6358.76   0   0
6359.76   0   0
6360.76   0   0
6361.76   0   0
6362.76   0   0
6363.76   0   0
6364.76   0   0
6365.76   0   0
6366.76   0   0
6367.76   0   0
6368.76   0   0
6369.76   0   0
6370.76   0   0
6371.76   0   0
6372.76   0   0
6373.76   0   0
6374.76   0   0
6375.76   0   0
6376.76   0   0
6377.76   0   0
6378.76   0   0
6379.76   0   0
6380.76   0   0
6381.76   0   0
6382.76   0   0
6383.76   0   0
6384.76   0   0
6385.76   0   0
6386.76   0   0
6387.76   0   0
6388.76   0   0
6389.76   0   0
6390.76   0   0
6391.76   0   0
6392.76   0   0
6393.76   0   0
6394.76   0   0
6395.76   0   0
6396.76   0   0
6397.76   0   0
6398.76   0   0
6399.76   0   0
6400.76   0   0
6401.76   0   0
6402.77   0   0
6403.77   0   0
6404.77   0   0
6405.77   0   0
6406.77   0   0
6407.77   0   0
6408.77   0   0
6409.77   0   0
6410.77   0   0
6411.77   0   0
6412.77   0   0
6413.77   0   0
6414.77   0   0
6415.77   0   0
6416.77   0   0
6417.77   0   0
6418.77   0   0
6419.77   0   0
6420.77   0   0
6421.77   0   0
6422.77   0   0
6423.77   0   0
6424.77   0   0
6425.77   0   0
6426.77   0   0
6427.77   0   0
6428.77   0   0
6429.77   0   0
6430.77   0   0
6431.77   0   0
6432.77   0   0
6433.77   0   0
6434.77   0   0
6435.77   0   0
6436.77   0   0
6437.77   0   0
6438.77   0   0
6439.77   0   0
6440.77   0   0
6441.77   0   0
6442.77   0   0
6443.77   0   0
6444.77   0   0
6445.77   0   0
6446.77   0   0
6447.77   0   0
6448.77   0   0
6449.77   0   0
6450.77   0   0
6451.77   0   0
6452.77   0   0
6453.77   0   0
6454.77   0   0
6455.77   0   0
6456.77   0   0
6457.77   0   0
6458.77   0   0
6459.77   0   0
6460.77   0   0
6461.77   0   0
6462.77   0   0
6463.77   0   0
6464.77   0   0
6465.77   0   0
6466.77   0   0
6467.77   0   0
6468.77   0   0
6469.77   0   0
6470.78   0   0
6471.78   0   0
6472.78   0   0
6473.78   0   0
6474.78   0   0
6475.78   0   0
6476.78   0   0
6477.78   0   0
6478.78   0   0
6479.78   0   0
6480.78   0   0
6481.78   0   0
6482.78   0   0
6483.78   0   0
6484.78   0   0
6485.78   0   0
6486.78   0   0
6487.78   0   0
6488.78   0   0
6489.78   0   0
6490.78   0   0
6491.78   0   0
6492.78   0   0
6493.78   0   0
6494.78   0   0
6495.78   0   0
6496.78   0   0
6497.78   0   0
6498.78   0   0
6499.78   0   0
6500.78   0   0
6501.78   0   0
6502.78   0   0
6503.78   0   0
6504.78   0   0
6505.78   0   0
6506.78   0   0
6507.78   0   0
6508.78   0   0
6509.78   0   0
6510.78   0   0
6511.78   0   0
6512.78   0   0
6513.78   0   0
6514.78   0   0
6515.78   0   0
6516.78   0   0
6517.78   0   0
6518.78   0   0
6519.78   0   0
6520.78   0   0
6521.78   0   0
6522.78   0   0
6523.78   0   0
6524.78   0   0
6525.78   0   0
6526.78   0   0
6527.78   0   0
6528.78   0   0
6529.78   0   0
6530.78   0   0
6531.78   0   0
6532.78   0   0
6533.78   0   0
6534.78   0   0
6535.78   0   0
6536.78   0   0
6537.78   0   0
6538.79   0   0
6539.79   0   0
6540.79   0   0
6541.79   0   0
6542.79   0   0
6543.79   0   0
6544.79   0   0
6545.79   0   0
6546.79   0   0
6547.79   0   0
6548.79   0   0
6549.79   0   0
6550.79   0   0
6551.79   0   0
6552.79   0   0
6553.79   0   0
6554.79   0   0
6555.79   0   0
6556.79   0   0
6557.79   0   0
6558.79   0   0
6559.79   0   0
6560.79   0   0
6561.79   0   0
6562.79   0   0
6563.79   0   0
6564.79   0   0
6565.79   0   0
6566.79   0   0
6567.79   0   0
6568.79   0   0
6569.79   0   0
6570.79   0   0
6571.79   0   0
6572.79   0   0
6573.79   0   0
6574.79   0   0
6575.79   0   0
6576.79   0   0
6577.79   0   0
6578.79   0   0
6579.79   0   0
6580.79   0   0
6581.79   0   0
6582.79   0   0
6583.79   0   0
6584.79   0   0
6585.79   0   0
6586.79   0   0
6587.79   0   0
6588.79   0   0
6589.79   0   0
6590.79   0   0
6591.79   0   0
6592.79   0   0
6593.79   0   0
6594.79   0   0
6595.79   0   0
6596.79   0   0
6597.79   0   0
6598.79   0   0
6599.79   0   0
6600.79   0   0
6601.79   0   0
6602.79   0   0
6603.79   0   0
6604.79   0   0
6605.79   0   0
6606.8   0   0
6607.8   0   0
6608.8   0   0
6609.8   0   0
6610.8   0   0
6611.8   0   0
6612.8   0   0
6613.8   0   0
6614.8   0   0
6615.8   0   0
6616.8   0   0
6617.8   0   0
6618.8   0   0
6619.8   0   0
6620.8   0   0
6621.8   0   0
6622.8   0   0
6623.8   0   0
6624.8   0   0
6625.8   0   0
6626.8   0   0
6627.8   0   0
6628.8   0   0
6629.8   0   0
6630.8   0   0
6631.8   0   0
6632.8   0   0
6633.8   0   0
6634.8   0   0
6635.8   0   0
6636.8   0   0
6637.8   0   0
6638.8   0   0
6639.8   0   0
6640.8   0   0
6641.8   0   0
6642.8   0   0
6643.8   0   0
6644.8   0   0
6645.8   0   0
6646.8   0   0
6647.8   0   0
6648.8   0   0
6649.8   0   0
6650.8   0   0
6651.8   0   0
6652.8   0   0
6653.8   0   0
6654.8   0   0
6655.8   0   0
6656.8   0   0
6657.8   0   0
6658.8   0   0
6659.8   0   0
6660.8   0   0
6661.8   0   0
6662.8   0   0
6663.8   0   0
6664.8   0   0
6665.8   0   0
6666.8   0   0
6667.8   0   0
6668.8   0   0
6669.8   0   0
6670.8   0   0
6671.8   0   0
6672.8   0   0
6673.8   0   0
6674.81   0   0
6675.81   0   0
6676.81   0   0
6677.81   0   0
6678.81   0   0
6679.81   0   0
6680.81   0   0
6681.81   0   0
6682.81   0   0
6683.81   0   0
6684.81   0   0
6685.81   0   0
6686.81   0   0
6687.81   0   0
6688.81   0   0
6689.81   0   0
6690.81   0   0
6691.81   0   0
6692.81   0   0
6693.81   0   0
6694.81   0   0
6695.81   0   0
6696.81   0   0
6697.81   0   0
6698.81   0   0
6699.81   0   0
6700.81   0   0
6701.81   0   0
6702.81   0   0
6703.81   0   0
6704.81   0   0
6705.81   0   0
6706.81   0   0
6707.81   0   0
6708.81   0   0
6709.81   0   0
6710.81   0   0
6711.81   0   0
6712.81   0   0
6713.81   0   0
6714.81   0   0
6715.81   0   0
6716.81   0   0
6717.81   0   0
6718.81   0   0
6719.81   0   0
6720.81   0   0
6721.81   0   0
6722.81   0   0
6723.81   0   0
6724.81   0   0
6725.81   0   0
6726.81   0   0
6727.81   0   0
6728.81   0   0
6729.81   0   0
6730.81   0   0
6731.81   0   0
6732.81   0   0
6733.81   0   0
6734.81   0   0
6735.81   0   0
6736.81   0   0
6737.81   0   0
6738.81   0   0
6739.81   0   0
6740.81   0   0
6741.81   0   0
6742.82   0   0
6743.82   0   0
6744.82   0   0
6745.82   0   0
6746.82   0   0
6747.82   0   0
6748.82   0   0
6749.82   0   0
6750.82   0   0
6751.82   0   0
6752.82   0   0
6753.82   0   0
6754.82   0   0
6755.82   0   0
6756.82   0   0
6757.82   0   0
6758.82   0   0
6759.82   0   0
6760.82   0   0
6761.82   0   0
6762.82   0   0
6763.82   0   0
6764.82   0   0
6765.82   0   0
6766.82   0   0
6767.82   0   0
6768.82   0   0
6769.82   0   0
6770.82   0   0
6771.82   0   0
6772.82   0   0
6773.82   0   0
6774.82   0   0
6775.82   0   0
6776.82   0   0
6777.82   0   0
6778.82   0   0
6779.82   0   0
6780.82   0   0
6781.82   0   0
6782.82   0   0
6783.82   0   0
6784.82   0   0
6785.82   0   0
6786.82   0   0
6787.82   0   0
6788.82   0   0
6789.82   0   0
6790.82   0   0
6791.82   0   0
6792.82   0   0
6793.82   0   0
6794.82   0   0
6795.82   0   0
6796.82   0   0
6797.82   0   0
6798.82   0   0
6799.82   0   0
6800.82   0   0
6801.82   0   0
6802.82   0   0
6803.82   0   0
6804.82   0   0
6805.82   0   0
6806.82   0   0
6807.82   0   0
6808.82   0   0
6809.82   0   0
6810.83   0   0
6811.83   0   0
6812.83   0   0
6813.83   0   0
6814.83   0   0
6815.83   0   0
6816.83   0   0
6817.83   0   0
6818.83   0   0
6819.83   0   0
6820.83   0   0
6821.83   0   0
6822.83   0   0
6823.83   0   0
6824.83   0   0
6825.83   0   0
6826.83   0   0
6827.83   0   0
6828.83   0   0
6829.83   0   0
6830.83   0   0
6831.83   0   0
6832.83   0   0
6833.83   0   0
6834.83   0   0
6835.83   0   0
6836.83   0   0
6837.83   0   0
6838.83   0   0
6839.83   0   0
6840.83   0   0
6841.83   0   0
6842.83   0   0
6843.83   0   0
6844.83   0   0
6845.83   0   0
6846.83   0   0
6847.83   0   0
6848.83   0   0
6849.83   0   0
6850.83   0   0
6851.83   0   0
6852.83   0   0
6853.83   0   0
6854.83   0   0
6855.83   0   0
6856.83   0   0
6857.83   0   0
6858.83   0   0
6859.83   0   0
6860.83   0   0
6861.83   0   0
6862.83   0   0
6863.83   0   0
6864.83   0   0
6865.83   0   0
6866.83   0   0
6867.83   0   0
6868.83   0   0
6869.83   0   0
6870.83   0   0
6871.83   0   0
6872.83   0   0
6873.83   0   0
6874.83   0   0
6875.83   0   0
6876.83   0   0
6877.83   0   0
6878.84   0   0
6879.84   0   0
6880.84   0   0
6881.84   0   0
6882.84   0   0
6883.84   0   0
6884.84   0   0
6885.84   0   0
6886.84   0   0
6887.84   0   0
6888.84   0   0
6889.84   0   0
6890.84   0   0
6891.84   0   0
6892.84   0   0
6893.84   0   0
6894.84   0   0
6895.84   0   0
6896.84   0   0
6897.84   0   0
6898.84   0   0
6899.84   0   0
6900.84   0   0
6901.84   0   0
6902.84   0   0
6903.84   0   0
6904.84   0   0
6905.84   0   0
6906.84   0   0
6907.84   0   0
6908.84   0   0
6909.84   0   0
6910.84   0   0
6911.84   0   0
6912.84   0   0
6913.84   0   0
6914.84   0   0
6915.84   0   0
6916.84   0   0
6917.84   0   0
6918.84   0   0
6919.84   0   0
6920.84   0   0
6921.84   0   0
6922.84   0   0
6923.84   0   0
6924.84   0   0
6925.84   0   0
6926.84   0   0
6927.84   0   0
6928.84   0   0
6929.84   0   0
6930.84   0   0
6931.84   0   0
6932.84   0   0
6933.84   0   0
6934.84   0   0
6935.84   0   0
6936.84   0   0
6937.84   0   0
6938.84   0   0
6939.84   0   0
6940.84   0   0
6941.84   0   0
6942.84   0   0
6943.84   0   0
6944.84   0   0
6945.84   0   0
