0 Branching ratio for CH3OH      Total        2 branches
Lambda        Total        CH3/OH            CH3O/H
1735.08    4.13E-19    2.07E-19    2.07E-19
1736.08    4.17E-19    2.08E-19    2.08E-19
1737.08    4.20E-19    2.10E-19    2.10E-19
1738.08    4.23E-19    2.11E-19    2.11E-19
1739.08    4.26E-19    2.13E-19    2.13E-19
1740.08    4.29E-19    2.15E-19    2.15E-19
1741.08    4.32E-19    2.16E-19    2.16E-19
1742.08    4.36E-19    2.18E-19    2.18E-19
1743.08    4.39E-19    2.20E-19    2.20E-19
1744.08    4.42E-19    2.21E-19    2.21E-19
1745.08    4.46E-19    2.23E-19    2.23E-19
1746.08    4.49E-19    2.24E-19    2.24E-19
1747.08    4.52E-19    2.26E-19    2.26E-19
1748.08    4.55E-19    2.28E-19    2.28E-19
1749.08    4.59E-19    2.29E-19    2.29E-19
1750.08    4.62E-19    2.31E-19    2.31E-19
1751.08    4.65E-19    2.33E-19    2.33E-19
1752.08    4.69E-19    2.34E-19    2.34E-19
1753.08    4.72E-19    2.36E-19    2.36E-19
1754.08    4.75E-19    2.38E-19    2.38E-19
1755.08    4.78E-19    2.39E-19    2.39E-19
1756.08    4.81E-19    2.41E-19    2.41E-19
1757.08    4.85E-19    2.42E-19    2.42E-19
1758.08    4.88E-19    2.44E-19    2.44E-19
1759.08    4.91E-19    2.46E-19    2.46E-19
1760.08    4.94E-19    2.47E-19    2.47E-19
1761.08    4.97E-19    2.49E-19    2.49E-19
1762.08    5.01E-19    2.50E-19    2.50E-19
1763.08    5.04E-19    2.52E-19    2.52E-19
1764.08    5.07E-19    2.54E-19    2.54E-19
1765.08    5.10E-19    2.55E-19    2.55E-19
1766.08    5.14E-19    2.57E-19    2.57E-19
1767.08    5.17E-19    2.58E-19    2.58E-19
1768.08    5.20E-19    2.60E-19    2.60E-19
1769.08    5.23E-19    2.62E-19    2.62E-19
1770.08    5.27E-19    2.63E-19    2.63E-19
1771.08    5.30E-19    2.65E-19    2.65E-19
1772.08    5.33E-19    2.66E-19    2.66E-19
1773.08    5.36E-19    2.68E-19    2.68E-19
1774.08    5.39E-19    2.69E-19    2.69E-19
1775.08    5.42E-19    2.71E-19    2.71E-19
1776.08    5.45E-19    2.72E-19    2.72E-19
1777.08    5.47E-19    2.74E-19    2.74E-19
1778.09    5.50E-19    2.75E-19    2.75E-19
1779.09    5.53E-19    2.77E-19    2.77E-19
1780.09    5.56E-19    2.78E-19    2.78E-19
1781.09    5.59E-19    2.80E-19    2.80E-19
1782.09    5.61E-19    2.81E-19    2.81E-19
1783.09    5.65E-19    2.82E-19    2.82E-19
1784.09    5.67E-19    2.84E-19    2.84E-19
1785.09    5.70E-19    2.85E-19    2.85E-19
1786.09    5.73E-19    2.86E-19    2.86E-19
1787.09    5.76E-19    2.88E-19    2.88E-19
1788.09    5.78E-19    2.89E-19    2.89E-19
1789.09    5.81E-19    2.90E-19    2.90E-19
1790.09    5.84E-19    2.92E-19    2.92E-19
1791.09    5.86E-19    2.93E-19    2.93E-19
1792.09    5.89E-19    2.94E-19    2.94E-19
1793.09    5.92E-19    2.96E-19    2.96E-19
1794.09    5.94E-19    2.97E-19    2.97E-19
1795.09    5.96E-19    2.98E-19    2.98E-19
1796.09    5.99E-19    2.99E-19    2.99E-19
1797.09    6.01E-19    3.01E-19    3.01E-19
1798.09    6.03E-19    3.02E-19    3.02E-19
1799.09    6.05E-19    3.03E-19    3.03E-19
1800.09    6.08E-19    3.04E-19    3.04E-19
1801.09    6.10E-19    3.05E-19    3.05E-19
1802.09    6.12E-19    3.06E-19    3.06E-19
1803.09    6.13E-19    3.07E-19    3.07E-19
1804.09    6.16E-19    3.08E-19    3.08E-19
1805.09    6.18E-19    3.09E-19    3.09E-19
1806.09    6.19E-19    3.10E-19    3.10E-19
1807.09    6.21E-19    3.11E-19    3.11E-19
1808.09    6.23E-19    3.12E-19    3.12E-19
1809.09    6.25E-19    3.13E-19    3.13E-19
1810.09    6.27E-19    3.13E-19    3.13E-19
1811.09    6.28E-19    3.14E-19    3.14E-19
1812.09    6.30E-19    3.15E-19    3.15E-19
1813.09    6.31E-19    3.16E-19    3.16E-19
1814.09    6.33E-19    3.16E-19    3.16E-19
1815.09    6.34E-19    3.17E-19    3.17E-19
1816.09    6.36E-19    3.18E-19    3.18E-19
1817.09    6.37E-19    3.19E-19    3.19E-19
1818.09    6.38E-19    3.19E-19    3.19E-19
1819.09    6.39E-19    3.20E-19    3.20E-19
1820.09    6.41E-19    3.20E-19    3.20E-19
1821.09    6.42E-19    3.21E-19    3.21E-19
1822.09    6.43E-19    3.21E-19    3.21E-19
1823.09    6.44E-19    3.22E-19    3.22E-19
1824.09    6.45E-19    3.22E-19    3.22E-19
1825.09    6.46E-19    3.23E-19    3.23E-19
1826.09    6.46E-19    3.23E-19    3.23E-19
1827.09    6.47E-19    3.24E-19    3.24E-19
1828.09    6.48E-19    3.24E-19    3.24E-19
1829.09    6.48E-19    3.24E-19    3.24E-19
1830.09    6.49E-19    3.24E-19    3.24E-19
1831.09    6.49E-19    3.25E-19    3.25E-19
1832.09    6.50E-19    3.25E-19    3.25E-19
1833.09    6.50E-19    3.25E-19    3.25E-19
1834.09    6.50E-19    3.25E-19    3.25E-19
1835.09    6.50E-19    3.25E-19    3.25E-19
1836.09    6.50E-19    3.25E-19    3.25E-19
1837.09    6.50E-19    3.25E-19    3.25E-19
1838.09    6.50E-19    3.25E-19    3.25E-19
1839.09    6.50E-19    3.25E-19    3.25E-19
1840.09    6.50E-19    3.25E-19    3.25E-19
1841.09    6.49E-19    3.25E-19    3.25E-19
1842.09    6.49E-19    3.24E-19    3.24E-19
1843.09    6.48E-19    3.24E-19    3.24E-19
1844.09    6.48E-19    3.24E-19    3.24E-19
1845.09    6.47E-19    3.24E-19    3.24E-19
1846.1    6.47E-19    3.23E-19    3.23E-19
1847.1    6.46E-19    3.23E-19    3.23E-19
1848.1    6.46E-19    3.23E-19    3.23E-19
1849.1    6.45E-19    3.22E-19    3.22E-19
1850.1    6.44E-19    3.22E-19    3.22E-19
1851.1    6.43E-19    3.21E-19    3.21E-19
1852.1    6.42E-19    3.21E-19    3.21E-19
1853.1    6.41E-19    3.20E-19    3.20E-19
1854.1    6.40E-19    3.20E-19    3.20E-19
1855.1    6.38E-19    3.19E-19    3.19E-19
1856.1    6.37E-19    3.18E-19    3.18E-19
1857.1    6.35E-19    3.18E-19    3.18E-19
1858.1    6.34E-19    3.17E-19    3.17E-19
1859.1    6.32E-19    3.16E-19    3.16E-19
1860.1    6.30E-19    3.15E-19    3.15E-19
1861.1    6.28E-19    3.14E-19    3.14E-19
1862.1    6.26E-19    3.13E-19    3.13E-19
1863.1    6.24E-19    3.12E-19    3.12E-19
1864.1    6.23E-19    3.11E-19    3.11E-19
1865.1    6.20E-19    3.10E-19    3.10E-19
1866.1    6.18E-19    3.09E-19    3.09E-19
1867.1    6.16E-19    3.08E-19    3.08E-19
1868.1    6.14E-19    3.07E-19    3.07E-19
1869.1    6.11E-19    3.06E-19    3.06E-19
1870.1    6.09E-19    3.04E-19    3.04E-19
1871.1    6.06E-19    3.03E-19    3.03E-19
1872.1    6.04E-19    3.02E-19    3.02E-19
1873.1    6.01E-19    3.00E-19    3.00E-19
1874.1    5.98E-19    2.99E-19    2.99E-19
1875.1    5.95E-19    2.98E-19    2.98E-19
1876.1    5.92E-19    2.96E-19    2.96E-19
1877.1    5.89E-19    2.95E-19    2.95E-19
1878.1    5.86E-19    2.93E-19    2.93E-19
1879.1    5.83E-19    2.92E-19    2.92E-19
1880.1    5.80E-19    2.90E-19    2.90E-19
1881.1    5.77E-19    2.88E-19    2.88E-19
1882.1    5.74E-19    2.87E-19    2.87E-19
1883.1    5.70E-19    2.85E-19    2.85E-19
1884.1    5.67E-19    2.83E-19    2.83E-19
1885.1    5.63E-19    2.82E-19    2.82E-19
1886.1    5.60E-19    2.80E-19    2.80E-19
1887.1    5.56E-19    2.78E-19    2.78E-19
1888.1    5.53E-19    2.76E-19    2.76E-19
1889.1    5.49E-19    2.75E-19    2.75E-19
1890.1    5.45E-19    2.73E-19    2.73E-19
1891.1    5.42E-19    2.71E-19    2.71E-19
1892.1    5.38E-19    2.69E-19    2.69E-19
1893.1    5.34E-19    2.67E-19    2.67E-19
1894.1    5.30E-19    2.65E-19    2.65E-19
1895.1    5.26E-19    2.63E-19    2.63E-19
1896.1    5.22E-19    2.61E-19    2.61E-19
1897.1    5.18E-19    2.59E-19    2.59E-19
1898.1    5.14E-19    2.57E-19    2.57E-19
1899.1    5.10E-19    2.55E-19    2.55E-19
1900.1    5.06E-19    2.53E-19    2.53E-19
1901.1    5.02E-19    2.51E-19    2.51E-19
1902.1    4.97E-19    2.49E-19    2.49E-19
1903.1    4.93E-19    2.46E-19    2.46E-19
1904.1    4.89E-19    2.44E-19    2.44E-19
1905.1    4.84E-19    2.42E-19    2.42E-19
1906.1    4.80E-19    2.40E-19    2.40E-19
1907.1    4.75E-19    2.37E-19    2.37E-19
1908.1    4.70E-19    2.35E-19    2.35E-19
1909.1    4.66E-19    2.33E-19    2.33E-19
1910.1    4.61E-19    2.30E-19    2.30E-19
1911.1    4.56E-19    2.28E-19    2.28E-19
1912.1    4.51E-19    2.26E-19    2.26E-19
1913.1    4.46E-19    2.23E-19    2.23E-19
1914.11    4.42E-19    2.21E-19    2.21E-19
1915.11    4.37E-19    2.18E-19    2.18E-19
1916.11    4.32E-19    2.16E-19    2.16E-19
1917.11    4.27E-19    2.13E-19    2.13E-19
1918.11    4.22E-19    2.11E-19    2.11E-19
1919.11    4.17E-19    2.08E-19    2.08E-19
1920.11    4.12E-19    2.06E-19    2.06E-19
1921.11    4.07E-19    2.03E-19    2.03E-19
1922.11    4.02E-19    2.01E-19    2.01E-19
1923.11    3.97E-19    1.98E-19    1.98E-19
1924.11    3.92E-19    1.96E-19    1.96E-19
1925.11    3.87E-19    1.93E-19    1.93E-19
1926.11    3.81E-19    1.91E-19    1.91E-19
1927.11    3.76E-19    1.88E-19    1.88E-19
1928.11    3.71E-19    1.86E-19    1.86E-19
1929.11    3.66E-19    1.83E-19    1.83E-19
1930.11    3.61E-19    1.80E-19    1.80E-19
1931.11    3.56E-19    1.78E-19    1.78E-19
1932.11    3.51E-19    1.75E-19    1.75E-19
1933.11    3.46E-19    1.73E-19    1.73E-19
1934.11    3.40E-19    1.70E-19    1.70E-19
1935.11    3.35E-19    1.68E-19    1.68E-19
1936.11    3.30E-19    1.65E-19    1.65E-19
1937.11    3.25E-19    1.62E-19    1.62E-19
1938.11    3.20E-19    1.60E-19    1.60E-19
1939.11    3.14E-19    1.57E-19    1.57E-19
1940.11    3.09E-19    1.55E-19    1.55E-19
1941.11    3.04E-19    1.52E-19    1.52E-19
1942.11    2.99E-19    1.50E-19    1.50E-19
1943.11    2.94E-19    1.47E-19    1.47E-19
1944.11    2.89E-19    1.45E-19    1.45E-19
1945.11    2.84E-19    1.42E-19    1.42E-19
1946.11    2.79E-19    1.40E-19    1.40E-19
1947.11    2.74E-19    1.37E-19    1.37E-19
1948.11    2.70E-19    1.35E-19    1.35E-19
1949.11    2.65E-19    1.32E-19    1.32E-19
1950.11    2.60E-19    1.30E-19    1.30E-19
1951.11    2.55E-19    1.28E-19    1.28E-19
1952.11    2.50E-19    1.25E-19    1.25E-19
1953.11    2.45E-19    1.23E-19    1.23E-19
1954.11    2.41E-19    1.20E-19    1.20E-19
1955.11    2.36E-19    1.18E-19    1.18E-19
1956.11    2.31E-19    1.16E-19    1.16E-19
1957.11    2.27E-19    1.13E-19    1.13E-19
1958.11    2.22E-19    1.11E-19    1.11E-19
1959.11    2.17E-19    1.09E-19    1.09E-19
1960.11    2.13E-19    1.07E-19    1.07E-19
1961.11    2.09E-19    1.04E-19    1.04E-19
1962.11    2.04E-19    1.02E-19    1.02E-19
1963.11    2.00E-19    1.00E-19    1.00E-19
1964.11    1.96E-19    9.78E-20    9.78E-20
1965.11    1.91E-19    9.57E-20    9.57E-20
1966.11    1.87E-19    9.36E-20    9.36E-20
1967.11    1.83E-19    9.15E-20    9.15E-20
1968.11    1.79E-19    8.94E-20    8.94E-20
1969.11    1.75E-19    8.75E-20    8.75E-20
1970.11    1.71E-19    8.55E-20    8.55E-20
1971.11    1.67E-19    8.35E-20    8.35E-20
1972.11    1.63E-19    8.16E-20    8.16E-20
1973.11    1.60E-19    7.98E-20    7.98E-20
1974.11    1.56E-19    7.79E-20    7.79E-20
1975.11    1.52E-19    7.60E-20    7.60E-20
1976.11    1.49E-19    7.43E-20    7.43E-20
1977.11    1.45E-19    7.25E-20    7.25E-20
1978.11    1.41E-19    7.07E-20    7.07E-20
1979.11    1.38E-19    6.90E-20    6.90E-20
1980.11    1.35E-19    6.73E-20    6.73E-20
1981.11    1.31E-19    6.57E-20    6.57E-20
1982.12    1.28E-19    6.40E-20    6.40E-20
1983.12    1.25E-19    6.24E-20    6.24E-20
1984.12    1.22E-19    6.08E-20    6.08E-20
1985.12    1.18E-19    5.92E-20    5.92E-20
1986.12    1.15E-19    5.77E-20    5.77E-20
1987.12    1.12E-19    5.62E-20    5.62E-20
1988.12    1.09E-19    5.47E-20    5.47E-20
1989.12    1.06E-19    5.32E-20    5.32E-20
1990.12    1.04E-19    5.18E-20    5.18E-20
1991.12    1.01E-19    5.05E-20    5.05E-20
1992.12    9.83E-20    4.91E-20    4.91E-20
1993.12    9.56E-20    4.78E-20    4.78E-20
1994.12    9.31E-20    4.66E-20    4.66E-20
1995.12    9.07E-20    4.53E-20    4.53E-20
1996.12    8.82E-20    4.41E-20    4.41E-20
1997.12    8.57E-20    4.29E-20    4.29E-20
1998.12    8.36E-20    4.18E-20    4.18E-20
1999.12    8.13E-20    4.07E-20    4.07E-20
2000.12    7.90E-20    3.95E-20    3.95E-20
2001.12    7.67E-20    3.84E-20    3.84E-20
2002.12    7.45E-20    3.72E-20    3.72E-20
2003.12    7.25E-20    3.62E-20    3.62E-20
2004.12    7.04E-20    3.52E-20    3.52E-20
2005.12    6.84E-20    3.42E-20    3.42E-20
2006.12    6.65E-20    3.32E-20    3.32E-20
2007.12    6.46E-20    3.23E-20    3.23E-20
2008.12    6.29E-20    3.14E-20    3.14E-20
2009.12    6.10E-20    3.05E-20    3.05E-20
2010.12    5.92E-20    2.96E-20    2.96E-20
2011.12    5.74E-20    2.87E-20    2.87E-20
2012.12    5.57E-20    2.78E-20    2.78E-20
2013.12    5.40E-20    2.70E-20    2.70E-20
2014.12    5.24E-20    2.62E-20    2.62E-20
2015.12    5.07E-20    2.54E-20    2.54E-20
2016.12    4.91E-20    2.45E-20    2.45E-20
2017.12    4.77E-20    2.38E-20    2.38E-20
2018.12    4.63E-20    2.31E-20    2.31E-20
2019.12    4.50E-20    2.25E-20    2.25E-20
2020.12    4.35E-20    2.18E-20    2.18E-20
2021.12    4.22E-20    2.11E-20    2.11E-20
2022.12    4.11E-20    2.05E-20    2.05E-20
2023.12    3.99E-20    2.00E-20    2.00E-20
2024.12    3.86E-20    1.93E-20    1.93E-20
2025.12    3.74E-20    1.87E-20    1.87E-20
2026.12    3.63E-20    1.82E-20    1.82E-20
2027.12    3.51E-20    1.76E-20    1.76E-20
2028.12    3.40E-20    1.70E-20    1.70E-20
2029.12    3.30E-20    1.65E-20    1.65E-20
2030.12    3.20E-20    1.60E-20    1.60E-20
2031.12    3.09E-20    1.55E-20    1.55E-20
2032.12    3.00E-20    1.50E-20    1.50E-20
2033.12    2.89E-20    1.44E-20    1.44E-20
2034.12    2.80E-20    1.40E-20    1.40E-20
2035.12    2.71E-20    1.36E-20    1.36E-20
2036.12    2.63E-20    1.32E-20    1.32E-20
2037.12    2.55E-20    1.27E-20    1.27E-20
2038.12    2.46E-20    1.23E-20    1.23E-20
2039.12    2.38E-20    1.19E-20    1.19E-20
2040.12    2.31E-20    1.15E-20    1.15E-20
2041.12    2.23E-20    1.11E-20    1.11E-20
2042.12    2.16E-20    1.08E-20    1.08E-20
2043.12    2.08E-20    1.04E-20    1.04E-20
2044.12    2.01E-20    1.01E-20    1.01E-20
2045.12    1.95E-20    9.74E-21    9.74E-21
2046.12    1.87E-20    9.34E-21    9.34E-21
2047.12    1.81E-20    9.07E-21    9.07E-21
2048.12    1.75E-20    8.74E-21    8.74E-21
2049.12    1.69E-20    8.44E-21    8.44E-21
2050.13    1.65E-20    8.23E-21    8.23E-21
2051.13    1.58E-20    7.92E-21    7.92E-21
2052.13    1.55E-20    7.73E-21    7.73E-21
2053.13    1.49E-20    7.45E-21    7.45E-21
2054.13    1.44E-20    7.20E-21    7.20E-21
2055.13    1.40E-20    6.98E-21    6.98E-21
2056.13    1.35E-20    6.75E-21    6.75E-21
2057.13    1.31E-20    6.56E-21    6.56E-21
2058.13    1.26E-20    6.32E-21    6.32E-21
2059.13    1.22E-20    6.11E-21    6.11E-21
2060.13    1.17E-20    5.86E-21    5.86E-21
2061.13    1.13E-20    5.66E-21    5.66E-21
2062.13    1.09E-20    5.47E-21    5.47E-21
2063.13    1.05E-20    5.24E-21    5.24E-21
2064.13    1.02E-20    5.10E-21    5.10E-21
2065.13    9.84E-21    4.92E-21    4.92E-21
2066.13    9.51E-21    4.75E-21    4.75E-21
2067.13    9.23E-21    4.61E-21    4.61E-21
2068.13    8.81E-21    4.40E-21    4.40E-21
2069.13    8.44E-21    4.22E-21    4.22E-21
2070.13    8.11E-21    4.06E-21    4.06E-21
2071.13    7.74E-21    3.87E-21    3.87E-21
2072.13    7.37E-21    3.68E-21    3.68E-21
2073.13    7.21E-21    3.60E-21    3.60E-21
2074.13    7.05E-21    3.52E-21    3.52E-21
2075.13    6.91E-21    3.46E-21    3.46E-21
2076.13    6.81E-21    3.41E-21    3.41E-21
2077.13    6.67E-21    3.34E-21    3.34E-21
2078.13    6.49E-21    3.25E-21    3.25E-21
2079.13    6.46E-21    3.23E-21    3.23E-21
2080.13    6.29E-21    3.14E-21    3.14E-21
2081.13    6.23E-21    3.11E-21    3.11E-21
2082.13    6.12E-21    3.06E-21    3.06E-21
2083.13    6.02E-21    3.01E-21    3.01E-21
2084.13    5.81E-21    2.91E-21    2.91E-21
2085.13    5.51E-21    2.75E-21    2.75E-21
2086.13    5.26E-21    2.63E-21    2.63E-21
2087.13    5.12E-21    2.56E-21    2.56E-21
2088.13    4.94E-21    2.47E-21    2.47E-21
2089.13    4.76E-21    2.38E-21    2.38E-21
2090.13    4.60E-21    2.30E-21    2.30E-21
2091.13    4.51E-21    2.25E-21    2.25E-21
2092.13    4.28E-21    2.14E-21    2.14E-21
2093.13    4.19E-21    2.09E-21    2.09E-21
2094.13    4.08E-21    2.04E-21    2.04E-21
2095.13    3.90E-21    1.95E-21    1.95E-21
2096.13    3.99E-21    2.00E-21    2.00E-21
2097.13    3.93E-21    1.97E-21    1.97E-21
2098.13    3.92E-21    1.96E-21    1.96E-21
2099.13    3.67E-21    1.84E-21    1.84E-21
2100.13    3.67E-21    1.84E-21    1.84E-21
2101.13    3.72E-21    1.86E-21    1.86E-21
2102.13    3.63E-21    1.82E-21    1.82E-21
2103.13    3.45E-21    1.73E-21    1.73E-21
2104.13    3.26E-21    1.63E-21    1.63E-21
2105.13    3.08E-21    1.54E-21    1.54E-21
2106.13    3.05E-21    1.53E-21    1.53E-21
2107.13    2.99E-21    1.50E-21    1.50E-21
2108.13    2.91E-21    1.45E-21    1.45E-21
2109.13    2.78E-21    1.39E-21    1.39E-21
2110.13    2.83E-21    1.41E-21    1.41E-21
2111.13    2.69E-21    1.34E-21    1.34E-21
2112.13    2.60E-21    1.30E-21    1.30E-21
2113.13    2.50E-21    1.25E-21    1.25E-21
2114.13    2.41E-21    1.21E-21    1.21E-21
2115.13    2.33E-21    1.16E-21    1.16E-21
2116.13    2.28E-21    1.14E-21    1.14E-21
2117.13    2.13E-21    1.06E-21    1.06E-21
2118.14    2.06E-21    1.03E-21    1.03E-21
2119.14    1.97E-21    9.85E-22    9.85E-22
2120.14    1.86E-21    9.32E-22    9.32E-22
2121.14    1.86E-21    9.29E-22    9.29E-22
2122.14    1.78E-21    8.92E-22    8.92E-22
2123.14    1.75E-21    8.74E-22    8.74E-22
2124.14    1.66E-21    8.30E-22    8.30E-22
2125.14    1.51E-21    7.56E-22    7.56E-22
2126.14    1.48E-21    7.41E-22    7.41E-22
2127.14    1.44E-21    7.20E-22    7.20E-22
2128.14    1.48E-21    7.39E-22    7.39E-22
2129.14    1.25E-21    6.25E-22    6.25E-22
2130.14    9.34E-22    4.67E-22    4.67E-22
2131.14    8.63E-22    4.32E-22    4.32E-22
2132.14    9.51E-22    4.76E-22    4.76E-22
2133.14    1.08E-21    5.41E-22    5.41E-22
2134.14    1.01E-21    5.04E-22    5.04E-22
2135.14    1.06E-21    5.28E-22    5.28E-22
2136.14    9.79E-22    4.90E-22    4.90E-22
2137.14    9.15E-22    4.58E-22    4.58E-22
2138.14    9.45E-22    4.73E-22    4.73E-22
2139.14    8.91E-22    4.45E-22    4.45E-22
2140.14    8.50E-22    4.25E-22    4.25E-22
2141.14    8.00E-22    4.00E-22    4.00E-22
2142.14    7.31E-22    3.66E-22    3.66E-22
2143.14    7.14E-22    3.57E-22    3.57E-22
2144.14    5.91E-22    2.96E-22    2.96E-22
2145.14    5.35E-22    2.68E-22    2.68E-22
2146.14    7.07E-22    3.53E-22    3.53E-22
2147.14    6.82E-22    3.41E-22    3.41E-22
2148.14    6.26E-22    3.13E-22    3.13E-22
2149.14    5.77E-22    2.89E-22    2.89E-22
2150.14    6.21E-22    3.11E-22    3.11E-22
2151.14    6.21E-22    3.10E-22    3.10E-22
2152.14    6.21E-22    3.11E-22    3.11E-22
2153.14    5.73E-22    2.87E-22    2.87E-22
2154.14    4.73E-22    2.36E-22    2.36E-22
2155.14    4.06E-22    2.03E-22    2.03E-22
2156.14    3.71E-22    1.86E-22    1.86E-22
2157.14    3.74E-22    1.87E-22    1.87E-22
2158.14    3.97E-22    1.99E-22    1.99E-22
2159.14    3.67E-22    1.83E-22    1.83E-22
2160.14    4.20E-22    2.10E-22    2.10E-22
2161.14    3.21E-22    1.60E-22    1.60E-22
2162.14    1.59E-22    7.93E-23    7.93E-23
2163.14    1.55E-22    7.76E-23    7.76E-23
2164.14    1.99E-22    9.96E-23    9.96E-23
2165.14    2.23E-22    1.12E-22    1.12E-22
2166.14    1.50E-22    7.48E-23    7.48E-23
2167.14    1.42E-22    7.10E-23    7.10E-23
2168.14    2.05E-22    1.03E-22    1.03E-22
2169.14    2.13E-22    1.07E-22    1.07E-22
2170.14    3.98E-22    1.99E-22    1.99E-22
2171.14    5.10E-22    2.55E-22    2.55E-22
2172.14    4.61E-22    2.31E-22    2.31E-22
2173.14    5.25E-22    2.63E-22    2.63E-22
2174.14    4.31E-22    2.15E-22    2.15E-22
2175.14    3.41E-22    1.71E-22    1.71E-22
2176.14    2.89E-22    1.44E-22    1.44E-22
2177.14    2.84E-22    1.42E-22    1.42E-22
2178.14    2.98E-22    1.49E-22    1.49E-22
2179.14    3.27E-22    1.64E-22    1.64E-22
2180.14    3.51E-22    1.76E-22    1.76E-22
2181.14    3.77E-22    1.89E-22    1.89E-22
2182.14    3.66E-22    1.83E-22    1.83E-22
2183.14    3.92E-22    1.96E-22    1.96E-22
2184.14    4.16E-22    2.08E-22    2.08E-22
2185.14    3.83E-22    1.92E-22    1.92E-22
2186.15    2.85E-22    1.43E-22    1.43E-22
2187.15    4.22E-22    2.11E-22    2.11E-22
2188.15    4.61E-22    2.31E-22    2.31E-22
2189.15    3.53E-22    1.77E-22    1.77E-22
2190.15    3.01E-22    1.51E-22    1.51E-22
2191.15    2.28E-22    1.14E-22    1.14E-22
2192.15    1.94E-22    9.69E-23    9.69E-23
2193.15    1.82E-22    9.08E-23    9.08E-23
2194.15    2.86E-22    1.43E-22    1.43E-22
2195.15    1.59E-22    7.95E-23    7.95E-23
2196.15    1.71E-22    8.53E-23    8.53E-23
2197.15    1.20E-22    6.02E-23    6.02E-23
2198.15    3.83E-23    1.91E-23    1.91E-23
2199.15    1.30E-22    6.52E-23    6.52E-23
2200.15    8.57E-23    4.28E-23    4.28E-23
2201.15    7.22E-23    3.61E-23    3.61E-23
