0 Branching ratio for O3      Total        2 branches
Lambda        Total        O2/O(1D)      O2/O
2971.26   5.85E-19  5.27E-19  5.85E-20
2972.26   5.77E-19  5.19E-19  5.77E-20
2973.26   5.68E-19  5.11E-19  5.68E-20
2974.26   5.59E-19  5.03E-19  5.59E-20
2975.26   5.51E-19  4.95E-19  5.51E-20
2976.26   5.42E-19  4.88E-19  5.42E-20
2977.26   5.34E-19  4.81E-19  5.34E-20
2978.26   5.27E-19  4.74E-19  5.27E-20
2979.26   5.20E-19  4.68E-19  5.20E-20
2980.26   5.13E-19  4.62E-19  5.13E-20
2981.26   5.07E-19  4.56E-19  5.07E-20
2982.26   5.01E-19  4.51E-19  5.01E-20
2983.26   4.94E-19  4.45E-19  4.94E-20
2984.26   4.88E-19  4.40E-19  4.88E-20
2985.26   4.83E-19  4.35E-19  4.83E-20
2986.26   4.79E-19  4.31E-19  4.79E-20
2987.26   4.75E-19  4.28E-19  4.75E-20
2988.26   4.70E-19  4.23E-19  4.70E-20
2989.26   4.65E-19  4.19E-19  4.65E-20
2990.26   4.59E-19  4.13E-19  4.59E-20
2991.26   4.51E-19  4.06E-19  4.51E-20
2992.26   4.44E-19  3.99E-19  4.44E-20
2993.26   4.36E-19  3.92E-19  4.36E-20
2994.26   4.28E-19  3.85E-19  4.28E-20
2995.26   4.20E-19  3.78E-19  4.20E-20
2996.26   4.13E-19  3.72E-19  4.13E-20
2997.26   4.07E-19  3.66E-19  4.07E-20
2998.26   4.03E-19  3.62E-19  4.03E-20
2999.26   3.99E-19  3.59E-19  3.99E-20
3000.26   3.96E-19  3.56E-19  3.96E-20
3001.26   3.91E-19  3.52E-19  3.91E-20
3002.27   3.87E-19  3.48E-19  3.87E-20
3003.27   3.82E-19  3.44E-19  3.82E-20
3004.27   3.77E-19  3.40E-19  3.77E-20
3005.27   3.74E-19  3.36E-19  3.74E-20
3006.27   3.69E-19  3.32E-19  3.69E-20
3007.27   3.65E-19  3.28E-19  3.65E-20
3008.27   3.59E-19  3.23E-19  3.59E-20
3009.27   3.53E-19  3.18E-19  3.53E-20
3010.27   3.46E-19  3.12E-19  3.46E-20
3011.27   3.40E-19  3.06E-19  3.40E-20
3012.27   3.34E-19  3.01E-19  3.34E-20
3013.27   3.29E-19  2.96E-19  3.29E-20
3014.27   3.24E-19  2.92E-19  3.24E-20
3015.27   3.20E-19  2.88E-19  3.20E-20
3016.27   3.16E-19  2.85E-19  3.16E-20
3017.27   3.14E-19  2.82E-19  3.14E-20
3018.27   3.11E-19  2.80E-19  3.11E-20
3019.27   3.09E-19  2.78E-19  3.09E-20
3020.27   3.06E-19  2.76E-19  3.06E-20
3021.27   3.03E-19  2.73E-19  3.03E-20
3022.27   3.00E-19  2.70E-19  3.00E-20
3023.27   2.96E-19  2.66E-19  2.96E-20
3024.27   2.92E-19  2.63E-19  2.92E-20
3025.27   2.87E-19  2.59E-19  2.87E-20
3026.27   2.82E-19  2.54E-19  2.82E-20
3027.27   2.78E-19  2.50E-19  2.78E-20
3028.27   2.73E-19  2.45E-19  2.73E-20
3029.27   2.67E-19  2.41E-19  2.67E-20
3030.27   2.63E-19  2.36E-19  2.63E-20
3031.27   2.58E-19  2.33E-19  2.58E-20
3032.27   2.55E-19  2.29E-19  2.55E-20
3033.27   2.52E-19  2.26E-19  2.52E-20
3034.27   2.49E-19  2.24E-19  2.49E-20
3035.27   2.46E-19  2.21E-19  2.46E-20
3036.27   2.44E-19  2.19E-19  2.44E-20
3037.27   2.41E-19  2.17E-19  2.41E-20
3038.27   2.40E-19  2.16E-19  2.40E-20
3039.27   2.39E-19  2.15E-19  2.39E-20
3040.27   2.38E-19  2.14E-19  2.38E-20
3041.27   2.35E-19  2.12E-19  2.35E-20
3042.27   2.32E-19  2.09E-19  2.32E-20
3043.27   2.29E-19  2.06E-19  2.29E-20
3044.27   2.26E-19  2.03E-19  2.26E-20
3045.27   2.22E-19  2.00E-19  2.22E-20
3046.27   2.19E-19  1.97E-19  2.19E-20
3047.27   2.15E-19  1.93E-19  2.15E-20
3048.27   2.10E-19  1.89E-19  2.10E-20
3049.27   2.06E-19  1.85E-19  2.06E-20
3050.27   2.02E-19  1.82E-19  2.02E-20
3051.27   1.98E-19  1.78E-19  1.98E-20
3052.27   1.94E-19  1.75E-19  1.94E-20
3053.27   1.91E-19  1.72E-19  1.91E-20
3054.27   1.88E-19  1.70E-19  1.88E-20
3055.27   1.86E-19  1.68E-19  1.86E-20
3056.27   1.85E-19  1.67E-19  1.85E-20
3057.27   1.84E-19  1.66E-19  1.84E-20
3058.27   1.83E-19  1.65E-19  1.83E-20
3059.27   1.81E-19  1.63E-19  1.81E-20
3060.27   1.79E-19  1.58E-19  2.11E-20
3061.27   1.78E-19  1.57E-19  2.10E-20
3062.27   1.77E-19  1.56E-19  2.12E-20
3063.27   1.76E-19  1.55E-19  2.13E-20
3064.27   1.74E-19  1.53E-19  2.14E-20
3065.27   1.72E-19  1.50E-19  2.14E-20
3066.27   1.69E-19  1.47E-19  2.14E-20
3067.27   1.66E-19  1.44E-19  2.16E-20
3068.27   1.64E-19  1.42E-19  2.18E-20
3069.27   1.61E-19  1.39E-19  2.20E-20
3070.28   1.57E-19  1.35E-19  2.22E-20
3071.28   1.54E-19  1.31E-19  2.24E-20
3072.28   1.50E-19  1.27E-19  2.27E-20
3073.28   1.47E-19  1.24E-19  2.31E-20
3074.28   1.44E-19  1.21E-19  2.36E-20
3075.28   1.42E-19  1.18E-19  2.42E-20
3076.28   1.40E-19  1.15E-19  2.48E-20
3077.28   1.38E-19  1.13E-19  2.57E-20
3078.28   1.37E-19  1.11E-19  2.67E-20
3079.28   1.37E-19  1.09E-19  2.79E-20
3080.28   1.36E-19  1.07E-19  2.91E-20
3081.28   1.36E-19  1.05E-19  3.03E-20
3082.28   1.35E-19  1.03E-19  3.16E-20
3083.28   1.33E-19  1.00E-19  3.27E-20
3084.28   1.30E-19  9.66E-20  3.36E-20
3085.28   1.28E-19  9.37E-20  3.48E-20
3086.28   1.28E-19  9.18E-20  3.63E-20
3087.28   1.28E-19  8.99E-20  3.80E-20
3088.28   1.27E-19  8.76E-20  3.95E-20
3089.28   1.26E-19  8.49E-20  4.09E-20
3090.28   1.24E-19  8.21E-20  4.22E-20
3091.28   1.23E-19  7.93E-20  4.34E-20
3092.28   1.20E-19  7.59E-20  4.44E-20
3093.28   1.17E-19  7.23E-20  4.51E-20
3094.28   1.14E-19  6.85E-20  4.55E-20
3095.28   1.10E-19  6.44E-20  4.56E-20
3096.28   1.08E-19  6.18E-20  4.66E-20
3097.28   1.07E-19  5.92E-20  4.75E-20
3098.28   1.05E-19  5.67E-20  4.84E-20
3099.28   1.04E-19  5.43E-20  4.92E-20
3100.28   1.02E-19  5.19E-20  5.00E-20
3101.28   1.02E-19  5.03E-20  5.13E-20
3102.28   1.01E-19  4.88E-20  5.27E-20
3103.28   1.00E-19  4.67E-20  5.34E-20
3104.28   9.75E-20  4.41E-20  5.33E-20
3105.28   9.54E-20  4.20E-20  5.35E-20
3106.28   9.47E-20  4.04E-20  5.43E-20
3107.28   9.43E-20  3.91E-20  5.52E-20
3108.28   9.29E-20  3.74E-20  5.55E-20
3109.28   9.24E-20  3.61E-20  5.63E-20
3110.28   9.16E-20  3.48E-20  5.68E-20
3111.28   9.11E-20  3.37E-20  5.75E-20
3112.28   9.15E-20  3.29E-20  5.86E-20
3113.28   9.14E-20  3.20E-20  5.94E-20
3114.28   9.03E-20  3.08E-20  5.95E-20
3115.28   8.82E-20  2.93E-20  5.89E-20
3116.28   8.61E-20  2.79E-20  5.82E-20
3117.28   8.38E-20  2.66E-20  5.73E-20
3118.28   8.17E-20  2.53E-20  5.64E-20
3119.28   7.99E-20  2.42E-20  5.57E-20
3120.28   7.82E-20  2.32E-20  5.50E-20
3121.28   7.72E-20  2.24E-20  5.47E-20
3122.28   7.60E-20  2.17E-20  5.43E-20
3123.28   7.47E-20  2.09E-20  5.38E-20
3124.28   7.31E-20  2.01E-20  5.30E-20
3125.28   7.19E-20  1.95E-20  5.25E-20
3126.28   7.08E-20  1.89E-20  5.20E-20
3127.28   6.98E-20  1.83E-20  5.15E-20
3128.28   6.92E-20  1.79E-20  5.13E-20
3129.28   6.87E-20  1.75E-20  5.11E-20
3130.28   6.78E-20  1.71E-20  5.07E-20
3131.28   6.72E-20  1.68E-20  5.04E-20
3132.28   6.76E-20  1.67E-20  5.09E-20
3133.28   6.89E-20  1.69E-20  5.21E-20
3134.28   6.96E-20  1.69E-20  5.27E-20
3135.28   6.95E-20  1.67E-20  5.28E-20
3136.28   6.86E-20  1.64E-20  5.22E-20
3137.28   6.72E-20  1.60E-20  5.13E-20
3138.29   6.55E-20  1.54E-20  5.00E-20
3139.29   6.42E-20  1.51E-20  4.91E-20
3140.29   6.23E-20  1.46E-20  4.78E-20
3141.29   6.06E-20  1.41E-20  4.65E-20
3142.29   5.87E-20  1.36E-20  4.51E-20
3143.29   5.67E-20  1.31E-20  4.36E-20
3144.29   5.48E-20  1.26E-20  4.22E-20
3145.29   5.33E-20  1.22E-20  4.11E-20
3146.29   5.25E-20  1.20E-20  4.05E-20
3147.29   5.23E-20  1.20E-20  4.04E-20
3148.29   5.22E-20  1.19E-20  4.03E-20
3149.29   5.16E-20  1.17E-20  3.99E-20
3150.29   5.08E-20  1.15E-20  3.92E-20
3151.29   5.02E-20  1.14E-20  3.88E-20
3152.29   5.04E-20  1.14E-20  3.90E-20
3153.29   5.15E-20  1.16E-20  3.99E-20
3154.29   5.37E-20  1.21E-20  4.16E-20
3155.29   5.46E-20  1.22E-20  4.23E-20
3156.29   5.36E-20  1.20E-20  4.16E-20
3157.29   5.18E-20  1.16E-20  4.03E-20
3158.29   4.99E-20  1.11E-20  3.88E-20
3159.29   4.80E-20  1.06E-20  3.73E-20
3160.29   4.62E-20  1.02E-20  3.60E-20
3161.29   4.52E-20  9.96E-21  3.53E-20
3162.29   4.45E-20  9.76E-21  3.48E-20
3163.29   4.35E-20  9.50E-21  3.40E-20
3164.29   4.27E-20  9.28E-21  3.34E-20
3165.29   4.14E-20  8.96E-21  3.24E-20
3166.29   4.02E-20  8.65E-21  3.15E-20
3167.29   3.92E-20  8.40E-21  3.08E-20
3168.29   3.92E-20  8.36E-21  3.09E-20
3169.29   4.05E-20  8.58E-21  3.19E-20
3170.29   4.13E-20  8.69E-21  3.26E-20
3171.29   4.11E-20  8.61E-21  3.25E-20
3172.29   4.01E-20  8.34E-21  3.18E-20
3173.29   3.93E-20  8.11E-21  3.12E-20
3174.29   3.93E-20  8.07E-21  3.13E-20
3175.29   4.13E-20  8.41E-21  3.29E-20
3176.29   4.21E-20  8.51E-21  3.36E-20
3177.29   4.10E-20  8.23E-21  3.28E-20
3178.29   3.91E-20  7.77E-21  3.13E-20
3179.29   3.75E-20  7.40E-21  3.01E-20
3180.29   3.70E-20  7.24E-21  2.98E-20
3181.29   3.63E-20  7.04E-21  2.93E-20
3182.29   3.47E-20  6.67E-21  2.80E-20
3183.29   3.30E-20  6.29E-21  2.67E-20
3184.29   3.15E-20  5.95E-21  2.56E-20
3185.29   3.06E-20  5.71E-21  2.48E-20
3186.29   3.00E-20  5.55E-21  2.44E-20
3187.29   2.93E-20  5.37E-21  2.40E-20
3188.29   2.86E-20  5.18E-21  2.34E-20
3189.29   2.77E-20  4.97E-21  2.27E-20
3190.29   2.69E-20  4.78E-21  2.21E-20
3191.29   2.66E-20  4.67E-21  2.19E-20
3192.29   2.76E-20  4.79E-21  2.28E-20
3193.29   2.97E-20  5.11E-21  2.46E-20
3194.29   3.17E-20  5.39E-21  2.63E-20
3195.29   3.19E-20  5.36E-21  2.66E-20
3196.29   3.10E-20  5.15E-21  2.59E-20
3197.29   3.00E-20  4.92E-21  2.50E-20
3198.29   2.97E-20  4.82E-21  2.49E-20
3199.29   3.17E-20  5.08E-21  2.66E-20
3200.29   3.24E-20  5.13E-21  2.72E-20
3201.29   3.11E-20  4.87E-21  2.62E-20
3202.29   2.94E-20  4.54E-21  2.48E-20
3203.29   2.75E-20  4.20E-21  2.33E-20
3204.29   2.60E-20  3.92E-21  2.21E-20
3205.29   2.53E-20  3.77E-21  2.15E-20
3206.30   2.44E-20  3.59E-21  2.08E-20
3207.30   2.31E-20  3.35E-21  1.97E-20
3208.30   2.19E-20  3.14E-21  1.87E-20
3209.30   2.06E-20  2.93E-21  1.77E-20
3210.30   1.97E-20  2.76E-21  1.69E-20
3211.30   1.92E-20  2.66E-21  1.66E-20
3212.30   1.92E-20  2.61E-21  1.65E-20
3213.30   1.92E-20  2.59E-21  1.66E-20
3214.30   1.91E-20  2.54E-21  1.66E-20
3215.30   1.88E-20  2.47E-21  1.63E-20
3216.30   1.84E-20  2.39E-21  1.60E-20
3217.30   1.85E-20  2.37E-21  1.61E-20
3218.30   1.96E-20  2.48E-21  1.71E-20
3219.30   2.25E-20  2.82E-21  1.97E-20
3220.30   2.46E-20  3.03E-21  2.15E-20
3221.30   2.45E-20  2.98E-21  2.15E-20
3222.30   2.34E-20  2.82E-21  2.06E-20
3223.30   2.22E-20  2.64E-21  1.96E-20
3224.30   2.14E-20  2.51E-21  1.89E-20
3225.30   2.23E-20  2.59E-21  1.97E-20
3226.30   2.41E-20  2.77E-21  2.13E-20
3227.30   2.35E-20  2.67E-21  2.09E-20
3228.30   2.22E-20  2.49E-21  1.97E-20
3229.30   2.06E-20  2.29E-21  1.83E-20
3230.30   1.91E-20  2.10E-21  1.70E-20
3231.30   1.78E-20  1.93E-21  1.58E-20
3232.30   1.65E-20  1.77E-21  1.47E-20
3233.30   1.55E-20  1.65E-21  1.39E-20
3234.30   1.46E-20  1.53E-21  1.31E-20
3235.30   1.38E-20  1.43E-21  1.23E-20
3236.30   1.30E-20  1.33E-21  1.16E-20
3237.30   1.24E-20  1.26E-21  1.11E-20
3238.30   1.20E-20  1.21E-21  1.08E-20
3239.30   1.18E-20  1.17E-21  1.06E-20
3240.30   1.22E-20  1.20E-21  1.10E-20
3241.30   1.28E-20  1.26E-21  1.16E-20
3242.30   1.31E-20  1.27E-21  1.19E-20
3243.30   1.30E-20  1.25E-21  1.18E-20
3244.30   1.29E-20  1.23E-21  1.16E-20
3245.30   1.28E-20  1.21E-21  1.16E-20
3246.30   1.35E-20  1.26E-21  1.22E-20
3247.30   1.61E-20  1.50E-21  1.46E-20
3248.30   1.82E-20  1.68E-21  1.65E-20
3249.30   1.79E-20  1.64E-21  1.63E-20
3250.30   1.70E-20  1.54E-21  1.54E-20
3251.30   1.59E-20  1.43E-21  1.44E-20
3252.30   1.48E-20  1.33E-21  1.35E-20
3253.30   1.42E-20  1.27E-21  1.30E-20
3254.30   1.48E-20  1.31E-21  1.35E-20
3255.30   1.50E-20  1.32E-21  1.37E-20
3256.30   1.44E-20  1.25E-21  1.31E-20
3257.30   1.34E-20  1.16E-21  1.22E-20
3258.30   1.24E-20  1.07E-21  1.14E-20
3259.30   1.17E-20  1.00E-21  1.07E-20
3260.30   1.09E-20  9.33E-22  1.00E-20
3261.30   1.03E-20  8.78E-22  9.47E-21
3262.30   9.78E-21  8.26E-22  8.95E-21
3263.30   9.30E-21  7.82E-22  8.51E-21
3264.30   8.92E-21  7.46E-22  8.17E-21
3265.30   8.44E-21  7.03E-22  7.74E-21
3266.30   8.08E-21  6.71E-22  7.41E-21
3267.30   7.82E-21  6.46E-22  7.17E-21
3268.30   7.70E-21  6.34E-22  7.07E-21
3269.30   7.88E-21  6.46E-22  7.23E-21
3270.30   8.68E-21  7.09E-22  7.97E-21
3271.30   9.43E-21  7.68E-22  8.66E-21
3272.30   9.63E-21  7.81E-22  8.85E-21
3273.30   9.42E-21  7.62E-22  8.66E-21
3274.31   9.06E-21  7.31E-22  8.33E-21
3275.31   8.79E-21  7.07E-22  8.08E-21
3276.31   8.94E-21  7.17E-22  8.22E-21
3277.31   1.03E-20  8.27E-22  9.51E-21
3278.31   1.21E-20  9.63E-22  1.11E-20
3279.31   1.30E-20  1.04E-21  1.20E-20
3280.31   1.29E-20  1.02E-21  1.18E-20
3281.31   1.21E-20  9.61E-22  1.12E-20
3282.31   1.13E-20  8.91E-22  1.04E-20
3283.31   1.05E-20  8.31E-22  9.70E-21
3284.31   9.81E-21  7.73E-22  9.04E-21
3285.31   9.21E-21  7.24E-22  8.48E-21
3286.31   8.42E-21  6.61E-22  7.76E-21
3287.31   7.77E-21  6.09E-22  7.16E-21
3288.31   7.10E-21  5.56E-22  6.55E-21
3289.31   6.69E-21  5.23E-22  6.17E-21
3290.31   6.30E-21  5.04E-22  5.80E-21
3291.31   5.94E-21  4.75E-22  5.47E-21
3292.31   5.62E-21  4.50E-22  5.17E-21
3293.31   5.28E-21  4.23E-22  4.86E-21
3294.31   5.10E-21  4.08E-22  4.69E-21
3295.31   5.04E-21  4.03E-22  4.64E-21
3296.31   5.02E-21  4.02E-22  4.62E-21
3297.31   4.93E-21  3.94E-22  4.53E-21
3298.31   4.78E-21  3.82E-22  4.40E-21
3299.31   4.64E-21  3.71E-22  4.27E-21
3300.31   4.76E-21  3.81E-22  4.38E-21
3301.31   5.22E-21  4.18E-22  4.81E-21
3302.31   6.48E-21  5.18E-22  5.96E-21
3303.31   7.28E-21  5.82E-22  6.70E-21
3304.31   7.35E-21  5.88E-22  6.76E-21
3305.31   7.06E-21  5.65E-22  6.50E-21
3306.31   6.67E-21  5.34E-22  6.14E-21
3307.31   6.40E-21  5.12E-22  5.89E-21
3308.31   6.50E-21  5.20E-22  5.98E-21
3309.31   7.72E-21  6.18E-22  7.11E-21
3310.31   8.50E-21  6.80E-22  7.82E-21
3311.31   8.36E-21  6.69E-22  7.69E-21
3312.31   7.82E-21  6.26E-22  7.20E-21
3313.31   7.23E-21  5.79E-22  6.65E-21
3314.31   6.62E-21  5.30E-22  6.09E-21
3315.31   6.10E-21  4.88E-22  5.61E-21
3316.31   5.73E-21  4.59E-22  5.27E-21
3317.31   5.28E-21  4.22E-22  4.86E-21
3318.31   4.85E-21  3.88E-22  4.46E-21
3319.31   4.45E-21  3.56E-22  4.09E-21
3320.31   4.08E-21  3.27E-22  3.76E-21
3321.31   3.74E-21  2.99E-22  3.44E-21
3322.31   3.54E-21  2.83E-22  3.26E-21
3323.31   3.31E-21  2.65E-22  3.05E-21
3324.31   3.17E-21  2.53E-22  2.91E-21
3325.31   3.05E-21  2.44E-22  2.81E-21
3326.31   2.95E-21  2.36E-22  2.71E-21
3327.31   2.96E-21  2.37E-22  2.72E-21
3328.31   3.14E-21  2.51E-22  2.89E-21
3329.31   3.28E-21  2.63E-22  3.02E-21
3330.31   3.49E-21  2.79E-22  3.21E-21
3331.31   3.71E-21  2.97E-22  3.41E-21
3332.31   3.72E-21  2.98E-22  3.42E-21
3333.31   3.73E-21  2.99E-22  3.43E-21
3334.31   3.96E-21  3.17E-22  3.64E-21
3335.31   4.81E-21  3.85E-22  4.42E-21
3336.31   5.60E-21  4.48E-22  5.15E-21
3337.31   5.81E-21  4.64E-22  5.34E-21
3338.31   5.87E-21  4.69E-22  5.40E-21
3339.31   5.59E-21  4.47E-22  5.14E-21
3340.31   5.18E-21  4.14E-22  4.76E-21
3341.31   4.73E-21  3.79E-22  4.35E-21
3342.32   4.29E-21  3.43E-22  3.95E-21
3343.32   3.92E-21  3.14E-22  3.61E-21
3344.32   3.63E-21  2.90E-22  3.34E-21
3345.32   3.48E-21  2.78E-22  3.20E-21
3346.32   3.24E-21  2.59E-22  2.98E-21
3347.32   3.03E-21  2.42E-22  2.78E-21
3348.32   2.77E-21  2.22E-22  2.55E-21
3349.32   2.51E-21  2.01E-22  2.31E-21
3350.32   2.33E-21  1.87E-22  2.15E-21
3351.32   2.15E-21  1.72E-22  1.97E-21
3352.32   2.00E-21  1.60E-22  1.84E-21
3353.32   1.92E-21  1.54E-22  1.77E-21
3354.32   1.90E-21  1.52E-22  1.74E-21
3355.32   1.89E-21  1.51E-22  1.74E-21
3356.32   1.86E-21  1.49E-22  1.71E-21
3357.32   1.81E-21  1.44E-22  1.66E-21
3358.32   1.75E-21  1.40E-22  1.61E-21
3359.32   1.73E-21  1.38E-22  1.59E-21
3360.32   1.82E-21  1.45E-22  1.67E-21
3361.32   2.06E-21  1.65E-22  1.90E-21
3362.32   2.30E-21  1.84E-22  2.12E-21
3363.32   2.58E-21  2.06E-22  2.37E-21
3364.32   2.70E-21  2.16E-22  2.48E-21
3365.32   2.66E-21  2.13E-22  2.45E-21
3366.32   2.56E-21  2.05E-22  2.36E-21
3367.32   2.52E-21  2.01E-22  2.31E-21
3368.32   2.64E-21  2.11E-22  2.42E-21
3369.32   2.80E-21  2.24E-22  2.58E-21
3370.32   3.27E-21  2.62E-22  3.01E-21
3371.32   3.80E-21  3.04E-22  3.49E-21
3372.32   3.83E-21  3.06E-22  3.52E-21
3373.32   3.66E-21  2.93E-22  3.37E-21
3374.32   3.41E-21  2.73E-22  3.14E-21
3375.32   3.18E-21  2.54E-22  2.93E-21
3376.32   2.91E-21  2.33E-22  2.68E-21
3377.32   2.67E-21  2.13E-22  2.45E-21
3378.32   2.41E-21  1.93E-22  2.22E-21
3379.32   2.22E-21  1.78E-22  2.04E-21
3380.32   2.01E-21  1.61E-22  1.85E-21
3381.32   1.83E-21  1.47E-22  1.68E-21
3382.32   1.67E-21  1.33E-22  1.53E-21
3383.32   1.54E-21  1.23E-22  1.42E-21
3384.32   1.44E-21  1.15E-22  1.32E-21
3385.32   1.39E-21  1.12E-22  1.28E-21
3386.32   1.39E-21  1.11E-22  1.28E-21
3387.32   1.38E-21  1.10E-22  1.27E-21
3388.32   1.36E-21  1.09E-22  1.25E-21
3389.32   1.33E-21  1.06E-22  1.22E-21
3390.32   1.29E-21  1.04E-22  1.19E-21
3391.32   1.28E-21  1.03E-22  1.18E-21
3392.32   1.38E-21  1.10E-22  1.27E-21
3393.32   1.55E-21  1.24E-22  1.43E-21
3394.32   1.64E-21  1.31E-22  1.51E-21
3395.32   1.64E-21  1.31E-22  1.51E-21
3396.32   1.59E-21  1.28E-22  1.47E-21
3397.32   1.56E-21  1.25E-22  1.44E-21
3398.32   1.58E-21  1.26E-22  1.45E-21
3399.32   1.81E-21  1.45E-22  1.67E-21
3400.32   2.11E-21  1.69E-22  1.94E-21
3401.32   2.21E-21  1.77E-22  2.03E-21
3402.32   2.16E-21  1.73E-22  1.99E-21
3403.32   2.03E-21  1.63E-22  1.87E-21
3404.32   1.87E-21  1.50E-22  1.72E-21
3405.32   1.71E-21  1.36E-22  1.57E-21
3406.32   1.54E-21  1.23E-22  1.42E-21
3407.32   1.39E-21  1.11E-22  1.28E-21
3408.32   1.27E-21  1.01E-22  1.17E-21
3409.32   1.15E-21  9.19E-23  1.06E-21
3410.33   1.06E-21  8.48E-23  9.75E-22
3411.33   9.71E-22  7.77E-23  8.93E-22
3412.33   9.07E-22  7.25E-23  8.34E-22
3413.33   8.39E-22  6.71E-23  7.72E-22
3414.33   7.89E-22  6.31E-23  7.26E-22
3415.33   7.52E-22  6.02E-23  6.92E-22
3416.33   7.24E-22  5.79E-23  6.66E-22
3417.33   7.07E-22  5.66E-23  6.51E-22
3418.33   7.10E-22  5.68E-23  6.53E-22
3419.33   7.56E-22  6.05E-23  6.95E-22
3420.33   8.11E-22  6.49E-23  7.46E-22
3421.33   8.02E-22  6.41E-23  7.38E-22
3422.33   7.68E-22  6.14E-23  7.06E-22
3423.33   7.29E-22  5.83E-23  6.70E-22
3424.33   7.08E-22  5.66E-23  6.51E-22
3425.33   6.99E-22  5.59E-23  6.43E-22
3426.33   7.25E-22  5.80E-23  6.67E-22
3427.33   8.36E-22  6.69E-23  7.69E-22
3428.33   9.25E-22  7.40E-23  8.51E-22
3429.33   9.47E-22  7.58E-23  8.71E-22
3430.33   9.75E-22  7.80E-23  8.97E-22
3431.33   9.89E-22  7.91E-23  9.10E-22
3432.33   9.60E-22  7.68E-23  8.83E-22
3433.33   9.20E-22  7.36E-23  8.46E-22
3434.33   9.05E-22  7.24E-23  8.33E-22
3435.33   9.11E-22  7.29E-23  8.38E-22
3436.33   9.34E-22  7.47E-23  8.59E-22
3437.33   1.04E-21  8.30E-23  9.54E-22
3438.33   1.30E-21  1.04E-22  1.20E-21
3439.33   1.40E-21  1.12E-22  1.29E-21
3440.33   1.39E-21  1.12E-22  1.28E-21
3441.33   1.32E-21  1.06E-22  1.21E-21
3442.33   1.22E-21  9.77E-23  1.12E-21
3443.33   1.11E-21  8.92E-23  1.03E-21
3444.33   1.01E-21  8.11E-23  9.33E-22
3445.33   9.28E-22  7.43E-23  8.54E-22
3446.33   8.48E-22  6.79E-23  7.80E-22
3447.33   8.01E-22  6.41E-23  7.37E-22
3448.33   7.63E-22  6.11E-23  7.02E-22
3449.33   7.30E-22  5.84E-23  6.71E-22
3450.33   6.79E-22  5.43E-23  6.25E-22
3451.33   6.41E-22  5.12E-23  5.89E-22
3452.33   6.29E-22  5.03E-23  5.78E-22
3453.33   6.18E-22  4.94E-23  5.69E-22
3454.33   6.35E-22  5.08E-23  5.84E-22
3455.33   6.91E-22  5.53E-23  6.36E-22
3456.33   7.40E-22  5.92E-23  6.81E-22
3457.33   7.30E-22  5.84E-23  6.72E-22
3458.33   6.97E-22  5.58E-23  6.41E-22
3459.33   6.50E-22  5.20E-23  5.98E-22
3460.33   6.00E-22  4.80E-23  5.52E-22
3461.33   5.67E-22  4.54E-23  5.22E-22
3462.33   5.48E-22  4.38E-23  5.04E-22
3463.33   5.49E-22  4.39E-23  5.05E-22
3464.33   5.32E-22  4.26E-23  4.90E-22
3465.33   5.04E-22  4.04E-23  4.64E-22
3466.33   4.78E-22  3.82E-23  4.39E-22
3467.33   4.53E-22  3.62E-23  4.16E-22
3468.33   4.35E-22  3.48E-23  4.00E-22
3469.33   4.36E-22  3.49E-23  4.01E-22
3470.33   4.85E-22  3.88E-23  4.46E-22
3471.33   5.42E-22  4.33E-23  4.98E-22
3472.33   5.44E-22  4.35E-23  5.00E-22
3473.33   5.26E-22  4.21E-23  4.84E-22
3474.33   4.98E-22  3.99E-23  4.58E-22
3475.33   4.63E-22  3.70E-23  4.26E-22
3476.33   4.27E-22  3.41E-23  3.92E-22
3477.33   3.95E-22  3.16E-23  3.64E-22
3478.34   3.63E-22  2.91E-23  3.34E-22
3479.34   3.39E-22  2.71E-23  3.12E-22
3480.34   3.24E-22  2.59E-23  2.98E-22
3481.34   3.05E-22  2.44E-23  2.80E-22
3482.34   2.86E-22  2.29E-23  2.63E-22
3483.34   2.71E-22  2.17E-23  2.49E-22
3484.34   2.68E-22  2.15E-23  2.47E-22
3485.34   2.74E-22  2.19E-23  2.52E-22
3486.34   2.89E-22  2.32E-23  2.66E-22
3487.34   2.87E-22  2.30E-23  2.64E-22
3488.34   2.79E-22  2.23E-23  2.57E-22
3489.34   2.66E-22  2.12E-23  2.44E-22
3490.34   2.50E-22  2.00E-23  2.30E-22
3491.34   2.50E-22  2.00E-23  2.30E-22
3492.34   2.59E-22  2.07E-23  2.38E-22
3493.34   3.12E-22  2.50E-23  2.87E-22
3494.34   3.68E-22  2.94E-23  3.38E-22
3495.34   3.79E-22  3.04E-23  3.49E-22
3496.34   3.65E-22  2.92E-23  3.36E-22
3497.34   3.44E-22  2.75E-23  3.17E-22
3498.34   3.23E-22  2.58E-23  2.97E-22
3499.34   3.09E-22  2.47E-23  2.84E-22
3500.34   2.90E-22  2.32E-23  2.67E-22
3501.34   3.01E-22  2.41E-23  2.77E-22
3502.34   2.95E-22  2.36E-23  2.72E-22
3503.34   2.85E-22  2.28E-23  2.62E-22
3504.34   2.73E-22  2.18E-23  2.51E-22
3505.34   2.57E-22  2.06E-23  2.36E-22
3506.34   2.44E-22  1.95E-23  2.25E-22
