0 Branching ratio for O3      Total        2 branches
Lambda        Total        O2/O(1D)      O2/O
4684.51   3.87E-22  0.00E+00  3.87E-22
4685.51   3.90E-22  0.00E+00  3.90E-22
4686.51   3.93E-22  0.00E+00  3.93E-22
4687.51   3.95E-22  0.00E+00  3.95E-22
4688.51   3.99E-22  0.00E+00  3.99E-22
4689.51   4.00E-22  0.00E+00  4.00E-22
4690.51   4.02E-22  0.00E+00  4.02E-22
4691.51   4.06E-22  0.00E+00  4.06E-22
4692.51   4.08E-22  0.00E+00  4.08E-22
4693.51   4.09E-22  0.00E+00  4.09E-22
4694.51   4.11E-22  0.00E+00  4.11E-22
4695.51   4.13E-22  0.00E+00  4.13E-22
4696.51   4.15E-22  0.00E+00  4.15E-22
4697.51   4.17E-22  0.00E+00  4.17E-22
4698.51   4.18E-22  0.00E+00  4.18E-22
4699.51   4.19E-22  0.00E+00  4.19E-22
4700.51   4.21E-22  0.00E+00  4.21E-22
4701.51   4.22E-22  0.00E+00  4.22E-22
4702.52   4.23E-22  0.00E+00  4.23E-22
4703.52   4.24E-22  0.00E+00  4.24E-22
4704.52   4.24E-22  0.00E+00  4.24E-22
4705.52   4.25E-22  0.00E+00  4.25E-22
4706.52   4.26E-22  0.00E+00  4.26E-22
4707.52   4.26E-22  0.00E+00  4.26E-22
4708.52   4.26E-22  0.00E+00  4.26E-22
4709.52   4.27E-22  0.00E+00  4.27E-22
4710.52   4.28E-22  0.00E+00  4.28E-22
4711.52   4.28E-22  0.00E+00  4.28E-22
4712.52   4.26E-22  0.00E+00  4.26E-22
4713.52   4.27E-22  0.00E+00  4.27E-22
4714.52   4.28E-22  0.00E+00  4.28E-22
4715.52   4.27E-22  0.00E+00  4.27E-22
4716.52   4.27E-22  0.00E+00  4.27E-22
4717.52   4.27E-22  0.00E+00  4.27E-22
4718.52   4.27E-22  0.00E+00  4.27E-22
4719.52   4.27E-22  0.00E+00  4.27E-22
4720.52   4.27E-22  0.00E+00  4.27E-22
4721.52   4.28E-22  0.00E+00  4.28E-22
4722.52   4.26E-22  0.00E+00  4.26E-22
4723.52   4.27E-22  0.00E+00  4.27E-22
4724.52   4.26E-22  0.00E+00  4.26E-22
4725.52   4.27E-22  0.00E+00  4.27E-22
4726.52   4.27E-22  0.00E+00  4.27E-22
4727.52   4.26E-22  0.00E+00  4.26E-22
4728.52   4.26E-22  0.00E+00  4.26E-22
4729.52   4.27E-22  0.00E+00  4.27E-22
4730.52   4.28E-22  0.00E+00  4.28E-22
4731.52   4.29E-22  0.00E+00  4.29E-22
4732.52   4.28E-22  0.00E+00  4.28E-22
4733.52   4.30E-22  0.00E+00  4.30E-22
4734.52   4.31E-22  0.00E+00  4.31E-22
4735.52   4.33E-22  0.00E+00  4.33E-22
4736.52   4.33E-22  0.00E+00  4.33E-22
4737.52   4.35E-22  0.00E+00  4.35E-22
4738.52   4.36E-22  0.00E+00  4.36E-22
4739.52   4.37E-22  0.00E+00  4.37E-22
4740.52   4.40E-22  0.00E+00  4.40E-22
4741.52   4.41E-22  0.00E+00  4.41E-22
4742.52   4.42E-22  0.00E+00  4.42E-22
4743.52   4.47E-22  0.00E+00  4.47E-22
4744.52   4.47E-22  0.00E+00  4.47E-22
4745.52   4.50E-22  0.00E+00  4.50E-22
4746.52   4.55E-22  0.00E+00  4.55E-22
4747.52   4.57E-22  0.00E+00  4.57E-22
4748.52   4.58E-22  0.00E+00  4.58E-22
4749.52   4.63E-22  0.00E+00  4.63E-22
4750.52   4.67E-22  0.00E+00  4.67E-22
4751.52   4.70E-22  0.00E+00  4.70E-22
4752.52   4.75E-22  0.00E+00  4.75E-22
4753.52   4.77E-22  0.00E+00  4.77E-22
4754.52   4.83E-22  0.00E+00  4.83E-22
4755.52   4.87E-22  0.00E+00  4.87E-22
4756.52   4.90E-22  0.00E+00  4.90E-22
4757.52   4.96E-22  0.00E+00  4.96E-22
4758.52   5.01E-22  0.00E+00  5.01E-22
4759.52   5.05E-22  0.00E+00  5.05E-22
4760.52   5.10E-22  0.00E+00  5.10E-22
4761.52   5.16E-22  0.00E+00  5.16E-22
4762.52   5.22E-22  0.00E+00  5.22E-22
4763.52   5.27E-22  0.00E+00  5.27E-22
4764.52   5.34E-22  0.00E+00  5.34E-22
4765.52   5.38E-22  0.00E+00  5.38E-22
4766.52   5.44E-22  0.00E+00  5.44E-22
4767.52   5.49E-22  0.00E+00  5.49E-22
4768.52   5.55E-22  0.00E+00  5.55E-22
4769.52   5.62E-22  0.00E+00  5.62E-22
4770.53   5.68E-22  0.00E+00  5.68E-22
4771.53   5.74E-22  0.00E+00  5.74E-22
4772.53   5.79E-22  0.00E+00  5.79E-22
4773.53   5.86E-22  0.00E+00  5.86E-22
4774.53   5.91E-22  0.00E+00  5.91E-22
4775.53   6.00E-22  0.00E+00  6.00E-22
4776.53   6.07E-22  0.00E+00  6.07E-22
4777.53   6.10E-22  0.00E+00  6.10E-22
4778.53   6.17E-22  0.00E+00  6.17E-22
4779.53   6.26E-22  0.00E+00  6.26E-22
4780.53   6.30E-22  0.00E+00  6.30E-22
4781.53   6.39E-22  0.00E+00  6.39E-22
4782.53   6.48E-22  0.00E+00  6.48E-22
4783.53   6.51E-22  0.00E+00  6.51E-22
4784.53   6.59E-22  0.00E+00  6.59E-22
4785.53   6.66E-22  0.00E+00  6.66E-22
4786.53   6.73E-22  0.00E+00  6.73E-22
4787.53   6.79E-22  0.00E+00  6.79E-22
4788.53   6.87E-22  0.00E+00  6.87E-22
4789.53   6.91E-22  0.00E+00  6.91E-22
4790.53   7.01E-22  0.00E+00  7.01E-22
4791.53   7.07E-22  0.00E+00  7.07E-22
4792.53   7.14E-22  0.00E+00  7.14E-22
4793.53   7.22E-22  0.00E+00  7.22E-22
4794.53   7.27E-22  0.00E+00  7.27E-22
4795.53   7.34E-22  0.00E+00  7.34E-22
4796.53   7.42E-22  0.00E+00  7.42E-22
4797.53   7.50E-22  0.00E+00  7.50E-22
4798.53   7.54E-22  0.00E+00  7.54E-22
4799.53   7.62E-22  0.00E+00  7.62E-22
4800.53   7.68E-22  0.00E+00  7.68E-22
4801.53   7.75E-22  0.00E+00  7.75E-22
4802.53   7.81E-22  0.00E+00  7.81E-22
4803.53   7.88E-22  0.00E+00  7.88E-22
4804.53   7.92E-22  0.00E+00  7.92E-22
4805.53   7.98E-22  0.00E+00  7.98E-22
4806.53   8.06E-22  0.00E+00  8.06E-22
4807.53   8.11E-22  0.00E+00  8.11E-22
4808.53   8.15E-22  0.00E+00  8.15E-22
4809.53   8.19E-22  0.00E+00  8.19E-22
4810.53   8.26E-22  0.00E+00  8.26E-22
4811.53   8.30E-22  0.00E+00  8.30E-22
4812.53   8.34E-22  0.00E+00  8.34E-22
4813.53   8.39E-22  0.00E+00  8.39E-22
4814.53   8.43E-22  0.00E+00  8.43E-22
4815.53   8.47E-22  0.00E+00  8.47E-22
4816.53   8.50E-22  0.00E+00  8.50E-22
4817.53   8.53E-22  0.00E+00  8.53E-22
4818.53   8.56E-22  0.00E+00  8.56E-22
4819.53   8.57E-22  0.00E+00  8.57E-22
4820.53   8.60E-22  0.00E+00  8.60E-22
4821.53   8.61E-22  0.00E+00  8.61E-22
4822.53   8.64E-22  0.00E+00  8.64E-22
4823.53   8.65E-22  0.00E+00  8.65E-22
4824.53   8.64E-22  0.00E+00  8.64E-22
4825.53   8.65E-22  0.00E+00  8.65E-22
4826.53   8.66E-22  0.00E+00  8.66E-22
4827.53   8.67E-22  0.00E+00  8.67E-22
4828.53   8.67E-22  0.00E+00  8.67E-22
4829.53   8.64E-22  0.00E+00  8.64E-22
4830.53   8.64E-22  0.00E+00  8.64E-22
4831.53   8.63E-22  0.00E+00  8.63E-22
4832.53   8.63E-22  0.00E+00  8.63E-22
4833.53   8.60E-22  0.00E+00  8.60E-22
4834.53   8.58E-22  0.00E+00  8.58E-22
4835.53   8.56E-22  0.00E+00  8.56E-22
4836.53   8.56E-22  0.00E+00  8.56E-22
4837.53   8.53E-22  0.00E+00  8.53E-22
4838.54   8.49E-22  0.00E+00  8.49E-22
4839.54   8.47E-22  0.00E+00  8.47E-22
4840.54   8.44E-22  0.00E+00  8.44E-22
4841.54   8.42E-22  0.00E+00  8.42E-22
4842.54   8.38E-22  0.00E+00  8.38E-22
4843.54   8.36E-22  0.00E+00  8.36E-22
4844.54   8.32E-22  0.00E+00  8.32E-22
4845.54   8.29E-22  0.00E+00  8.29E-22
4846.54   8.26E-22  0.00E+00  8.26E-22
4847.54   8.22E-22  0.00E+00  8.22E-22
4848.54   8.18E-22  0.00E+00  8.18E-22
4849.54   8.15E-22  0.00E+00  8.15E-22
4850.54   8.11E-22  0.00E+00  8.11E-22
4851.54   8.08E-22  0.00E+00  8.08E-22
4852.54   8.06E-22  0.00E+00  8.06E-22
4853.54   8.04E-22  0.00E+00  8.04E-22
4854.54   7.97E-22  0.00E+00  7.97E-22
4855.54   7.94E-22  0.00E+00  7.94E-22
4856.54   7.92E-22  0.00E+00  7.92E-22
4857.54   7.87E-22  0.00E+00  7.87E-22
4858.54   7.85E-22  0.00E+00  7.85E-22
4859.54   7.81E-22  0.00E+00  7.81E-22
4860.54   7.80E-22  0.00E+00  7.80E-22
4861.54   7.77E-22  0.00E+00  7.77E-22
4862.54   7.76E-22  0.00E+00  7.76E-22
4863.54   7.73E-22  0.00E+00  7.73E-22
4864.54   7.68E-22  0.00E+00  7.68E-22
4865.54   7.67E-22  0.00E+00  7.67E-22
4866.54   7.65E-22  0.00E+00  7.65E-22
4867.54   7.66E-22  0.00E+00  7.66E-22
4868.54   7.63E-22  0.00E+00  7.63E-22
4869.54   7.61E-22  0.00E+00  7.61E-22
4870.54   7.61E-22  0.00E+00  7.61E-22
4871.54   7.61E-22  0.00E+00  7.61E-22
4872.54   7.59E-22  0.00E+00  7.59E-22
4873.54   7.60E-22  0.00E+00  7.60E-22
4874.54   7.61E-22  0.00E+00  7.61E-22
4875.54   7.61E-22  0.00E+00  7.61E-22
4876.54   7.61E-22  0.00E+00  7.61E-22
4877.54   7.62E-22  0.00E+00  7.62E-22
4878.54   7.63E-22  0.00E+00  7.63E-22
4879.54   7.62E-22  0.00E+00  7.62E-22
4880.54   7.63E-22  0.00E+00  7.63E-22
4881.54   7.65E-22  0.00E+00  7.65E-22
4882.54   7.70E-22  0.00E+00  7.70E-22
4883.54   7.72E-22  0.00E+00  7.72E-22
4884.54   7.72E-22  0.00E+00  7.72E-22
4885.54   7.75E-22  0.00E+00  7.75E-22
4886.54   7.77E-22  0.00E+00  7.77E-22
4887.54   7.81E-22  0.00E+00  7.81E-22
4888.54   7.82E-22  0.00E+00  7.82E-22
4889.54   7.85E-22  0.00E+00  7.85E-22
4890.54   7.86E-22  0.00E+00  7.86E-22
4891.54   7.91E-22  0.00E+00  7.91E-22
4892.54   7.93E-22  0.00E+00  7.93E-22
4893.54   7.98E-22  0.00E+00  7.98E-22
4894.54   7.99E-22  0.00E+00  7.99E-22
4895.54   8.04E-22  0.00E+00  8.04E-22
4896.54   8.06E-22  0.00E+00  8.06E-22
4897.54   8.09E-22  0.00E+00  8.09E-22
4898.54   8.15E-22  0.00E+00  8.15E-22
4899.54   8.18E-22  0.00E+00  8.18E-22
4900.54   8.19E-22  0.00E+00  8.19E-22
4901.54   8.25E-22  0.00E+00  8.25E-22
4902.54   8.26E-22  0.00E+00  8.26E-22
4903.54   8.31E-22  0.00E+00  8.31E-22
4904.54   8.31E-22  0.00E+00  8.31E-22
4905.54   8.34E-22  0.00E+00  8.34E-22
4906.55   8.36E-22  0.00E+00  8.36E-22
4907.55   8.41E-22  0.00E+00  8.41E-22
4908.55   8.42E-22  0.00E+00  8.42E-22
4909.55   8.45E-22  0.00E+00  8.45E-22
4910.55   8.48E-22  0.00E+00  8.48E-22
4911.55   8.51E-22  0.00E+00  8.51E-22
4912.55   8.53E-22  0.00E+00  8.53E-22
4913.55   8.54E-22  0.00E+00  8.54E-22
4914.55   8.57E-22  0.00E+00  8.57E-22
4915.55   8.58E-22  0.00E+00  8.58E-22
4916.55   8.58E-22  0.00E+00  8.58E-22
4917.55   8.62E-22  0.00E+00  8.62E-22
4918.55   8.63E-22  0.00E+00  8.63E-22
4919.55   8.64E-22  0.00E+00  8.64E-22
4920.55   8.67E-22  0.00E+00  8.67E-22
4921.55   8.68E-22  0.00E+00  8.68E-22
4922.55   8.69E-22  0.00E+00  8.69E-22
4923.55   8.69E-22  0.00E+00  8.69E-22
4924.55   8.73E-22  0.00E+00  8.73E-22
4925.55   8.72E-22  0.00E+00  8.72E-22
4926.55   8.71E-22  0.00E+00  8.71E-22
4927.55   8.71E-22  0.00E+00  8.71E-22
4928.55   8.76E-22  0.00E+00  8.76E-22
4929.55   8.76E-22  0.00E+00  8.76E-22
4930.55   8.75E-22  0.00E+00  8.75E-22
4931.55   8.74E-22  0.00E+00  8.74E-22
4932.55   8.75E-22  0.00E+00  8.75E-22
4933.55   8.77E-22  0.00E+00  8.77E-22
4934.55   8.77E-22  0.00E+00  8.77E-22
4935.55   8.79E-22  0.00E+00  8.79E-22
4936.55   8.78E-22  0.00E+00  8.78E-22
4937.55   8.81E-22  0.00E+00  8.81E-22
4938.55   8.79E-22  0.00E+00  8.79E-22
4939.55   8.82E-22  0.00E+00  8.82E-22
4940.55   8.82E-22  0.00E+00  8.82E-22
4941.55   8.83E-22  0.00E+00  8.83E-22
4942.55   8.84E-22  0.00E+00  8.84E-22
4943.55   8.87E-22  0.00E+00  8.87E-22
4944.55   8.87E-22  0.00E+00  8.87E-22
4945.55   8.86E-22  0.00E+00  8.86E-22
4946.55   8.87E-22  0.00E+00  8.87E-22
4947.55   8.93E-22  0.00E+00  8.93E-22
4948.55   8.94E-22  0.00E+00  8.94E-22
4949.55   8.95E-22  0.00E+00  8.95E-22
4950.55   8.95E-22  0.00E+00  8.95E-22
4951.55   8.95E-22  0.00E+00  8.95E-22
4952.55   9.00E-22  0.00E+00  9.00E-22
4953.55   9.00E-22  0.00E+00  9.00E-22
4954.55   9.06E-22  0.00E+00  9.06E-22
4955.55   9.07E-22  0.00E+00  9.07E-22
4956.55   9.11E-22  0.00E+00  9.11E-22
4957.55   9.15E-22  0.00E+00  9.15E-22
4958.55   9.19E-22  0.00E+00  9.19E-22
4959.55   9.21E-22  0.00E+00  9.21E-22
4960.55   9.22E-22  0.00E+00  9.22E-22
4961.55   9.29E-22  0.00E+00  9.29E-22
4962.55   9.35E-22  0.00E+00  9.35E-22
4963.55   9.37E-22  0.00E+00  9.37E-22
4964.55   9.40E-22  0.00E+00  9.40E-22
4965.55   9.47E-22  0.00E+00  9.47E-22
4966.55   9.47E-22  0.00E+00  9.47E-22
4967.55   9.56E-22  0.00E+00  9.56E-22
4968.55   9.57E-22  0.00E+00  9.57E-22
4969.55   9.63E-22  0.00E+00  9.63E-22
4970.55   9.72E-22  0.00E+00  9.72E-22
4971.55   9.76E-22  0.00E+00  9.76E-22
4972.55   9.82E-22  0.00E+00  9.82E-22
4973.55   9.84E-22  0.00E+00  9.84E-22
4974.56   9.92E-22  0.00E+00  9.92E-22
4975.56   1.00E-21  0.00E+00  1.00E-21
4976.56   1.00E-21  0.00E+00  1.00E-21
4977.56   1.01E-21  0.00E+00  1.01E-21
4978.56   1.02E-21  0.00E+00  1.02E-21
4979.56   1.03E-21  0.00E+00  1.03E-21
4980.56   1.03E-21  0.00E+00  1.03E-21
4981.56   1.04E-21  0.00E+00  1.04E-21
4982.56   1.05E-21  0.00E+00  1.05E-21
4983.56   1.06E-21  0.00E+00  1.06E-21
4984.56   1.07E-21  0.00E+00  1.07E-21
4985.56   1.07E-21  0.00E+00  1.07E-21
4986.56   1.08E-21  0.00E+00  1.08E-21
4987.56   1.09E-21  0.00E+00  1.09E-21
4988.56   1.10E-21  0.00E+00  1.10E-21
4989.56   1.11E-21  0.00E+00  1.11E-21
4990.56   1.12E-21  0.00E+00  1.12E-21
4991.56   1.12E-21  0.00E+00  1.12E-21
4992.56   1.13E-21  0.00E+00  1.13E-21
4993.56   1.14E-21  0.00E+00  1.14E-21
4994.56   1.15E-21  0.00E+00  1.15E-21
4995.56   1.16E-21  0.00E+00  1.16E-21
4996.56   1.17E-21  0.00E+00  1.17E-21
4997.56   1.18E-21  0.00E+00  1.18E-21
4998.56   1.19E-21  0.00E+00  1.19E-21
4999.56   1.20E-21  0.00E+00  1.20E-21
5000.56   1.21E-21  0.00E+00  1.21E-21
5001.56   1.22E-21  0.00E+00  1.22E-21
5002.56   1.23E-21  0.00E+00  1.23E-21
5003.56   1.24E-21  0.00E+00  1.24E-21
5004.56   1.25E-21  0.00E+00  1.25E-21
5005.56   1.25E-21  0.00E+00  1.25E-21
5006.56   1.27E-21  0.00E+00  1.27E-21
5007.56   1.27E-21  0.00E+00  1.27E-21
5008.56   1.29E-21  0.00E+00  1.29E-21
5009.56   1.30E-21  0.00E+00  1.30E-21
5010.56   1.31E-21  0.00E+00  1.31E-21
5011.56   1.32E-21  0.00E+00  1.32E-21
5012.56   1.33E-21  0.00E+00  1.33E-21
5013.56   1.34E-21  0.00E+00  1.34E-21
5014.56   1.35E-21  0.00E+00  1.35E-21
5015.56   1.36E-21  0.00E+00  1.36E-21
5016.56   1.37E-21  0.00E+00  1.37E-21
5017.56   1.38E-21  0.00E+00  1.38E-21
5018.56   1.39E-21  0.00E+00  1.39E-21
5019.56   1.40E-21  0.00E+00  1.40E-21
5020.56   1.41E-21  0.00E+00  1.41E-21
5021.56   1.42E-21  0.00E+00  1.42E-21
5022.56   1.43E-21  0.00E+00  1.43E-21
5023.56   1.44E-21  0.00E+00  1.44E-21
5024.56   1.45E-21  0.00E+00  1.45E-21
5025.56   1.46E-21  0.00E+00  1.46E-21
5026.56   1.47E-21  0.00E+00  1.47E-21
5027.56   1.48E-21  0.00E+00  1.48E-21
5028.56   1.49E-21  0.00E+00  1.49E-21
5029.56   1.49E-21  0.00E+00  1.49E-21
5030.56   1.50E-21  0.00E+00  1.50E-21
5031.56   1.51E-21  0.00E+00  1.51E-21
5032.56   1.52E-21  0.00E+00  1.52E-21
5033.56   1.53E-21  0.00E+00  1.53E-21
5034.56   1.54E-21  0.00E+00  1.54E-21
5035.56   1.55E-21  0.00E+00  1.55E-21
5036.56   1.56E-21  0.00E+00  1.56E-21
5037.56   1.56E-21  0.00E+00  1.56E-21
5038.56   1.57E-21  0.00E+00  1.57E-21
5039.56   1.58E-21  0.00E+00  1.58E-21
5040.56   1.58E-21  0.00E+00  1.58E-21
5041.56   1.59E-21  0.00E+00  1.59E-21
5042.57   1.60E-21  0.00E+00  1.60E-21
5043.57   1.60E-21  0.00E+00  1.60E-21
5044.57   1.60E-21  0.00E+00  1.60E-21
5045.57   1.61E-21  0.00E+00  1.61E-21
5046.57   1.62E-21  0.00E+00  1.62E-21
5047.57   1.62E-21  0.00E+00  1.62E-21
5048.57   1.63E-21  0.00E+00  1.63E-21
5049.57   1.64E-21  0.00E+00  1.64E-21
5050.57   1.64E-21  0.00E+00  1.64E-21
5051.57   1.63E-21  0.00E+00  1.63E-21
5052.57   1.64E-21  0.00E+00  1.64E-21
5053.57   1.64E-21  0.00E+00  1.64E-21
5054.57   1.65E-21  0.00E+00  1.65E-21
5055.57   1.65E-21  0.00E+00  1.65E-21
5056.57   1.65E-21  0.00E+00  1.65E-21
5057.57   1.65E-21  0.00E+00  1.65E-21
5058.57   1.66E-21  0.00E+00  1.66E-21
5059.57   1.65E-21  0.00E+00  1.65E-21
5060.57   1.65E-21  0.00E+00  1.65E-21
5061.57   1.65E-21  0.00E+00  1.65E-21
5062.57   1.66E-21  0.00E+00  1.66E-21
5063.57   1.65E-21  0.00E+00  1.65E-21
5064.57   1.66E-21  0.00E+00  1.66E-21
5065.57   1.65E-21  0.00E+00  1.65E-21
5066.57   1.64E-21  0.00E+00  1.64E-21
5067.57   1.65E-21  0.00E+00  1.65E-21
5068.57   1.65E-21  0.00E+00  1.65E-21
5069.57   1.64E-21  0.00E+00  1.64E-21
5070.57   1.65E-21  0.00E+00  1.65E-21
5071.57   1.64E-21  0.00E+00  1.64E-21
5072.57   1.64E-21  0.00E+00  1.64E-21
5073.57   1.64E-21  0.00E+00  1.64E-21
5074.57   1.63E-21  0.00E+00  1.63E-21
5075.57   1.63E-21  0.00E+00  1.63E-21
5076.57   1.62E-21  0.00E+00  1.62E-21
5077.57   1.62E-21  0.00E+00  1.62E-21
5078.57   1.62E-21  0.00E+00  1.62E-21
5079.57   1.62E-21  0.00E+00  1.62E-21
5080.57   1.62E-21  0.00E+00  1.62E-21
5081.57   1.62E-21  0.00E+00  1.62E-21
5082.57   1.61E-21  0.00E+00  1.61E-21
5083.57   1.61E-21  0.00E+00  1.61E-21
5084.57   1.60E-21  0.00E+00  1.60E-21
5085.57   1.60E-21  0.00E+00  1.60E-21
5086.57   1.59E-21  0.00E+00  1.59E-21
5087.57   1.59E-21  0.00E+00  1.59E-21
5088.57   1.59E-21  0.00E+00  1.59E-21
5089.57   1.59E-21  0.00E+00  1.59E-21
5090.57   1.58E-21  0.00E+00  1.58E-21
5091.57   1.58E-21  0.00E+00  1.58E-21
5092.57   1.58E-21  0.00E+00  1.58E-21
5093.57   1.58E-21  0.00E+00  1.58E-21
5094.57   1.57E-21  0.00E+00  1.57E-21
5095.57   1.57E-21  0.00E+00  1.57E-21
5096.57   1.57E-21  0.00E+00  1.57E-21
5097.57   1.57E-21  0.00E+00  1.57E-21
5098.57   1.57E-21  0.00E+00  1.57E-21
5099.57   1.56E-21  0.00E+00  1.56E-21
5100.57   1.56E-21  0.00E+00  1.56E-21
5101.57   1.55E-21  0.00E+00  1.55E-21
5102.57   1.56E-21  0.00E+00  1.56E-21
5103.57   1.56E-21  0.00E+00  1.56E-21
5104.57   1.56E-21  0.00E+00  1.56E-21
5105.57   1.55E-21  0.00E+00  1.55E-21
5106.57   1.55E-21  0.00E+00  1.55E-21
5107.57   1.55E-21  0.00E+00  1.55E-21
5108.57   1.56E-21  0.00E+00  1.56E-21
5109.57   1.55E-21  0.00E+00  1.55E-21
5110.58   1.55E-21  0.00E+00  1.55E-21
5111.58   1.55E-21  0.00E+00  1.55E-21
5112.58   1.55E-21  0.00E+00  1.55E-21
5113.58   1.56E-21  0.00E+00  1.56E-21
5114.58   1.55E-21  0.00E+00  1.55E-21
5115.58   1.55E-21  0.00E+00  1.55E-21
5116.58   1.56E-21  0.00E+00  1.56E-21
5117.58   1.56E-21  0.00E+00  1.56E-21
5118.58   1.56E-21  0.00E+00  1.56E-21
5119.58   1.56E-21  0.00E+00  1.56E-21
5120.58   1.56E-21  0.00E+00  1.56E-21
5121.58   1.56E-21  0.00E+00  1.56E-21
5122.58   1.56E-21  0.00E+00  1.56E-21
5123.58   1.57E-21  0.00E+00  1.57E-21
5124.58   1.57E-21  0.00E+00  1.57E-21
5125.58   1.57E-21  0.00E+00  1.57E-21
5126.58   1.57E-21  0.00E+00  1.57E-21
5127.58   1.58E-21  0.00E+00  1.58E-21
5128.58   1.58E-21  0.00E+00  1.58E-21
5129.58   1.58E-21  0.00E+00  1.58E-21
5130.58   1.59E-21  0.00E+00  1.59E-21
5131.58   1.59E-21  0.00E+00  1.59E-21
5132.58   1.59E-21  0.00E+00  1.59E-21
5133.58   1.60E-21  0.00E+00  1.60E-21
5134.58   1.60E-21  0.00E+00  1.60E-21
5135.58   1.61E-21  0.00E+00  1.61E-21
5136.58   1.61E-21  0.00E+00  1.61E-21
5137.58   1.61E-21  0.00E+00  1.61E-21
5138.58   1.62E-21  0.00E+00  1.62E-21
5139.58   1.62E-21  0.00E+00  1.62E-21
5140.58   1.62E-21  0.00E+00  1.62E-21
5141.58   1.62E-21  0.00E+00  1.62E-21
5142.58   1.63E-21  0.00E+00  1.63E-21
5143.58   1.63E-21  0.00E+00  1.63E-21
5144.58   1.64E-21  0.00E+00  1.64E-21
5145.58   1.64E-21  0.00E+00  1.64E-21
5146.58   1.64E-21  0.00E+00  1.64E-21
5147.58   1.65E-21  0.00E+00  1.65E-21
5148.58   1.65E-21  0.00E+00  1.65E-21
5149.58   1.66E-21  0.00E+00  1.66E-21
5150.58   1.66E-21  0.00E+00  1.66E-21
5151.58   1.66E-21  0.00E+00  1.66E-21
5152.58   1.67E-21  0.00E+00  1.67E-21
5153.58   1.67E-21  0.00E+00  1.67E-21
5154.58   1.67E-21  0.00E+00  1.67E-21
5155.58   1.68E-21  0.00E+00  1.68E-21
5156.58   1.68E-21  0.00E+00  1.68E-21
5157.58   1.69E-21  0.00E+00  1.69E-21
5158.58   1.68E-21  0.00E+00  1.68E-21
5159.58   1.69E-21  0.00E+00  1.69E-21
5160.58   1.70E-21  0.00E+00  1.70E-21
5161.58   1.70E-21  0.00E+00  1.70E-21
5162.58   1.70E-21  0.00E+00  1.70E-21
5163.58   1.70E-21  0.00E+00  1.70E-21
5164.58   1.71E-21  0.00E+00  1.71E-21
5165.58   1.71E-21  0.00E+00  1.71E-21
5166.58   1.71E-21  0.00E+00  1.71E-21
5167.58   1.72E-21  0.00E+00  1.72E-21
5168.58   1.72E-21  0.00E+00  1.72E-21
5169.58   1.72E-21  0.00E+00  1.72E-21
5170.58   1.73E-21  0.00E+00  1.73E-21
5171.58   1.73E-21  0.00E+00  1.73E-21
5172.58   1.74E-21  0.00E+00  1.74E-21
5173.58   1.74E-21  0.00E+00  1.74E-21
5174.58   1.74E-21  0.00E+00  1.74E-21
5175.58   1.74E-21  0.00E+00  1.74E-21
5176.58   1.74E-21  0.00E+00  1.74E-21
5177.58   1.75E-21  0.00E+00  1.75E-21
5178.59   1.75E-21  0.00E+00  1.75E-21
5179.59   1.75E-21  0.00E+00  1.75E-21
5180.59   1.76E-21  0.00E+00  1.76E-21
5181.59   1.75E-21  0.00E+00  1.75E-21
5182.59   1.76E-21  0.00E+00  1.76E-21
5183.59   1.76E-21  0.00E+00  1.76E-21
5184.59   1.76E-21  0.00E+00  1.76E-21
5185.59   1.77E-21  0.00E+00  1.77E-21
5186.59   1.78E-21  0.00E+00  1.78E-21
5187.59   1.78E-21  0.00E+00  1.78E-21
5188.59   1.78E-21  0.00E+00  1.78E-21
5189.59   1.78E-21  0.00E+00  1.78E-21
5190.59   1.79E-21  0.00E+00  1.79E-21
5191.59   1.80E-21  0.00E+00  1.80E-21
5192.59   1.79E-21  0.00E+00  1.79E-21
5193.59   1.80E-21  0.00E+00  1.80E-21
5194.59   1.81E-21  0.00E+00  1.81E-21
5195.59   1.81E-21  0.00E+00  1.81E-21
5196.59   1.81E-21  0.00E+00  1.81E-21
5197.59   1.81E-21  0.00E+00  1.81E-21
5198.59   1.82E-21  0.00E+00  1.82E-21
5199.59   1.82E-21  0.00E+00  1.82E-21
5200.59   1.82E-21  0.00E+00  1.82E-21
5201.59   1.83E-21  0.00E+00  1.83E-21
5202.59   1.83E-21  0.00E+00  1.83E-21
5203.59   1.84E-21  0.00E+00  1.84E-21
5204.59   1.85E-21  0.00E+00  1.85E-21
5205.59   1.86E-21  0.00E+00  1.86E-21
5206.59   1.85E-21  0.00E+00  1.85E-21
5207.59   1.86E-21  0.00E+00  1.86E-21
5208.59   1.86E-21  0.00E+00  1.86E-21
5209.59   1.87E-21  0.00E+00  1.87E-21
5210.59   1.87E-21  0.00E+00  1.87E-21
5211.59   1.88E-21  0.00E+00  1.88E-21
5212.59   1.89E-21  0.00E+00  1.89E-21
5213.59   1.89E-21  0.00E+00  1.89E-21
5214.59   1.90E-21  0.00E+00  1.90E-21
5215.59   1.91E-21  0.00E+00  1.91E-21
5216.59   1.91E-21  0.00E+00  1.91E-21
5217.59   1.91E-21  0.00E+00  1.91E-21
5218.59   1.92E-21  0.00E+00  1.92E-21
5219.59   1.93E-21  0.00E+00  1.93E-21
