0 Branching ratio for CHO      Total        1 branches
Lambda        Total        H/CO
4655.51      3.87E-19      3.87E-19
4656.51      3.87E-19      3.87E-19
4657.51      3.87E-19      3.87E-19
4658.51      3.88E-19      3.88E-19
4659.51      3.88E-19      3.88E-19
4660.51      3.88E-19      3.88E-19
4661.51      3.88E-19      3.88E-19
4662.51      3.88E-19      3.88E-19
4663.51      3.89E-19      3.89E-19
4664.51      3.89E-19      3.89E-19
4665.51      3.89E-19      3.89E-19
4666.51      3.89E-19      3.89E-19
4667.51      3.89E-19      3.89E-19
4668.51      3.90E-19      3.90E-19
4669.51      3.90E-19      3.90E-19
4670.51      3.90E-19      3.90E-19
4671.51      3.90E-19      3.90E-19
4672.51      3.90E-19      3.90E-19
4673.51      3.91E-19      3.91E-19
4674.51      3.91E-19      3.91E-19
4675.51      3.91E-19      3.91E-19
4676.51      3.91E-19      3.91E-19
4677.51      3.91E-19      3.91E-19
4678.51      3.92E-19      3.92E-19
4679.51      3.92E-19      3.92E-19
4680.51      3.92E-19      3.92E-19
4681.51      3.92E-19      3.92E-19
4682.51      3.92E-19      3.92E-19
4683.51      3.93E-19      3.93E-19
4684.51      3.93E-19      3.93E-19
4685.51      3.93E-19      3.93E-19
4686.51      3.93E-19      3.93E-19
4687.51      3.93E-19      3.93E-19
4688.51      3.94E-19      3.94E-19
4689.51      3.94E-19      3.94E-19
4690.51      3.94E-19      3.94E-19
4691.51      3.94E-19      3.94E-19
4692.51      3.94E-19      3.94E-19
4693.51      3.95E-19      3.95E-19
4694.51      3.95E-19      3.95E-19
4695.51      3.95E-19      3.95E-19
4696.51      3.95E-19      3.95E-19
4697.51      3.95E-19      3.95E-19
4698.51      3.95E-19      3.95E-19
4699.51      3.96E-19      3.96E-19
4700.51      3.96E-19      3.96E-19
4701.51      3.96E-19      3.96E-19
4702.52      3.96E-19      3.96E-19
4703.52      3.96E-19      3.96E-19
4704.52      3.97E-19      3.97E-19
4705.52      3.97E-19      3.97E-19
4706.52      3.97E-19      3.97E-19
4707.52      3.97E-19      3.97E-19
4708.52      3.97E-19      3.97E-19
4709.52      3.98E-19      3.98E-19
4710.52      3.98E-19      3.98E-19
4711.52      3.98E-19      3.98E-19
4712.52      3.98E-19      3.98E-19
4713.52      3.98E-19      3.98E-19
4714.52      3.99E-19      3.99E-19
4715.52      3.99E-19      3.99E-19
4716.52      3.99E-19      3.99E-19
4717.52      3.99E-19      3.99E-19
4718.52      3.99E-19      3.99E-19
4719.52      4.00E-19      4.00E-19
4720.52      4.00E-19      4.00E-19
4721.52      4.00E-19      4.00E-19
4722.52      4.00E-19      4.00E-19
4723.52      4.00E-19      4.00E-19
4724.52      4.01E-19      4.01E-19
4725.52      4.01E-19      4.01E-19
4726.52      4.01E-19      4.01E-19
4727.52      4.01E-19      4.01E-19
4728.52      4.01E-19      4.01E-19
4729.52      4.02E-19      4.02E-19
4730.52      4.02E-19      4.02E-19
4731.52      4.02E-19      4.02E-19
4732.52      4.02E-19      4.02E-19
4733.52      4.02E-19      4.02E-19
4734.52      4.03E-19      4.03E-19
4735.52      4.03E-19      4.03E-19
4736.52      4.03E-19      4.03E-19
4737.52      4.03E-19      4.03E-19
4738.52      4.03E-19      4.03E-19
4739.52      4.04E-19      4.04E-19
4740.52      4.04E-19      4.04E-19
4741.52      4.04E-19      4.04E-19
4742.52      4.04E-19      4.04E-19
4743.52      4.04E-19      4.04E-19
4744.52      4.05E-19      4.05E-19
4745.52      4.05E-19      4.05E-19
4746.52      4.05E-19      4.05E-19
4747.52      4.05E-19      4.05E-19
4748.52      4.05E-19      4.05E-19
4749.52      4.06E-19      4.06E-19
4750.52      4.06E-19      4.06E-19
4751.52      4.06E-19      4.06E-19
4752.52      4.06E-19      4.06E-19
4753.52      4.06E-19      4.06E-19
4754.52      4.07E-19      4.07E-19
4755.52      4.07E-19      4.07E-19
4756.52      4.07E-19      4.07E-19
4757.52      4.07E-19      4.07E-19
4758.52      4.07E-19      4.07E-19
4759.52      4.08E-19      4.08E-19
4760.52      4.08E-19      4.08E-19
4761.52      4.08E-19      4.08E-19
4762.52      4.08E-19      4.08E-19
4763.52      4.08E-19      4.08E-19
4764.52      4.09E-19      4.09E-19
4765.52      4.09E-19      4.09E-19
4766.52      4.09E-19      4.09E-19
4767.52      4.09E-19      4.09E-19
4768.52      4.09E-19      4.09E-19
4769.52      4.10E-19      4.10E-19
4770.53      4.10E-19      4.10E-19
4771.53      4.10E-19      4.10E-19
4772.53      4.10E-19      4.10E-19
4773.53      4.10E-19      4.10E-19
4774.53      4.11E-19      4.11E-19
4775.53      4.11E-19      4.11E-19
4776.53      4.11E-19      4.11E-19
4777.53      4.11E-19      4.11E-19
4778.53      4.11E-19      4.11E-19
4779.53      4.12E-19      4.12E-19
4780.53      4.12E-19      4.12E-19
4781.53      4.12E-19      4.12E-19
4782.53      4.12E-19      4.12E-19
4783.53      4.12E-19      4.12E-19
4784.53      4.12E-19      4.12E-19
4785.53      4.13E-19      4.13E-19
4786.53      4.13E-19      4.13E-19
4787.53      4.13E-19      4.13E-19
4788.53      4.13E-19      4.13E-19
4789.53      4.13E-19      4.13E-19
4790.53      4.14E-19      4.14E-19
4791.53      4.14E-19      4.14E-19
4792.53      4.14E-19      4.14E-19
4793.53      4.14E-19      4.14E-19
4794.53      4.14E-19      4.14E-19
4795.53      4.15E-19      4.15E-19
4796.53      4.15E-19      4.15E-19
4797.53      4.15E-19      4.15E-19
4798.53      4.15E-19      4.15E-19
4799.53      4.15E-19      4.15E-19
4800.53      4.16E-19      4.16E-19
4801.53      4.16E-19      4.16E-19
4802.53      4.16E-19      4.16E-19
4803.53      4.16E-19      4.16E-19
4804.53      4.16E-19      4.16E-19
4805.53      4.17E-19      4.17E-19
4806.53      4.17E-19      4.17E-19
4807.53      4.17E-19      4.17E-19
4808.53      4.17E-19      4.17E-19
4809.53      4.17E-19      4.17E-19
4810.53      4.18E-19      4.18E-19
4811.53      4.18E-19      4.18E-19
4812.53      4.18E-19      4.18E-19
4813.53      4.18E-19      4.18E-19
4814.53      4.18E-19      4.18E-19
4815.53      4.19E-19      4.19E-19
4816.53      4.19E-19      4.19E-19
4817.53      4.19E-19      4.19E-19
4818.53      4.19E-19      4.19E-19
4819.53      4.19E-19      4.19E-19
4820.53      4.20E-19      4.20E-19
4821.53      4.20E-19      4.20E-19
4822.53      4.20E-19      4.20E-19
4823.53      4.20E-19      4.20E-19
4824.53      4.20E-19      4.20E-19
4825.53      4.21E-19      4.21E-19
4826.53      4.21E-19      4.21E-19
4827.53      4.21E-19      4.21E-19
4828.53      4.21E-19      4.21E-19
4829.53      4.21E-19      4.21E-19
4830.53      4.22E-19      4.22E-19
4831.53      4.22E-19      4.22E-19
4832.53      4.22E-19      4.22E-19
4833.53      4.22E-19      4.22E-19
4834.53      4.22E-19      4.22E-19
4835.53      4.23E-19      4.23E-19
4836.53      4.23E-19      4.23E-19
4837.53      4.23E-19      4.23E-19
4838.54      4.23E-19      4.23E-19
4839.54      4.23E-19      4.23E-19
4840.54      4.24E-19      4.24E-19
4841.54      4.24E-19      4.24E-19
4842.54      4.24E-19      4.24E-19
4843.54      4.24E-19      4.24E-19
4844.54      4.24E-19      4.24E-19
4845.54      4.25E-19      4.25E-19
4846.54      4.25E-19      4.25E-19
4847.54      4.25E-19      4.25E-19
4848.54      4.25E-19      4.25E-19
4849.54      4.25E-19      4.25E-19
4850.54      4.26E-19      4.26E-19
4851.54      4.26E-19      4.26E-19
4852.54      4.26E-19      4.26E-19
4853.54      4.26E-19      4.26E-19
4854.54      4.26E-19      4.26E-19
4855.54      4.27E-19      4.27E-19
4856.54      4.27E-19      4.27E-19
4857.54      4.27E-19      4.27E-19
4858.54      4.27E-19      4.27E-19
4859.54      4.27E-19      4.27E-19
4860.54      4.28E-19      4.28E-19
4861.54      4.28E-19      4.28E-19
4862.54      4.28E-19      4.28E-19
4863.54      4.28E-19      4.28E-19
4864.54      4.28E-19      4.28E-19
4865.54      4.29E-19      4.29E-19
4866.54      4.29E-19      4.29E-19
4867.54      4.29E-19      4.29E-19
4868.54      4.29E-19      4.29E-19
4869.54      4.29E-19      4.29E-19
4870.54      4.30E-19      4.30E-19
4871.54      4.30E-19      4.30E-19
4872.54      4.30E-19      4.30E-19
4873.54      4.30E-19      4.30E-19
4874.54      4.30E-19      4.30E-19
4875.54      4.30E-19      4.30E-19
4876.54      4.31E-19      4.31E-19
4877.54      4.31E-19      4.31E-19
4878.54      4.31E-19      4.31E-19
4879.54      4.31E-19      4.31E-19
4880.54      4.31E-19      4.31E-19
4881.54      4.32E-19      4.32E-19
4882.54      4.32E-19      4.32E-19
4883.54      4.32E-19      4.32E-19
4884.54      4.32E-19      4.32E-19
4885.54      4.32E-19      4.32E-19
4886.54      4.33E-19      4.33E-19
4887.54      4.33E-19      4.33E-19
4888.54      4.33E-19      4.33E-19
4889.54      4.33E-19      4.33E-19
4890.54      4.33E-19      4.33E-19
4891.54      4.34E-19      4.34E-19
4892.54      4.34E-19      4.34E-19
4893.54      4.34E-19      4.34E-19
4894.54      4.34E-19      4.34E-19
4895.54      4.34E-19      4.34E-19
4896.54      4.35E-19      4.35E-19
4897.54      4.35E-19      4.35E-19
4898.54      4.35E-19      4.35E-19
4899.54      4.35E-19      4.35E-19
4900.54      4.35E-19      4.35E-19
4901.54      4.36E-19      4.36E-19
4902.54      4.36E-19      4.36E-19
4903.54      4.36E-19      4.36E-19
4904.54      4.36E-19      4.36E-19
4905.54      4.36E-19      4.36E-19
4906.55      4.37E-19      4.37E-19
4907.55      4.37E-19      4.37E-19
4908.55      4.37E-19      4.37E-19
4909.55      4.37E-19      4.37E-19
4910.55      4.37E-19      4.37E-19
4911.55      4.38E-19      4.38E-19
4912.55      4.38E-19      4.38E-19
4913.55      4.38E-19      4.38E-19
4914.55      4.38E-19      4.38E-19
4915.55      4.38E-19      4.38E-19
4916.55      4.39E-19      4.39E-19
4917.55      4.39E-19      4.39E-19
4918.55      4.39E-19      4.39E-19
4919.55      4.39E-19      4.39E-19
4920.55      4.39E-19      4.39E-19
4921.55      4.40E-19      4.40E-19
4922.55      4.40E-19      4.40E-19
4923.55      4.40E-19      4.40E-19
4924.55      4.40E-19      4.40E-19
4925.55      4.40E-19      4.40E-19
4926.55      4.41E-19      4.41E-19
4927.55      4.41E-19      4.41E-19
4928.55      4.41E-19      4.41E-19
4929.55      4.41E-19      4.41E-19
4930.55      4.41E-19      4.41E-19
4931.55      4.42E-19      4.42E-19
4932.55      4.42E-19      4.42E-19
4933.55      4.42E-19      4.42E-19
4934.55      4.42E-19      4.42E-19
4935.55      4.42E-19      4.42E-19
4936.55      4.43E-19      4.43E-19
4937.55      4.43E-19      4.43E-19
4938.55      4.43E-19      4.43E-19
4939.55      4.43E-19      4.43E-19
4940.55      4.43E-19      4.43E-19
4941.55      4.44E-19      4.44E-19
4942.55      4.44E-19      4.44E-19
4943.55      4.44E-19      4.44E-19
4944.55      4.44E-19      4.44E-19
4945.55      4.44E-19      4.44E-19
4946.55      4.45E-19      4.45E-19
4947.55      4.45E-19      4.45E-19
4948.55      4.45E-19      4.45E-19
4949.55      4.45E-19      4.45E-19
4950.55      4.45E-19      4.45E-19
4951.55      4.46E-19      4.46E-19
4952.55      4.46E-19      4.46E-19
4953.55      4.46E-19      4.46E-19
4954.55      4.46E-19      4.46E-19
4955.55      4.46E-19      4.46E-19
4956.55      4.47E-19      4.47E-19
4957.55      4.47E-19      4.47E-19
4958.55      4.47E-19      4.47E-19
4959.55      4.47E-19      4.47E-19
4960.55      4.47E-19      4.47E-19
4961.55      4.47E-19      4.47E-19
4962.55      4.48E-19      4.48E-19
4963.55      4.48E-19      4.48E-19
4964.55      4.48E-19      4.48E-19
4965.55      4.48E-19      4.48E-19
4966.55      4.48E-19      4.48E-19
4967.55      4.49E-19      4.49E-19
4968.55      4.49E-19      4.49E-19
4969.55      4.49E-19      4.49E-19
4970.55      4.49E-19      4.49E-19
4971.55      4.49E-19      4.49E-19
4972.55      4.50E-19      4.50E-19
4973.55      4.50E-19      4.50E-19
4974.56      4.50E-19      4.50E-19
4975.56      4.50E-19      4.50E-19
4976.56      4.50E-19      4.50E-19
4977.56      4.51E-19      4.51E-19
4978.56      4.51E-19      4.51E-19
4979.56      4.51E-19      4.51E-19
4980.56      4.51E-19      4.51E-19
4981.56      4.51E-19      4.51E-19
4982.56      4.52E-19      4.52E-19
4983.56      4.52E-19      4.52E-19
4984.56      4.52E-19      4.52E-19
4985.56      4.52E-19      4.52E-19
4986.56      4.52E-19      4.52E-19
4987.56      4.53E-19      4.53E-19
4988.56      4.53E-19      4.53E-19
4989.56      4.53E-19      4.53E-19
4990.56      4.53E-19      4.53E-19
4991.56      4.53E-19      4.53E-19
4992.56      4.54E-19      4.54E-19
4993.56      4.54E-19      4.54E-19
4994.56      4.54E-19      4.54E-19
4995.56      4.54E-19      4.54E-19
4996.56      4.54E-19      4.54E-19
4997.56      4.55E-19      4.55E-19
4998.56      4.55E-19      4.55E-19
4999.56      4.55E-19      4.55E-19
5000.56      4.55E-19      4.55E-19
5001.56      4.55E-19      4.55E-19
5002.56      4.56E-19      4.56E-19
5003.56      4.56E-19      4.56E-19
5004.56      4.56E-19      4.56E-19
5005.56      4.56E-19      4.56E-19
5006.56      4.56E-19      4.56E-19
5007.56      4.57E-19      4.57E-19
5008.56      4.57E-19      4.57E-19
5009.56      4.57E-19      4.57E-19
5010.56      4.57E-19      4.57E-19
5011.56      4.57E-19      4.57E-19
5012.56      4.58E-19      4.58E-19
5013.56      4.58E-19      4.58E-19
5014.56      4.58E-19      4.58E-19
5015.56      4.58E-19      4.58E-19
5016.56      4.58E-19      4.58E-19
5017.56      4.59E-19      4.59E-19
5018.56      4.59E-19      4.59E-19
5019.56      4.59E-19      4.59E-19
5020.56      4.59E-19      4.59E-19
5021.56      4.59E-19      4.59E-19
5022.56      4.60E-19      4.60E-19
5023.56      4.60E-19      4.60E-19
5024.56      4.60E-19      4.60E-19
5025.56      4.60E-19      4.60E-19
5026.56      4.60E-19      4.60E-19
5027.56      4.61E-19      4.61E-19
5028.56      4.61E-19      4.61E-19
5029.56      4.61E-19      4.61E-19
5030.56      4.61E-19      4.61E-19
5031.56      4.61E-19      4.61E-19
5032.56      4.62E-19      4.62E-19
5033.56      4.62E-19      4.62E-19
5034.56      4.62E-19      4.62E-19
5035.56      4.62E-19      4.62E-19
5036.56      4.62E-19      4.62E-19
5037.56      4.63E-19      4.63E-19
5038.56      4.63E-19      4.63E-19
5039.56      4.63E-19      4.63E-19
5040.56      4.63E-19      4.63E-19
5041.56      4.63E-19      4.63E-19
5042.57      4.64E-19      4.64E-19
5043.57      4.64E-19      4.64E-19
5044.57      4.64E-19      4.64E-19
5045.57      4.64E-19      4.64E-19
5046.57      4.64E-19      4.64E-19
5047.57      4.64E-19      4.64E-19
5048.57      4.65E-19      4.65E-19
5049.57      4.65E-19      4.65E-19
5050.57      4.65E-19      4.65E-19
5051.57      4.65E-19      4.65E-19
5052.57      4.65E-19      4.65E-19
5053.57      4.66E-19      4.66E-19
5054.57      4.66E-19      4.66E-19
5055.57      4.66E-19      4.66E-19
5056.57      4.66E-19      4.66E-19
5057.57      4.66E-19      4.66E-19
5058.57      4.67E-19      4.67E-19
5059.57      4.67E-19      4.67E-19
5060.57      4.67E-19      4.67E-19
5061.57      4.67E-19      4.67E-19
5062.57      4.67E-19      4.67E-19
5063.57      4.68E-19      4.68E-19
5064.57      4.68E-19      4.68E-19
5065.57      4.68E-19      4.68E-19
5066.57      4.68E-19      4.68E-19
5067.57      4.68E-19      4.68E-19
5068.57      4.69E-19      4.69E-19
5069.57      4.69E-19      4.69E-19
5070.57      4.69E-19      4.69E-19
5071.57      4.69E-19      4.69E-19
5072.57      4.69E-19      4.69E-19
5073.57      4.70E-19      4.70E-19
5074.57      4.70E-19      4.70E-19
5075.57      4.70E-19      4.70E-19
5076.57      4.70E-19      4.70E-19
5077.57      4.70E-19      4.70E-19
5078.57      4.71E-19      4.71E-19
5079.57      4.71E-19      4.71E-19
5080.57      4.71E-19      4.71E-19
5081.57      4.71E-19      4.71E-19
5082.57      4.71E-19      4.71E-19
5083.57      4.72E-19      4.72E-19
5084.57      4.72E-19      4.72E-19
5085.57      4.72E-19      4.72E-19
5086.57      4.72E-19      4.72E-19
5087.57      4.72E-19      4.72E-19
5088.57      4.73E-19      4.73E-19
5089.57      4.73E-19      4.73E-19
5090.57      4.73E-19      4.73E-19
5091.57      4.73E-19      4.73E-19
5092.57      4.73E-19      4.73E-19
5093.57      4.74E-19      4.74E-19
5094.57      4.74E-19      4.74E-19
5095.57      4.74E-19      4.74E-19
5096.57      4.74E-19      4.74E-19
5097.57      4.74E-19      4.74E-19
5098.57      4.75E-19      4.75E-19
5099.57      4.75E-19      4.75E-19
5100.57      4.75E-19      4.75E-19
5101.57      4.75E-19      4.75E-19
5102.57      4.75E-19      4.75E-19
5103.57      4.76E-19      4.76E-19
5104.57      4.76E-19      4.76E-19
5105.57      4.76E-19      4.76E-19
5106.57      4.76E-19      4.76E-19
5107.57      4.76E-19      4.76E-19
5108.57      4.77E-19      4.77E-19
5109.57      4.77E-19      4.77E-19
5110.58      4.77E-19      4.77E-19
5111.58      4.77E-19      4.77E-19
5112.58      4.77E-19      4.77E-19
5113.58      4.78E-19      4.78E-19
5114.58      4.78E-19      4.78E-19
5115.58      4.78E-19      4.78E-19
5116.58      4.78E-19      4.78E-19
5117.58      4.78E-19      4.78E-19
5118.58      4.79E-19      4.79E-19
5119.58      4.79E-19      4.79E-19
5120.58      4.79E-19      4.79E-19
5121.58      4.79E-19      4.79E-19
5122.58      4.79E-19      4.79E-19
5123.58      4.80E-19      4.80E-19
5124.58      4.80E-19      4.80E-19
5125.58      4.80E-19      4.80E-19
5126.58      4.80E-19      4.80E-19
5127.58      4.80E-19      4.80E-19
5128.58      4.81E-19      4.81E-19
5129.58      4.81E-19      4.81E-19
5130.58      4.81E-19      4.81E-19
5131.58      4.81E-19      4.81E-19
5132.58      4.81E-19      4.81E-19
5133.58      4.81E-19      4.81E-19
5134.58      4.82E-19      4.82E-19
5135.58      4.82E-19      4.82E-19
5136.58      4.82E-19      4.82E-19
5137.58      4.82E-19      4.82E-19
5138.58      4.82E-19      4.82E-19
5139.58      4.83E-19      4.83E-19
5140.58      4.83E-19      4.83E-19
5141.58      4.83E-19      4.83E-19
5142.58      4.83E-19      4.83E-19
5143.58      4.83E-19      4.83E-19
5144.58      4.84E-19      4.84E-19
5145.58      4.84E-19      4.84E-19
5146.58      4.84E-19      4.84E-19
5147.58      4.84E-19      4.84E-19
5148.58      4.84E-19      4.84E-19
5149.58      4.85E-19      4.85E-19
5150.58      4.85E-19      4.85E-19
5151.58      4.85E-19      4.85E-19
5152.58      4.85E-19      4.85E-19
5153.58      4.85E-19      4.85E-19
5154.58      4.86E-19      4.86E-19
5155.58      4.86E-19      4.86E-19
5156.58      4.86E-19      4.86E-19
5157.58      4.86E-19      4.86E-19
5158.58      4.86E-19      4.86E-19
5159.58      4.87E-19      4.87E-19
5160.58      4.87E-19      4.87E-19
5161.58      4.87E-19      4.87E-19
5162.58      4.87E-19      4.87E-19
5163.58      4.87E-19      4.87E-19
5164.58      4.88E-19      4.88E-19
5165.58      4.88E-19      4.88E-19
5166.58      4.88E-19      4.88E-19
5167.58      4.88E-19      4.88E-19
5168.58      4.88E-19      4.88E-19
5169.58      4.89E-19      4.89E-19
5170.58      4.89E-19      4.89E-19
5171.58      4.89E-19      4.89E-19
5172.58      4.89E-19      4.89E-19
5173.58      4.89E-19      4.89E-19
5174.58      4.90E-19      4.90E-19
5175.58      4.90E-19      4.90E-19
5176.58      4.90E-19      4.90E-19
5177.58      4.90E-19      4.90E-19
5178.59      4.90E-19      4.90E-19
5179.59      4.91E-19      4.91E-19
5180.59      4.91E-19      4.91E-19
5181.59      4.91E-19      4.91E-19
5182.59      4.91E-19      4.91E-19
5183.59      4.91E-19      4.91E-19
5184.59      4.92E-19      4.92E-19
5185.59      4.92E-19      4.92E-19
5186.59      4.92E-19      4.92E-19
5187.59      4.92E-19      4.92E-19
5188.59      4.92E-19      4.92E-19
5189.59      4.93E-19      4.93E-19
5190.59      4.93E-19      4.93E-19
5191.59      4.93E-19      4.93E-19
5192.59      4.93E-19      4.93E-19
5193.59      4.93E-19      4.93E-19
5194.59      4.94E-19      4.94E-19
5195.59      4.94E-19      4.94E-19
5196.59      4.94E-19      4.94E-19
5197.59      4.94E-19      4.94E-19
5198.59      4.94E-19      4.94E-19
5199.59      4.95E-19      4.95E-19
5200.59      4.95E-19      4.95E-19
5201.59      4.95E-19      4.95E-19
5202.59      4.95E-19      4.95E-19
5203.59      4.95E-19      4.95E-19
5204.59      4.96E-19      4.96E-19
5205.59      4.96E-19      4.96E-19
5206.59      4.96E-19      4.96E-19
5207.59      4.96E-19      4.96E-19
5208.59      4.96E-19      4.96E-19
5209.59      4.97E-19      4.97E-19
5210.59      4.97E-19      4.97E-19
5211.59      4.97E-19      4.97E-19
5212.59      4.97E-19      4.97E-19
5213.59      4.97E-19      4.97E-19
5214.59      4.98E-19      4.98E-19
5215.59      4.98E-19      4.98E-19
5216.59      4.98E-19      4.98E-19
5217.59      4.98E-19      4.98E-19
5218.59      4.98E-19      4.98E-19
5219.59      4.99E-19      4.99E-19
5220.59      4.99E-19      4.99E-19
5221.59      4.99E-19      4.99E-19
5222.59      4.99E-19      4.99E-19
5223.59      4.99E-19      4.99E-19
5224.59      4.99E-19      4.99E-19
5225.59      5.00E-19      5.00E-19
5226.59      5.00E-19      5.00E-19
5227.59      5.00E-19      5.00E-19
5228.59      5.00E-19      5.00E-19
5229.59      5.00E-19      5.00E-19
5230.59      5.01E-19      5.01E-19
5231.59      5.01E-19      5.01E-19
5232.59      5.01E-19      5.01E-19
5233.59      5.01E-19      5.01E-19
5234.59      5.01E-19      5.01E-19
5235.59      5.02E-19      5.02E-19
5236.59      5.02E-19      5.02E-19
5237.59      5.02E-19      5.02E-19
5238.59      5.02E-19      5.02E-19
5239.59      5.02E-19      5.02E-19
5240.59      5.03E-19      5.03E-19
5241.59      5.03E-19      5.03E-19
5242.59      5.03E-19      5.03E-19
5243.59      5.03E-19      5.03E-19
5244.59      5.03E-19      5.03E-19
5245.59      5.04E-19      5.04E-19
5246.6      5.04E-19      5.04E-19
5247.6      5.04E-19      5.04E-19
5248.6      5.04E-19      5.04E-19
5249.6      5.04E-19      5.04E-19
5250.6      5.05E-19      5.05E-19
5251.6      5.05E-19      5.05E-19
5252.6      5.05E-19      5.05E-19
5253.6      5.05E-19      5.05E-19
5254.6      5.05E-19      5.05E-19
5255.6      5.06E-19      5.06E-19
5256.6      5.06E-19      5.06E-19
5257.6      5.06E-19      5.06E-19
5258.6      5.06E-19      5.06E-19
5259.6      5.06E-19      5.06E-19
5260.6      5.07E-19      5.07E-19
5261.6      5.07E-19      5.07E-19
5262.6      5.07E-19      5.07E-19
5263.6      5.07E-19      5.07E-19
5264.6      5.07E-19      5.07E-19
5265.6      5.08E-19      5.08E-19
5266.6      5.08E-19      5.08E-19
5267.6      5.08E-19      5.08E-19
5268.6      5.08E-19      5.08E-19
5269.6      5.08E-19      5.08E-19
5270.6      5.09E-19      5.09E-19
5271.6      5.09E-19      5.09E-19
5272.6      5.09E-19      5.09E-19
5273.6      5.09E-19      5.09E-19
5274.6      5.09E-19      5.09E-19
5275.6      5.10E-19      5.10E-19
5276.6      5.10E-19      5.10E-19
5277.6      5.10E-19      5.10E-19
5278.6      5.10E-19      5.10E-19
5279.6      5.10E-19      5.10E-19
5280.6      5.11E-19      5.11E-19
5281.6      5.11E-19      5.11E-19
5282.6      5.11E-19      5.11E-19
5283.6      5.11E-19      5.11E-19
5284.6      5.11E-19      5.11E-19
5285.6      5.12E-19      5.12E-19
5286.6      5.12E-19      5.12E-19
5287.6      5.12E-19      5.12E-19
5288.6      5.12E-19      5.12E-19
5289.6      5.12E-19      5.12E-19
5290.6      5.13E-19      5.13E-19
5291.6      5.13E-19      5.13E-19
5292.6      5.13E-19      5.13E-19
5293.6      5.13E-19      5.13E-19
5294.6      5.13E-19      5.13E-19
5295.6      5.14E-19      5.14E-19
5296.6      5.14E-19      5.14E-19
5297.6      5.14E-19      5.14E-19
5298.6      5.14E-19      5.14E-19
5299.6      5.14E-19      5.14E-19
5300.6      5.15E-19      5.15E-19
5301.6      5.15E-19      5.15E-19
5302.6      5.15E-19      5.15E-19
5303.6      5.15E-19      5.15E-19
5304.6      5.15E-19      5.15E-19
5305.6      5.16E-19      5.16E-19
5306.6      5.16E-19      5.16E-19
5307.6      5.16E-19      5.16E-19
5308.6      5.16E-19      5.16E-19
5309.6      5.16E-19      5.16E-19
5310.6      5.16E-19      5.16E-19
5311.6      5.17E-19      5.17E-19
5312.6      5.17E-19      5.17E-19
5313.6      5.17E-19      5.17E-19
5314.61      5.17E-19      5.17E-19
5315.61      5.17E-19      5.17E-19
5316.61      5.18E-19      5.18E-19
5317.61      5.18E-19      5.18E-19
5318.61      5.18E-19      5.18E-19
5319.61      5.18E-19      5.18E-19
5320.61      5.18E-19      5.18E-19
5321.61      5.19E-19      5.19E-19
5322.61      5.19E-19      5.19E-19
5323.61      5.19E-19      5.19E-19
5324.61      5.19E-19      5.19E-19
5325.61      5.19E-19      5.19E-19
5326.61      5.20E-19      5.20E-19
5327.61      5.20E-19      5.20E-19
5328.61      5.20E-19      5.20E-19
5329.61      5.20E-19      5.20E-19
5330.61      5.20E-19      5.20E-19
5331.61      5.21E-19      5.21E-19
5332.61      5.21E-19      5.21E-19
5333.61      5.21E-19      5.21E-19
5334.61      5.21E-19      5.21E-19
5335.61      5.21E-19      5.21E-19
5336.61      5.22E-19      5.22E-19
5337.61      5.22E-19      5.22E-19
5338.61      5.22E-19      5.22E-19
5339.61      5.22E-19      5.22E-19
5340.61      5.22E-19      5.22E-19
5341.61      5.23E-19      5.23E-19
5342.61      5.23E-19      5.23E-19
5343.61      5.23E-19      5.23E-19
5344.61      5.23E-19      5.23E-19
5345.61      5.23E-19      5.23E-19
5346.61      5.24E-19      5.24E-19
5347.61      5.24E-19      5.24E-19
5348.61      5.24E-19      5.24E-19
5349.61      5.24E-19      5.24E-19
5350.61      5.24E-19      5.24E-19
5351.61      5.25E-19      5.25E-19
5352.61      5.25E-19      5.25E-19
5353.61      5.25E-19      5.25E-19
5354.61      5.25E-19      5.25E-19
5355.61      5.25E-19      5.25E-19
5356.61      5.26E-19      5.26E-19
5357.61      5.26E-19      5.26E-19
5358.61      5.26E-19      5.26E-19
5359.61      5.26E-19      5.26E-19
5360.61      5.26E-19      5.26E-19
5361.61      5.27E-19      5.27E-19
5362.61      5.27E-19      5.27E-19
5363.61      5.27E-19      5.27E-19
5364.61      5.27E-19      5.27E-19
5365.61      5.27E-19      5.27E-19
5366.61      5.28E-19      5.28E-19
5367.61      5.28E-19      5.28E-19
5368.61      5.28E-19      5.28E-19
5369.61      5.28E-19      5.28E-19
5370.61      5.28E-19      5.28E-19
5371.61      5.29E-19      5.29E-19
5372.61      5.29E-19      5.29E-19
5373.61      5.29E-19      5.29E-19
5374.61      5.29E-19      5.29E-19
5375.61      5.29E-19      5.29E-19
5376.61      5.30E-19      5.30E-19
5377.61      5.30E-19      5.30E-19
5378.61      5.30E-19      5.30E-19
5379.61      5.30E-19      5.30E-19
5380.61      5.30E-19      5.30E-19
5381.61      5.31E-19      5.31E-19
5382.62      5.31E-19      5.31E-19
5383.62      5.31E-19      5.31E-19
5384.62      5.31E-19      5.31E-19
5385.62      5.31E-19      5.31E-19
5386.62      5.32E-19      5.32E-19
5387.62      5.32E-19      5.32E-19
5388.62      5.32E-19      5.32E-19
5389.62      5.32E-19      5.32E-19
